clustering,seed,num_periods,cost,time,distance,data,loss_ct,weights,demand,wind
stochastic,0,0,1.00293e7,1.3744369,N/A,stochastic,0,Any[],Any[],Any[]
convex_hull,0,10,1.02103e7,0.0117677,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 10, 10, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613]"
convex_hull,0,11,1.02103e7,0.0125243,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 11, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 11, 11, 11, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209]"
convex_hull,0,12,1.02103e7,0.0109719,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 12, 12, 12, 12, 12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 12, 12, 12, 12, 11, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641]"
convex_hull,0,13,1.02103e7,0.0110224,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 13, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 13, 13, 13, 12, 12, 11, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836]"
convex_hull,0,14,1.02103e7,0.0129437,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 14, 2, 2, 2, 2, 2, 2, 14, 14, 14, 13, 13, 12, 12, 11, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871]"
convex_hull,0,15,1.02103e7,0.0143403,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 2, 2, 2, 2, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762]"
convex_hull,0,16,1.02269e7,0.010569,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 2, 2, 2, 2, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402]"
convex_hull,0,17,1.02269e7,0.0120243,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 2, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641]"
convex_hull,0,18,1.02269e7,0.0105091,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462]"
convex_hull,0,19,1.02269e7,0.0117816,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 1, 1, 1, 1, 1, 9, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005]"
convex_hull,0,2,1.13061e7,0.0171868,CosineDist,output,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[37078.65136, 55737.467809]","[0.640675, 0.264209]"
convex_hull,0,20,1.02269e7,0.0138707,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 20, 1, 1, 1, 1, 20, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159]"
convex_hull,0,21,1.02269e7,0.0123409,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 21, 20, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902]"
convex_hull,0,22,1.02269e7,0.0117286,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 9, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015]"
convex_hull,0,23,1.02269e7,0.0120849,CosineDist,output,2,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 16, 16, 16, 16, 16, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 16, 16, 16, 3, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564]"
convex_hull,0,24,1.05913e7,0.0121945,CosineDist,output,3,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 12, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 12, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696]"
convex_hull,0,25,1.05913e7,0.0117806,CosineDist,output,3,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 13, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 13, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462]"
convex_hull,0,26,1.05913e7,0.0116863,CosineDist,output,3,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 26, 13, 13, 14, 14, 15, 15, 17, 2, 18, 17, 15, 15, 14, 14, 13, 26, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087, 47393.621678]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462, 0.252762]"
convex_hull,0,27,1.05913e7,0.0106897,CosineDist,output,3,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 26, 13, 13, 14, 14, 27, 15, 17, 2, 18, 17, 15, 27, 14, 14, 13, 26, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087, 47393.621678, 51616.384439]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462, 0.252762, 0.250836]"
convex_hull,0,28,1.00849e7,0.0131004,CosineDist,output,1,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 26, 13, 13, 14, 14, 27, 15, 28, 2, 18, 17, 15, 27, 14, 14, 13, 26, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087, 47393.621678, 51616.384439, 56720.503956]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462, 0.252762, 0.250836, 0.269863]"
convex_hull,0,29,1.00358e7,0.0128135,CosineDist,output,0,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 26, 13, 13, 14, 14, 27, 29, 28, 2, 18, 17, 15, 27, 14, 14, 13, 26, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087, 47393.621678, 51616.384439, 56720.503956, 57676.600556]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462, 0.252762, 0.250836, 0.269863, 0.276402]"
convex_hull,0,3,1.49027e7,0.016827,CosineDist,output,7,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[37078.65136, 55737.467809, 36137.115745]","[0.640675, 0.264209, 0.356698]"
convex_hull,0,30,1.00358e7,0.0102542,CosineDist,output,0,"[5, 5, 4, 4, 4, 4, 4, 19, 19, 19, 19, 19, 3, 3, 3, 3, 3, 3, 3, 3, 24, 24, 24, 24, 24, 24, 24, 16, 16, 10, 10, 11, 11, 25, 12, 12, 26, 13, 13, 14, 14, 30, 29, 28, 2, 18, 17, 15, 27, 14, 14, 13, 26, 12, 25, 11, 10, 16, 16, 24, 24, 24, 24, 3, 3, 3, 3, 19, 19, 19, 19, 4, 4, 4, 5, 5, 5, 6, 6, 7, 7, 8, 9, 21, 1, 1, 1, 22, 20, 23, 8, 7, 7, 6, 6, 6, 5, 5, 5, 5]","[37078.65136, 55737.467809, 36137.115745, 54221.086556, 47917.741865, 33813.592971, 34442.086266, 34851.181852, 35321.397934, 66113.795244, 44322.905734, 46353.870769, 48443.989105, 50559.629955, 52666.751865, 42383.772988, 53706.502775, 54731.450457, 58143.338779, 39304.007021, 35850.841116, 38514.856656, 40136.347925, 66715.059754, 45328.923087, 47393.621678, 51616.384439, 56720.503956, 57676.600556, 58601.907747]","[0.640675, 0.264209, 0.356698, 0.721566, 0.727321, 0.546023, 0.575063, 0.589096, 0.602727, 0.425613, 0.264209, 0.255641, 0.250836, 0.249871, 0.252762, 0.276402, 0.255641, 0.259462, 0.699005, 0.673159, 0.615902, 0.663015, 0.682564, 0.485696, 0.259462, 0.252762, 0.250836, 0.269863, 0.276402, 0.283798]"
