location,time_step,scenario,loss_of_load
NED,1,2009,2029.874288937963
NED,2,2009,1989.3930563893289
NED,3,2009,2092.1931651679092
NED,4,2009,2224.1102737388455
NED,5,2009,1694.694377352494
NED,6,2009,958.3144127309964
NED,7,2009,980.5072389277504
NED,8,2009,1495.7765040769114
NED,9,2009,2066.3326436356365
NED,10,2009,1948.6895197156773
NED,11,2009,1194.265081254573
NED,12,2009,222.822924263047
NED,16,2009,320.9295714095164
NED,17,2009,1979.9263450781727
NOR,17,2009,1387.2685002597718
NED,18,2009,1413.5439142947657
NOR,18,2009,1900.1304255592586
NED,19,2009,1501.528123255634
NOR,19,2009,1571.3321631127255
NED,20,2009,1766.6038940503922
NOR,20,2009,336.5384270010218
NED,21,2009,1.0424598073459492
NED,46,2009,202.2304501277813
NED,47,2009,2714.5333735401673
NED,48,2009,2763.957029747259
NED,49,2009,2195.5448342823647
NED,50,2009,2661.1120322732613
NED,51,2009,2909.431940760872
NED,52,2009,2751.7988606985355
NED,53,2009,2474.4447870465365
NED,54,2009,643.5324151756322
NOR,74,2009,1261.2177007658884
NOR,75,2009,4874.469758236688
NOR,76,2009,8130.0204881566515
NOR,77,2009,9184.65546966513
NOR,78,2009,10488.012145766379
NOR,79,2009,10796.332704739303
NOR,80,2009,8090.0643808125515
NOR,81,2009,4339.718866847614
NOR,104,2009,1131.6113192538178
NOR,105,2009,1286.7046464268788
NOR,164,2009,12.669974045078561
NOR,165,2009,4934.8119950317
NOR,166,2009,7269.3937092410815
NED,167,2009,2679.0758558718853
NOR,167,2009,2027.3557209638711
NED,168,2009,3623.4718603627016
NED,169,2009,6685.1791692918305
NED,170,2009,6776.501221362466
NED,171,2009,6409.430372396494
NED,172,2009,5370.9052810723715
NED,173,2009,3741.2367483719304
NED,174,2009,144.2799615177355
NED,207,2009,2.4536581445627803
NED,208,2009,3449.0054045290804
NED,209,2009,5984.815638347794
NED,210,2009,5563.878433654088
NED,211,2009,5595.867021685465
NED,212,2009,5964.692994208415
NED,213,2009,5591.990716745537
NED,214,2009,5095.95863888011
NED,215,2009,5113.696594763301
NED,216,2009,4138.808468802321
NED,217,2009,1284.9756277355373
NOR,330,2009,927.4475261752268
NOR,331,2009,4865.460451086987
NOR,332,2009,6955.268691786478
NOR,333,2009,7907.7987074561315
NOR,334,2009,8129.183240709459
NOR,335,2009,4844.080975384602
NOR,336,2009,4815.174505510564
NOR,337,2009,315.5610904994028
ITA,377,2009,41.69507712159964
BLT,612,2009,2.3012875408366966
NED,639,2009,1775.3365037288258
NED,640,2009,3466.1679956191792
NED,641,2009,5713.6540680347025
NED,642,2009,5050.726886294106
NED,643,2009,1631.968579634532
