location,technology,rep_period,time_step,scenario,production
AUS,Gas,1,22,1987,342.3786667662125
AUS,Gas,1,23,1982,870.299154021337
AUS,Gas,2,11,1987,1180.820157204915
AUS,Gas,2,13,1982,1180.820157204915
AUS,Gas,2,13,1997,1180.820157204915
AUS,Gas,2,14,1997,1574.42687627322
AUS,Gas,2,15,1997,1574.42687627322
AUS,Gas,2,15,2002,1180.820157204915
AUS,Gas,2,16,1997,1574.42687627322
AUS,Gas,2,16,2002,1574.42687627322
AUS,Gas,2,17,1997,1574.42687627322
AUS,Gas,2,17,2002,1574.42687627322
AUS,Gas,2,18,1997,1574.42687627322
AUS,Gas,2,18,2002,1574.42687627322
AUS,Gas,2,19,1997,1574.42687627322
AUS,Gas,2,19,2002,1574.42687627322
AUS,Gas,2,20,1997,1574.42687627322
AUS,Gas,2,20,2002,1180.820157204915
AUS,Gas,2,21,1997,393.606719068305
AUS,Gas,3,8,1900,548.6801943702349
AUS,Gas,3,8,1997,1180.820157204915
AUS,Gas,3,9,1997,1574.42687627322
AUS,Gas,3,10,1997,1574.42687627322
AUS,Gas,3,11,1997,1574.42687627322
AUS,Gas,3,12,1997,1574.42687627322
AUS,Gas,3,13,1997,1574.42687627322
AUS,Gas,3,14,1997,1180.820157204915
AUS,Gas,4,10,1900,393.606719068305
AUS,Gas,4,11,1900,1574.42687627322
AUS,Gas,4,11,1987,1180.820157204915
AUS,Gas,4,12,1900,393.606719068305
AUS,Gas,4,12,1987,1574.42687627322
AUS,Gas,4,13,1987,1180.820157204915
AUS,Gas,4,15,1997,1180.820157204915
AUS,Gas,4,16,1982,1180.820157204915
AUS,Gas,4,17,1982,1574.42687627322
AUS,Gas,4,18,1982,1574.42687627322
AUS,Gas,4,19,1982,1574.42687627322
AUS,Gas,4,20,1982,1574.42687627322
AUS,Gas,4,21,1982,1574.42687627322
AUS,Gas,4,22,1982,1574.42687627322
AUS,Gas,4,23,1982,1574.42687627322
AUS,Gas,4,24,1982,1574.42687627322
AUS,Gas,5,3,1997,502.3151258985836
AUS,Gas,5,4,1997,1154.1059464032105
AUS,Gas,5,10,1997,1180.820157204915
AUS,Gas,5,10,2002,1180.820157204915
AUS,Gas,5,11,1997,1574.42687627322
AUS,Gas,5,11,2002,1574.42687627322
AUS,Gas,5,12,1997,393.606719068305
