location,rep_period,time_step,scenario,loss_of_load
NOR,1,46,1995,634.5889606202691
NOR,1,47,1995,2835.3828552635878
NED,1,56,1995,350.2562943615858
NED,1,57,1995,1885.9817214479617
NOR,1,61,1995,7.411767001985936
NOR,1,62,1995,6603.155420755931
NOR,1,63,1995,17363.20692618678
NED,1,64,1995,1426.8913622714526
NOR,1,64,1995,19213.727928089706
NED,1,65,1995,4154.122943184678
NOR,1,65,1995,15192.73908309795
NED,1,66,1995,3547.6014015779156
NOR,1,66,1995,8821.136635588799
NED,1,67,1995,3170.268402879372
NOR,1,67,1995,1855.973833983684
POR,1,67,1995,3.4549895030490916
NED,1,68,1995,1256.6749913864824
POR,1,68,1995,4.449645587285971
NED,1,134,1995,44.98500532576736
NED,1,135,1995,465.25526000844843
POL,1,179,1995,13.671320934900109
NOR,1,286,1995,12708.13800752021
NOR,1,287,1995,14338.24124429388
NOR,1,288,1995,13709.275076187903
NOR,1,289,1995,9249.414491195988
NOR,1,290,1995,4634.214136242705
POR,1,356,1995,36.23821808464184
NED,1,582,1995,496.123220589069
NED,1,583,1995,3026.9933554905238
NED,1,584,1995,4385.69921053814
NED,1,585,1995,5832.098458889869
NED,1,586,1995,6241.632607818267
NED,1,587,1995,5464.918985561622
NED,1,588,1995,5435.770424365319
NED,1,589,1995,6752.218171145715
NED,1,590,1995,6377.072896624301
NED,1,591,1995,6307.121926959814
NED,1,592,1995,7259.21344344827
NED,1,593,1995,7640.720205317114
NED,1,594,1995,7049.839194100009
NED,1,595,1995,3521.5309202223116
NOR,1,647,1995,5112.151092674621
NOR,1,648,1995,6798.913493279686
NOR,1,649,1995,7124.186013698902
NOR,1,650,1995,5517.918890523297
NOR,1,651,1995,2577.7975666299862
NOR,1,669,1995,2433.264431372141
NOR,1,670,1995,5568.822528866205
NOR,1,671,1995,9003.156655976753
NOR,1,672,1995,10246.324908041042
NOR,1,673,1995,10378.440938488566
NOR,1,674,1995,11312.595096372606
NOR,1,675,1995,11758.059623057323
NOR,1,676,1995,11885.105554856185
NOR,1,677,1995,11734.984962832641
NOR,1,678,1995,12555.75935266578
NOR,1,679,1995,13528.644345299428
NOR,1,680,1995,13249.278497777676
NOR,1,681,1995,12071.847235942896
NOR,1,682,1995,854.4800353094215
NED,1,715,1995,3080.3253184036134
NOR,1,715,1995,2250.672845716981
NED,1,716,1995,7591.644026906003
NOR,1,716,1995,9819.991101291456
NED,1,717,1995,9267.42385229265
NOR,1,717,1995,6406.131067099464
NED,1,718,1995,10099.703559845495
NOR,1,718,1995,738.1517988898122
NED,1,719,1995,8432.329630595645
NED,1,720,1995,6688.228654868262
