location,technology,rep_period,time_step,scenario,production
AUS,Gas,1,1,1900,5588.084048189108
AUS,Gas,1,1,1982,5750.0
AUS,Gas,1,1,1987,4452.266198122656
AUS,Gas,1,1,1997,5750.0
AUS,Gas,1,2,1900,5050.317166280003
AUS,Gas,1,2,1982,5750.0
AUS,Gas,1,2,1987,4450.490568962441
AUS,Gas,1,2,1997,5750.0
AUS,Gas,1,3,1900,4872.363045921021
AUS,Gas,1,3,1982,5750.0
AUS,Gas,1,3,1987,4358.178110920066
AUS,Gas,1,3,1997,5750.0
AUS,Gas,1,4,1900,4850.431193692772
AUS,Gas,1,4,1982,5750.0
AUS,Gas,1,4,1987,4597.960726120471
AUS,Gas,1,4,1997,5750.0
AUS,Gas,1,5,1900,5397.868806653381
AUS,Gas,1,5,1982,5750.0
AUS,Gas,1,5,1987,5025.278869605138
AUS,Gas,1,5,1997,5750.0
AUS,Gas,1,6,1900,5750.0
AUS,Gas,1,6,1982,5750.0
AUS,Gas,1,6,1987,5691.352429318944
AUS,Gas,1,6,1997,5750.0
AUS,Gas,1,7,1900,5750.0
AUS,Gas,1,7,1982,5750.0
AUS,Gas,1,7,1987,5750.0
AUS,Gas,1,7,1997,5750.0
AUS,Gas,1,8,1900,5750.0
AUS,Gas,1,8,1982,5750.0
AUS,Gas,1,8,1987,5750.0
AUS,Gas,1,8,1997,5750.0
AUS,Gas,1,9,1900,5750.0
AUS,Gas,1,9,1982,5750.0
AUS,Gas,1,9,1987,5750.0
AUS,Gas,1,9,1997,5750.0
AUS,Gas,1,10,1900,5750.0
AUS,Gas,1,10,1982,5750.0
AUS,Gas,1,10,1987,5750.0
AUS,Gas,1,10,1997,5750.0
AUS,Gas,1,11,1900,5750.0
AUS,Gas,1,11,1982,5750.0
AUS,Gas,1,11,1987,5750.0
AUS,Gas,1,11,1997,5750.0
AUS,Gas,1,12,1900,5750.0
AUS,Gas,1,12,1982,5750.0
AUS,Gas,1,12,1987,5750.0
AUS,Gas,1,12,1997,5750.0
AUS,Gas,1,13,1900,5750.0
AUS,Gas,1,13,1982,5750.0
AUS,Gas,1,13,1987,5750.0
AUS,Gas,1,13,1997,5750.0
AUS,Gas,1,14,1900,5750.0
AUS,Gas,1,14,1982,5750.0
AUS,Gas,1,14,1987,5750.0
AUS,Gas,1,14,1997,5750.0
AUS,Gas,1,15,1900,5750.0
AUS,Gas,1,15,1982,5750.0
AUS,Gas,1,15,1987,5750.0
AUS,Gas,1,15,1997,5750.0
AUS,Gas,1,16,1900,5750.0
AUS,Gas,1,16,1982,5750.0
AUS,Gas,1,16,1987,5750.0
AUS,Gas,1,16,1997,5750.0
AUS,Gas,1,17,1900,5750.0
AUS,Gas,1,17,1982,5750.0
AUS,Gas,1,17,1987,5750.0
AUS,Gas,1,17,1997,5750.0
AUS,Gas,1,18,1900,5750.0
AUS,Gas,1,18,1982,5750.0
AUS,Gas,1,18,1987,5593.712340763665
AUS,Gas,1,18,1997,5750.0
AUS,Gas,1,19,1900,5750.0
AUS,Gas,1,19,1982,5750.0
AUS,Gas,1,19,1987,5750.0
AUS,Gas,1,19,1997,5750.0
AUS,Gas,1,20,1900,5750.0
AUS,Gas,1,20,1982,5750.0
AUS,Gas,1,20,1987,5750.0
AUS,Gas,1,20,1997,5750.0
AUS,Gas,1,21,1900,5750.0
AUS,Gas,1,21,1982,5750.0
AUS,Gas,1,21,1987,5750.0
AUS,Gas,1,21,1997,5750.0
AUS,Gas,1,22,1900,5750.0
AUS,Gas,1,22,1982,5750.0
AUS,Gas,1,22,1987,5750.0
AUS,Gas,1,22,1997,5750.0
AUS,Gas,1,23,1900,5750.0
AUS,Gas,1,23,1982,5750.0
AUS,Gas,1,23,1987,5658.169104642655
AUS,Gas,1,23,1997,1437.5
AUS,Gas,1,24,1900,4877.140932638892
AUS,Gas,1,24,1982,5750.0
AUS,Gas,1,24,1987,5357.895997128972
AUS,Gas,2,1,2012,1563.7902781141947
AUS,Gas,2,2,2012,1490.728534929356
AUS,Gas,2,3,2012,1380.6714555104518
AUS,Gas,2,4,2012,1143.2276010788983
AUS,Gas,2,5,2012,1065.0097333254062
AUS,Gas,2,6,2012,1437.908991759975
AUS,Gas,2,7,1997,191.84191585264307
AUS,Gas,2,7,2012,1993.282929342009
AUS,Gas,2,8,1997,4504.341915852643
AUS,Gas,2,8,2012,2505.3850023181885
AUS,Gas,2,9,1900,4312.5
AUS,Gas,2,9,1992,48.6946236466556
AUS,Gas,2,9,1997,4437.725784531603
AUS,Gas,2,9,2012,2991.342186324562
AUS,Gas,2,10,1900,5750.0
AUS,Gas,2,10,1992,405.61745035838976
AUS,Gas,2,10,1997,3307.243768137807
AUS,Gas,2,10,2008,1262.2840742891285
AUS,Gas,2,10,2012,3774.4085882330864
AUS,Gas,2,11,1900,1437.5
