location,rep_period,time_step,scenario,loss_of_load
NOR,8,7,1900,694.324318854101
NOR,8,8,1900,2114.0349280453993
NOR,8,9,1900,2303.609034625203
NOR,8,10,1900,2588.2732103263006
BLT,8,11,1900,63.85649865039068
NOR,8,11,1900,2957.928500580202
POL,8,11,1900,8.999176682591042
NOR,8,12,1900,3543.0260425982015
NOR,8,13,1900,3137.5082717037994
NOR,8,14,1900,1828.7326536229011
POL,1,19,1900,2946.5459768216024
SPA,1,19,1900,2089.793162851916
NOR,3,1,1982,5922.316379223649
NOR,9,1,1982,5538.362823007664
NOR,3,2,1982,7133.800948170919
NOR,9,2,1982,1981.734925186237
NED,3,3,1982,34.15655634331233
NOR,3,3,1982,7689.7364408246485
NED,3,4,1982,770.0256216228245
NOR,3,4,1982,8331.193022282087
NED,3,5,1982,1556.5765373649147
NOR,3,5,1982,8465.012907380145
NED,3,6,1982,1157.9391409782966
NOR,3,6,1982,8137.442677984893
NED,3,7,1982,1231.7652972730402
NOR,3,7,1982,7289.3798305091295
NED,3,8,1982,612.376579132922
NOR,3,8,1982,5279.513801989051
NED,3,9,1982,741.6841679044376
NOR,3,9,1982,3952.442987490187
NOR,3,10,1982,3045.81399897797
NOR,3,11,1982,1590.1634159390542
NOR,9,13,1982,450.9230400128181
NED,3,14,1982,353.66904972594307
NOR,3,14,1982,2570.5384261382405
NOR,9,14,1982,259.5334043789171
NED,3,15,1982,2307.252002532753
NOR,3,15,1982,5688.631332428897
NED,3,16,1982,4974.067542978601
NOR,3,16,1982,8129.29401233968
NED,3,17,1982,6392.871187049507
NOR,3,17,1982,6815.954379026134
NED,3,18,1982,6750.703673733916
NOR,3,18,1982,5202.041456775456
NED,3,19,1982,6925.025216090032
NOR,3,19,1982,5021.472671012492
NED,3,20,1982,5551.949609276166
NOR,3,20,1982,7133.362062033164
NED,3,21,1982,4739.070849263638
NOR,3,21,1982,5404.1452987939265
NED,3,22,1982,2115.705653097454
NOR,3,22,1982,5655.20471991531
NOR,3,23,1982,4021.8559188624004
NOR,8,23,1982,1549.614078706667
NOR,3,24,1982,5269.02686720549
NOR,8,24,1982,3552.955310572913
NED,1,1,1987,3104.1037487574154
NED,8,1,1987,3319.284633616821
NED,1,2,1987,3301.593247755566
NED,8,2,1987,2533.400253751794
NED,1,3,1987,3331.2118090723607
NED,8,3,1987,3286.6974080116797
NED,1,4,1987,3305.190359231239
NED,8,4,1987,3706.20074874508
NOR,8,4,1987,855.5678481868845
NED,1,5,1987,3031.3067871291273
NED,8,5,1987,2892.8246908380543
NOR,8,5,1987,3207.9439728652324
NED,1,6,1987,2421.4421200608535
NED,8,6,1987,1568.0538669081625
NOR,8,6,1987,5845.166135893614
NED,1,7,1987,2813.1855824161466
NED,8,7,1987,1745.81481012722
NOR,8,7,1987,8816.401569275875
NED,1,8,1987,3113.4350149922975
NED,8,8,1987,2411.022718535257
NOR,8,8,1987,8867.264485564807
NED,1,9,1987,3115.2515068769603
NED,8,9,1987,4252.139759679563
NOR,8,9,1987,7178.024326206969
NED,1,10,1987,1788.878440676259
NED,8,10,1987,6204.556853932045
NOR,8,10,1987,5590.393066934987
SPA,8,10,1987,1933.8210069777958
SWI,8,10,1987,1137.5707863851558
NED,1,11,1987,373.5957821622144
NED,8,11,1987,4941.841065929397
NOR,8,11,1987,4127.114473266603
SPA,8,11,1987,291.5122397296391
NED,8,12,1987,5694.539442814179
NOR,8,12,1987,2247.2836263050012
NED,8,13,1987,6552.3228988064875
NED,8,14,1987,5764.1995263731915
NED,1,15,1987,343.02339026024265
NED,8,15,1987,5462.975200498714
NED,1,16,1987,2393.0372022238284
NED,8,16,1987,5852.764225002673
NED,1,17,1987,4540.15402209013
NED,8,17,1987,5871.8008325826595
NED,1,18,1987,5617.587932818877
NOR,6,18,1987,868.8868932548121
NED,8,18,1987,6082.171397410106
NED,1,19,1987,6333.94033357157
NOR,6,19,1987,180.09298172310264
NED,8,19,1987,5584.051642018684
NED,1,20,1987,6739.158549222711
NED,8,20,1987,4418.839364012805
NED,1,21,1987,6168.827648972901
NOR,6,21,1987,292.47586081446934
NED,8,21,1987,1259.6506393053933
NED,1,22,1987,5208.849053663078
NED,1,23,1987,4104.998070855392
NED,1,24,1987,3510.668406278531
NED,2,1,1992,1647.5385998045663
NED,3,1,1992,143.47106901299367
NED,9,1,1992,7171.44571750167
NED,2,2,1992,1995.8098610220873
NED,3,2,1992,565.9032445354146
NED,9,2,1992,6416.410970470631
NED,2,3,1992,1632.1265671348528
NED,3,3,1992,1264.2297837337953
NED,9,3,1992,5785.2994381678445
NED,2,4,1992,1205.5034735285117
NED,3,4,1992,1901.030550871282
NED,9,4,1992,5900.685977588491
NED,2,5,1992,473.9236194362493
NED,3,5,1992,2612.588538568171
NED,9,5,1992,5753.801048026374
NED,3,6,1992,1743.7105552509856
NED,9,6,1992,4047.6433477777405
NED,3,7,1992,2682.6054029847182
NED,9,7,1992,3546.0497716899563
NED,3,8,1992,3060.691879267949
NED,9,8,1992,2308.5252529964905
NED,2,9,1992,274.7126220450677
NED,3,9,1992,3438.332050676425
NED,9,9,1992,945.11987506645
NED,2,10,1992,297.76235676537567
NED,2,11,1992,148.98462640296157
NED,2,12,1992,414.77771157602
NED,2,13,1992,1097.4049807995125
NED,2,16,1992,182.5071582968344
NED,3,16,1992,451.6895837136476
NED,2,17,1992,850.7034380548475
NED,3,17,1992,3636.459531785979
NED,2,18,1992,493.090881933912
NED,3,18,1992,4511.5823317463855
UKI,3,18,1992,63.33467636379464
NED,3,19,1992,5511.361918115402
NED,3,20,1992,7089.005050005313
NOR,8,20,1992,2570.301133088875
NED,2,21,1992,270.5818014339784
NED,3,21,1992,7311.7770572046775
NOR,8,21,1992,2427.3112276763277
NED,2,22,1992,966.018941783801
NED,3,22,1992,7521.736445428477
NOR,8,22,1992,220.7288411853342
NED,2,23,1992,1890.1886421221184
NED,3,23,1992,7576.527742591275
NED,2,24,1992,2356.129834914991
NED,3,24,1992,7435.34254629557
NED,9,7,1995,1013.225720886921
NED,9,8,1995,3047.99898499987
NED,9,9,1995,5031.718339175247
NED,9,10,1995,5881.476340936429
NED,9,11,1995,5321.193932013068
NED,9,12,1995,5565.071766586743
NED,9,13,1995,6959.838426359598
NED,9,14,1995,6513.270463180824
NED,9,15,1995,6360.567318091458
NED,9,16,1995,7154.000310217358
NED,9,17,1995,7330.747582012326
NED,9,18,1995,6057.0928194902845
NED,9,19,1995,1283.0733259936933
NOR,9,21,1995,1136.6141548688393
NOR,9,22,1995,2864.8762566178757
NOR,9,23,1995,4337.4238100067805
NOR,9,24,1995,4153.227455575778
NED,5,1,1997,2604.7588096034788
NED,5,2,1997,2006.9287713415445
NED,5,3,1997,1254.4312756912745
NED,5,4,1997,616.3419846176962
NED,5,5,1997,515.6534823118554
NED,5,6,1997,181.43665772154532
NED,5,7,1997,821.3710157351711
NED,5,8,1997,1072.2367585338056
NED,9,8,1997,2187.681853759913
NOR,9,8,1997,771.6439843079206
NED,5,9,1997,823.3394358578885
NED,9,9,1997,2504.6484619737325
NED,9,10,1997,3214.576915323484
NED,9,11,1997,3321.726213807511
NED,9,12,1997,4030.383365993262
NED,9,13,1997,5262.7708528469775
NED,9,14,1997,4919.578810938379
NED,5,15,1997,0.3621340565223363
NED,9,15,1997,4680.800346462102
NED,5,16,1997,1172.9156630188336
NED,9,16,1997,6320.667554511815
NED,3,17,1997,1245.7929799002427
NED,5,17,1997,1694.7265219170363
NED,9,17,1997,8005.0520858153395
NED,3,18,1997,2828.165961075567
NED,9,18,1997,8251.02194726822
NED,2,19,1997,483.46288131915753
NED,3,19,1997,2997.478886957817
NED,9,19,1997,8000.7819824472
NED,2,20,1997,1180.34615514688
NED,3,20,1997,2624.7081870583397
NED,9,20,1997,8038.924237324693
NED,2,21,1997,539.725651034566
NED,3,21,1997,1433.2367354069575
NED,9,21,1997,7315.6281673218045
NED,3,22,1997,91.18328954220033
NED,9,22,1997,6709.971677194038
NED,9,23,1997,6690.650942492491
NED,9,24,1997,5661.457848628722
NOR,3,13,2002,879.7565564819361
NOR,3,14,2002,1017.8824553023915
NOR,9,16,2002,3294.994024569117
NOR,9,17,2002,8684.867733869069
NOR,9,18,2002,9256.185773312036
NOR,9,19,2002,8833.151885247578
NOR,9,20,2002,5922.8859052881
NOR,8,18,2008,6372.272544281849
NOR,8,19,2008,9117.179570935103
NOR,8,20,2008,11048.205499073709
NOR,8,21,2008,8744.171538334682
NOR,8,22,2008,2272.9361938740985
NOR,9,1,2009,3951.6520529779614
NOR,9,2,2009,3622.5823649240147
NOR,9,3,2009,3391.810650670126
NOR,9,4,2009,2018.475274022721
NOR,9,6,2009,2452.507059188247
NOR,9,7,2009,4110.455617816414
NOR,9,8,2009,4566.510168794532
NOR,9,9,2009,2039.798163677152
NED,5,17,2009,1866.723666601894
NED,5,18,2009,998.6789286771054
NOR,10,1,2012,511.55331871689486
NOR,10,2,2012,1025.8689838446335
NOR,10,3,2012,1093.2545232644597
NOR,8,6,2012,747.9765000513135
NOR,8,7,2012,4289.582762631859
NOR,8,8,2012,2300.2874799637157
