method,clustering,seed,num_periods,cost,time,distance,data,loss,loss_ct,type,extreme
cross_scenario,k_means,2843080965,29,5.67157e7,5.9142756,SqEuclidean,closemixed,142985.261529,116,outsample,none
cross_scenario,k_means,3434031776,29,6.80208e7,5.5679136,SqEuclidean,closemixed,444928.837742,341,outsample,none
cross_scenario,k_means,950202798,29,6.10165e7,6.0171509,SqEuclidean,closemixed,259120.898241,194,outsample,none
cross_scenario,k_means,1042382051,3,1.1925e9,4.8678608,SqEuclidean,closemixed,2.9274942869723e7,6917,outsample,none
cross_scenario,k_means,1617230705,3,9.33271e7,5.3053296,SqEuclidean,closemixed,1.106952116167e6,647,outsample,none
cross_scenario,k_means,1690918982,3,9.33271e7,5.6278068,SqEuclidean,closemixed,1.106952116167e6,647,outsample,none
cross_scenario,k_means,2011904635,3,9.48765e7,5.4957671,SqEuclidean,closemixed,1.146641181748e6,734,outsample,none
cross_scenario,k_means,208019063,3,9.33271e7,5.9261852,SqEuclidean,closemixed,1.106952116167e6,647,outsample,none
cross_scenario,k_means,2175589206,3,9.48126e7,5.6056088,SqEuclidean,closemixed,1.145017669033e6,748,outsample,none
cross_scenario,k_means,2331872192,3,1.19747e9,5.2674461,SqEuclidean,closemixed,2.9401170905475e7,6697,outsample,none
cross_scenario,k_means,2859914000,3,9.47512e7,5.2406438,SqEuclidean,closemixed,1.143447121461e6,750,outsample,none
cross_scenario,k_means,3409952330,3,9.47512e7,5.4098024,SqEuclidean,closemixed,1.143447121461e6,750,outsample,none
cross_scenario,k_means,488813374,3,1.2064e9,4.9256695,SqEuclidean,closemixed,2.9629309034225e7,6782,outsample,none
cross_scenario,k_means,1349996306,31,5.5011e7,5.3204786,SqEuclidean,closemixed,90421.505248,66,outsample,none
cross_scenario,k_means,1462714024,31,6.27161e7,6.1285594,SqEuclidean,closemixed,293928.885128,234,outsample,none
cross_scenario,k_means,1579127763,31,6.08188e7,5.674543,SqEuclidean,closemixed,247765.078792,170,outsample,none
cross_scenario,k_means,1648351254,31,6.0375e7,5.7103047,SqEuclidean,closemixed,242716.328816,221,outsample,none
cross_scenario,k_means,2030289235,31,5.93161e7,5.53709,SqEuclidean,closemixed,209820.846118,184,outsample,none
cross_scenario,k_means,2462588561,31,5.88704e7,5.6530101,SqEuclidean,closemixed,191489.21837,201,outsample,none
cross_scenario,k_means,2929172095,31,6.2903e7,5.7691078,SqEuclidean,closemixed,300793.160195,260,outsample,none
cross_scenario,k_means,2944528308,31,5.56792e7,5.7203378,SqEuclidean,closemixed,108572.82927,101,outsample,none
cross_scenario,k_means,295145311,31,7.67964e7,5.255972,SqEuclidean,closemixed,665682.524622,483,outsample,none
cross_scenario,k_means,3899371692,31,6.37418e7,5.9176589,SqEuclidean,closemixed,327858.149617,265,outsample,none
cross_scenario,k_means,1038419084,33,5.93421e7,5.5276164,SqEuclidean,closemixed,211676.49879,176,outsample,none
cross_scenario,k_means,1109759726,33,5.51127e7,5.3756895,SqEuclidean,closemixed,92726.156663,67,outsample,none
cross_scenario,k_means,1963882461,33,7.15487e7,5.8618908,SqEuclidean,closemixed,514445.869066,387,outsample,none
cross_scenario,k_means,1989163906,33,5.70426e7,6.7887399,SqEuclidean,closemixed,149745.416703,115,outsample,none
cross_scenario,k_means,2479233904,33,5.78457e7,6.3675938,SqEuclidean,closemixed,173291.125482,144,outsample,none
cross_scenario,k_means,2497612078,33,5.55479e7,5.8168305,SqEuclidean,closemixed,106142.84675,79,outsample,none
cross_scenario,k_means,3214090957,33,6.00492e7,5.7653422,SqEuclidean,closemixed,235576.405733,188,outsample,none
cross_scenario,k_means,3465092140,33,5.78061e7,5.4089742,SqEuclidean,closemixed,170090.958645,137,outsample,none
cross_scenario,k_means,4061834237,33,6.51952e7,5.4846242,SqEuclidean,closemixed,362232.294148,292,outsample,none
cross_scenario,k_means,52313467,33,6.2231e7,5.9456321,SqEuclidean,closemixed,296496.125655,232,outsample,none
cross_scenario,k_means,1208640119,35,6.01467e7,5.5091753,SqEuclidean,closemixed,239706.608174,185,outsample,none
cross_scenario,k_means,1428058240,35,5.95892e7,5.521108,SqEuclidean,closemixed,221753.468602,173,outsample,none
cross_scenario,k_means,15941194,35,5.72406e7,5.6517433,SqEuclidean,closemixed,151251.078993,128,outsample,none
cross_scenario,k_means,2213813141,35,6.186e7,5.6606123,SqEuclidean,closemixed,271140.769274,255,outsample,none
cross_scenario,k_means,2291375163,35,5.8093e7,5.1824484,SqEuclidean,closemixed,179802.953035,143,outsample,none
cross_scenario,k_means,236500538,35,5.6788e7,5.8133586,SqEuclidean,closemixed,139771.616907,81,outsample,none
cross_scenario,k_means,252145784,35,5.78596e7,5.664704,SqEuclidean,closemixed,174494.876121,134,outsample,none
cross_scenario,k_means,2544196106,35,6.37166e7,5.660603,SqEuclidean,closemixed,318505.295443,240,outsample,none
cross_scenario,k_means,2745802022,35,5.94606e7,5.4291044,SqEuclidean,closemixed,213478.778382,202,outsample,none
cross_scenario,k_means,3596893902,35,5.71012e7,5.4269591,SqEuclidean,closemixed,153797.346462,112,outsample,none
cross_scenario,k_means,1380354363,37,5.70397e7,6.0370531,SqEuclidean,closemixed,155020.584884,120,outsample,none
cross_scenario,k_means,3048518942,37,6.63237e7,5.4072204,SqEuclidean,closemixed,394936.646118,290,outsample,none
cross_scenario,k_means,3182806193,37,6.05633e7,5.4237541,SqEuclidean,closemixed,242303.170174,228,outsample,none
cross_scenario,k_means,3244629827,37,5.8746e7,4.8179274,SqEuclidean,closemixed,200031.108362,142,outsample,none
cross_scenario,k_means,3452769998,37,5.91254e7,5.663698,SqEuclidean,closemixed,210022.144304,153,outsample,none
cross_scenario,k_means,4262333788,37,5.85037e7,5.529494,SqEuclidean,closemixed,184999.728316,187,outsample,none
cross_scenario,k_means,45994245,37,5.57666e7,5.2897485,SqEuclidean,closemixed,107164.992835,73,outsample,none
cross_scenario,k_means,67569244,37,6.39109e7,5.5292814,SqEuclidean,closemixed,341515.308233,251,outsample,none
cross_scenario,k_means,814300562,37,5.68919e7,5.6733007,SqEuclidean,closemixed,143635.245132,119,outsample,none
cross_scenario,k_means,870981686,37,5.52538e7,5.2103012,SqEuclidean,closemixed,96830.484366,66,outsample,none
cross_scenario,k_means,1129760376,39,5.9999e7,5.45425,SqEuclidean,closemixed,231886.712951,194,outsample,none
cross_scenario,k_means,148104383,39,6.23328e7,4.9920216,SqEuclidean,closemixed,285992.96464,238,outsample,none
cross_scenario,k_means,1655289285,39,5.73693e7,5.5308516,SqEuclidean,closemixed,160865.376018,137,outsample,none
cross_scenario,k_means,1845695973,39,5.52953e7,5.6670696,SqEuclidean,closemixed,90515.808597,62,outsample,none
cross_scenario,k_means,2121257682,39,6.38152e7,5.5003009,SqEuclidean,closemixed,330944.122068,266,outsample,none
cross_scenario,k_means,2943233938,39,5.97538e7,5.2324321,SqEuclidean,closemixed,216955.922261,207,outsample,none
cross_scenario,k_means,3030918353,39,5.83912e7,5.1377854,SqEuclidean,closemixed,184549.727034,170,outsample,none
cross_scenario,k_means,3096268031,39,5.91652e7,5.2938066,SqEuclidean,closemixed,208096.568236,153,outsample,none
cross_scenario,k_means,3338611973,39,6.37004e7,5.6695742,SqEuclidean,closemixed,320663.063161,267,outsample,none
cross_scenario,k_means,662283236,39,7.25069e7,4.9218435,SqEuclidean,closemixed,548665.139441,364,outsample,none
cross_scenario,k_means,1005104349,41,6.1753e7,5.6803354,SqEuclidean,closemixed,270423.219072,223,outsample,none
cross_scenario,k_means,1534696584,41,5.64885e7,4.7060398,SqEuclidean,closemixed,134027.059773,124,outsample,none
cross_scenario,k_means,225016911,41,5.53458e7,5.4380239,SqEuclidean,closemixed,89477.873756,77,outsample,none
cross_scenario,k_means,2317592996,41,5.67288e7,5.2913208,SqEuclidean,closemixed,134287.164471,107,outsample,none
cross_scenario,k_means,2716090479,41,5.65369e7,5.6419942,SqEuclidean,closemixed,135630.146508,105,outsample,none
cross_scenario,k_means,3258958499,41,5.68577e7,5.5174354,SqEuclidean,closemixed,136702.126908,143,outsample,none
cross_scenario,k_means,329433595,41,5.71932e7,5.8225768,SqEuclidean,closemixed,149467.229071,119,outsample,none
cross_scenario,k_means,3444774395,41,5.84238e7,5.072787,SqEuclidean,closemixed,185746.167955,190,outsample,none
cross_scenario,k_means,438234340,41,5.89477e7,5.477828,SqEuclidean,closemixed,205688.273161,139,outsample,none
cross_scenario,k_means,953901905,41,5.65048e7,5.7636188,SqEuclidean,closemixed,131179.570815,124,outsample,none
cross_scenario,k_means,1660595499,5,9.41348e7,5.6214354,SqEuclidean,closemixed,1.127557636991e6,660,outsample,none
cross_scenario,k_means,1714105051,5,9.55517e7,5.1317452,SqEuclidean,closemixed,1.163731260024e6,740,outsample,none
cross_scenario,k_means,2169593505,5,6.78544e7,5.7854596,SqEuclidean,closemixed,445559.058204,295,outsample,none
cross_scenario,k_means,2538991366,5,8.19265e7,5.3751607,SqEuclidean,closemixed,812492.796425,543,outsample,none
cross_scenario,k_means,2909674750,5,9.1306e7,5.5343309,SqEuclidean,closemixed,1.050117240052e6,640,outsample,none
cross_scenario,k_means,3018546641,5,8.50681e7,5.1205194,SqEuclidean,closemixed,891700.462024,627,outsample,none
cross_scenario,k_means,3634057553,5,9.46221e7,5.7014419,SqEuclidean,closemixed,1.139978569958e6,684,outsample,none
cross_scenario,k_means,4139823947,5,9.24899e7,5.5353807,SqEuclidean,closemixed,1.083825679735e6,704,outsample,none
cross_scenario,k_means,4197766176,5,9.39582e7,5.7067402,SqEuclidean,closemixed,1.122834576842e6,665,outsample,none
cross_scenario,k_means,5947179,5,9.26656e7,5.0706561,SqEuclidean,closemixed,1.087681292347e6,626,outsample,none
cross_scenario,k_means,1006581332,7,8.28292e7,5.6312831,SqEuclidean,closemixed,836036.117821,521,outsample,none
cross_scenario,k_means,1176932870,7,8.12068e7,5.7580134,SqEuclidean,closemixed,793266.79599,521,outsample,none
cross_scenario,k_means,1821427372,7,8.69153e7,5.4701275,SqEuclidean,closemixed,940653.410508,634,outsample,none
cross_scenario,k_means,2689963385,7,9.09208e7,5.609957,SqEuclidean,closemixed,1.041089556675e6,611,outsample,none
cross_scenario,k_means,2751971336,7,8.26068e7,5.8361458,SqEuclidean,closemixed,825939.645971,575,outsample,none
cross_scenario,k_means,3385142830,7,7.85423e7,6.2627426,SqEuclidean,closemixed,725951.073464,539,outsample,none
cross_scenario,k_means,3409620994,7,9.59597e7,5.2450138,SqEuclidean,closemixed,1.173994850687e6,766,outsample,none
cross_scenario,k_means,447101461,7,9.57155e7,5.9237377,SqEuclidean,closemixed,1.166843078177e6,764,outsample,none
cross_scenario,k_means,468006976,7,7.51882e7,5.3920629,SqEuclidean,closemixed,637250.310556,402,outsample,none
cross_scenario,k_means,880982686,7,7.76845e7,5.6700496,SqEuclidean,closemixed,696955.701835,453,outsample,none
cross_scenario,k_means,1130292821,9,6.45758e7,5.6676986,SqEuclidean,closemixed,352530.928533,269,outsample,none
cross_scenario,k_means,1392296365,9,8.75407e7,5.1560045,SqEuclidean,closemixed,949261.999162,643,outsample,none
cross_scenario,k_means,2814468992,9,9.1294e7,5.5890274,SqEuclidean,closemixed,1.051781735775e6,633,outsample,none
cross_scenario,k_means,3044209910,9,6.97704e7,5.6854037,SqEuclidean,closemixed,494485.803711,326,outsample,none
cross_scenario,k_means,3261319673,9,7.13213e7,5.8073587,SqEuclidean,closemixed,536848.071966,366,outsample,none
cross_scenario,k_means,3543870990,9,8.55006e7,5.5868697,SqEuclidean,closemixed,904661.446045,560,outsample,none
cross_scenario,k_means,3602499071,9,7.42717e7,5.4700537,SqEuclidean,closemixed,604723.30422,425,outsample,none
cross_scenario,k_means,3926221275,9,9.19693e7,5.7764815,SqEuclidean,closemixed,1.063186853484e6,672,outsample,none
cross_scenario,k_means,42413356,9,6.68344e7,5.8191833,SqEuclidean,closemixed,418784.528377,278,outsample,none
cross_scenario,k_means,697383862,9,8.98399e7,5.6502376,SqEuclidean,closemixed,1.01542850942e6,646,outsample,none
stochastic,stochastic,0,0,5.33112e7,82.0200926,N/A,closemixed,26339.537753,15,outsample,none
cross_scenario,conical_hull,0,11,6.7219e7,6.2796252,SqEuclidean,closemixed,412150.572957,279,outsample,none
cross_scenario,conical_hull,0,13,6.6925e7,6.1842446,SqEuclidean,closemixed,404281.632157,275,outsample,none
cross_scenario,conical_hull,0,15,6.75771e7,6.6554541,SqEuclidean,closemixed,421044.415958,287,outsample,none
cross_scenario,conical_hull,0,17,6.67711e7,6.8951149,SqEuclidean,closemixed,402582.628747,266,outsample,none
cross_scenario,conical_hull,0,19,6.47376e7,6.4194181,SqEuclidean,closemixed,352821.459867,216,outsample,none
cross_scenario,conical_hull,0,21,5.80516e7,6.4758407,SqEuclidean,closemixed,168846.454066,114,outsample,none
cross_scenario,conical_hull,0,23,5.80416e7,6.7823511,SqEuclidean,closemixed,168930.869584,114,outsample,none
cross_scenario,conical_hull,0,25,5.80385e7,1171.9671698,SqEuclidean,closemixed,168852.522849,113,outsample,none
cross_scenario,conical_hull,0,27,5.77188e7,13.4777919,SqEuclidean,closemixed,160411.430475,103,outsample,none
cross_scenario,conical_hull,0,29,5.74591e7,6.3991658,SqEuclidean,closemixed,153741.77953,95,outsample,none
cross_scenario,conical_hull,0,3,9.78732e7,6.5243195,SqEuclidean,closemixed,1.195035101215e6,512,outsample,none
cross_scenario,conical_hull,0,31,5.74828e7,6.7089249,SqEuclidean,closemixed,154335.321086,98,outsample,none
cross_scenario,conical_hull,0,33,5.75189e7,6.3756759,SqEuclidean,closemixed,155461.414442,101,outsample,none
cross_scenario,conical_hull,0,35,5.70925e7,6.1912935,SqEuclidean,closemixed,143175.798023,96,outsample,none
cross_scenario,conical_hull,0,37,5.502e7,6.3884618,SqEuclidean,closemixed,82385.325789,61,outsample,none
cross_scenario,conical_hull,0,39,5.48451e7,6.3425148,SqEuclidean,closemixed,77416.465749,55,outsample,none
cross_scenario,conical_hull,0,41,5.53659e7,6.3161949,SqEuclidean,closemixed,93285.800064,58,outsample,none
cross_scenario,conical_hull,0,5,9.74663e7,6.7392741,SqEuclidean,closemixed,1.184575826764e6,431,outsample,none
cross_scenario,conical_hull,0,7,9.99202e7,6.8093325,SqEuclidean,closemixed,1.247246507203e6,527,outsample,none
cross_scenario,conical_hull,0,9,9.90137e7,6.7876671,SqEuclidean,closemixed,1.223949550843e6,450,outsample,none
cross_scenario,convex_hull,0,11,5.75458e7,3.8672143,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,13,5.75219e7,5.0287834,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,15,5.72004e7,6.3313504,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,17,5.71942e7,7.2941846,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,19,5.71563e7,8.3665926,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,21,5.71459e7,9.5370522,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,23,5.71594e7,11.5482107,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,25,5.70877e7,12.8811107,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,27,5.70721e7,14.1028808,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,29,5.70514e7,14.7176219,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,3,6.08718e7,0.5788773,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,31,5.69457e7,16.1426984,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,33,5.68998e7,19.6306957,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,35,5.69022e7,18.014349,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,37,5.69049e7,23.5130106,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,39,5.64906e7,25.8390289,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,41,5.61562e7,27.4196451,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,5,5.87036e7,1.3133622,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,7,5.81208e7,2.1468231,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,9,5.76544e7,3.2540519,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,11,5.76129e7,3.7603737,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,13,5.75495e7,5.187189,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,15,5.72436e7,6.1795253,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,17,5.72219e7,7.2414993,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,19,5.72066e7,8.3938546,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,21,5.71842e7,10.1430625,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,23,5.71825e7,12.6293443,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,25,5.7083e7,14.9040573,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,27,5.70706e7,16.473378,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,29,5.70896e7,17.8038354,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,3,6.08233e7,0.6615794,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,31,5.69514e7,19.3547781,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,33,5.69553e7,19.4985208,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,35,5.7163e7,17.377348,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,37,5.71632e7,17.9119954,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,39,5.68128e7,20.8244471,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,41,5.64156e7,20.6085359,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,5,5.87994e7,1.3245348,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,7,5.79963e7,2.1408275,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,convex_hull,0,9,5.76893e7,2.5761636,SqEuclidean,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1355586937,11,5.76019e7,4.2117094,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1768760743,11,5.75798e7,4.2900658,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2652796558,11,5.75866e7,4.0685848,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3000698040,11,5.75892e7,4.3052115,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3160233726,11,5.75833e7,3.9137443,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3479820580,11,5.75823e7,4.6031261,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3649546841,11,5.75916e7,4.3324822,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,4031091536,11,5.75972e7,4.2593203,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,675182737,11,5.7583e7,4.2424287,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,722170199,11,5.75904e7,5.0118369,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1020330993,13,5.75588e7,5.4680141,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1241334511,13,5.75302e7,5.1201945,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1561739573,13,5.75342e7,5.1937615,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2082789969,13,5.75292e7,5.4146048,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2422820678,13,5.75455e7,5.2312688,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,373102896,13,5.75424e7,5.3091087,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3777256655,13,5.75477e7,5.348109,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,4101453586,13,5.75757e7,5.1921885,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,419645993,13,5.7536e7,5.9532079,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,772616242,13,5.75397e7,5.9517718,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1536731824,15,5.72361e7,6.1261589,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1944031661,15,5.72374e7,5.7460732,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,195370354,15,5.72351e7,6.3035756,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2392820273,15,5.72361e7,6.2065411,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2931326369,15,5.72376e7,6.0616909,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3012361418,15,5.7245e7,6.0205452,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3763622817,15,5.72274e7,6.5342406,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3796973136,15,5.7238e7,6.1580284,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3815196410,15,5.72419e7,6.2705786,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,604489562,15,5.72423e7,6.4386713,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1587347134,17,5.72262e7,7.09459,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,186564236,17,5.72299e7,6.881299,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2166881926,17,5.72311e7,7.5314978,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2186186592,17,5.72253e7,6.9933372,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2238747886,17,5.72339e7,7.1414171,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,224585247,17,5.7208e7,7.4380174,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2339120676,17,5.72275e7,7.7776346,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3093014142,17,5.72173e7,8.8707502,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3258302586,17,5.72206e7,7.7897922,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3629043986,17,5.72286e7,7.0292736,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1088367163,19,5.72227e7,8.8754057,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1245540782,19,5.72241e7,8.9504188,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2410109332,19,5.72162e7,8.0260403,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2455416769,19,5.72075e7,9.0083076,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2591120440,19,5.7192e7,9.4325119,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2650271871,19,5.72155e7,9.0224293,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2789252227,19,5.71984e7,8.4262876,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3130995382,19,5.72112e7,8.3677204,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3357853995,19,5.72085e7,8.4838174,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,824849990,19,5.7198e7,8.2337274,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1244389436,21,5.71896e7,9.7293629,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1393653782,21,5.72031e7,9.1624724,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1761682951,21,5.71857e7,9.6670091,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,196162340,21,5.72163e7,10.6277165,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1984034111,21,5.71997e7,9.4566587,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2569047889,21,5.72131e7,10.0411717,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3286463093,21,5.72051e7,9.7893353,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,4196464565,21,5.72031e7,10.723202,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,744301781,21,5.72016e7,9.6306987,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,760014603,21,5.71931e7,9.5804061,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2193967569,23,5.71912e7,11.0941702,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2546464051,23,5.71673e7,10.9249174,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2938742229,23,5.71788e7,10.5783812,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,313447314,23,5.71913e7,10.827569,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3164855826,23,5.71776e7,11.2184135,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3173192974,23,5.71819e7,11.3827984,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3527549645,23,5.71789e7,10.631199,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3913193451,23,5.71799e7,11.5434228,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,714332685,23,5.71723e7,11.1014319,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,890890131,23,5.71903e7,11.4101674,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,1134130444,25,5.70653e7,13.0584591,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2658990538,25,5.70816e7,13.9211212,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2726541456,25,5.70463e7,12.3223005,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,2894918851,25,5.70492e7,12.5608708,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,3351175237,25,5.70595e7,12.4694513,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,343301208,25,5.70541e7,12.1102764,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,4135971217,25,5.70636e7,11.7556873,CosineDist,closemixed,0.0,0,insample,extreme1
cross_scenario,k_medoids,4145110716,25,5.70558e7,12.6844598,CosineDist,closemixed,0.0,0,insample,extreme1
