location,time_step,demand,scenario,period,timestep
ITA,7,12550.012916514368,1982,1,7
ITA,8,13618.407666560332,1982,1,8
ITA,9,14522.958085352484,1982,1,9
ITA,10,15548.987810550867,1982,1,10
ITA,11,16649.753951569048,1982,1,11
ITA,12,16066.596937814726,1982,1,12
ITA,13,15256.6055605077,1982,1,13
ITA,14,15240.062118910108,1982,1,14
ITA,15,15436.88056079455,1982,1,15
ITA,16,16154.621376411465,1982,1,16
ITA,17,17810.180136143506,1982,1,17
ITA,18,18142.798482667993,1982,1,18
ITA,19,18173.130492119217,1982,1,19
ITA,20,17507.940259579955,1982,1,20
ITA,21,17141.903511652,1982,1,21
ITA,22,15604.144702328267,1982,1,22
ITA,23,14333.314271110177,1982,1,23
ITA,24,13106.554696819076,1982,1,24
ITA,3577,18968.3910858301,1982,150,1
ITA,3578,17947.815692974746,1982,150,2
ITA,3579,17457.527096001137,1982,150,3
ITA,3580,17801.39269443182,1982,150,4
ITA,3581,19726.527146847708,1982,150,5
ITA,3582,23026.730118168438,1982,150,6
ITA,3583,26560.31340077969,1982,150,7
ITA,3584,27394.946195186825,1982,150,8
ITA,3585,27943.664475302314,1982,150,9
ITA,3586,28506.129055026402,1982,150,10
ITA,3587,27795.491177159933,1982,150,11
ITA,3588,28007.71407344227,1982,150,12
ITA,3589,29074.186360062955,1982,150,13
ITA,3590,29556.535825469913,1982,150,14
ITA,3591,29640.117825827932,1982,150,15
ITA,3592,28720.62708285991,1982,150,16
ITA,3593,27515.05588798855,1982,150,17
ITA,3594,26879.698706897252,1982,150,18
ITA,3595,25539.2811931813,1982,150,19
ITA,3596,25630.55494151293,1982,150,20
ITA,3597,24412.100066961753,1982,150,21
ITA,3598,22186.595341642675,1982,150,22
ITA,3599,20423.497164815122,1982,150,23
ITA,3600,19488.421591092792,1982,150,24
ITA,7177,15724.288679548945,1982,300,1
ITA,7178,14798.942543787625,1982,300,2
ITA,7179,14389.157619755042,1982,300,3
ITA,7180,14498.664930137233,1982,300,4
ITA,7181,15806.572726615304,1982,300,5
ITA,7182,17493.13457817516,1982,300,6
ITA,7183,18480.832504847862,1982,300,7
ITA,7184,19070.17785438681,1982,300,8
ITA,7185,18848.64556933117,1982,300,9
ITA,7186,18589.8273362016,1982,300,10
ITA,7187,17602.622222298207,1982,300,11
ITA,7188,17051.249755819543,1982,300,12
ITA,7189,16497.64093295183,1982,300,13
ITA,7190,16160.087589123495,1982,300,14
ITA,7191,16132.248863415518,1982,300,15
ITA,7192,16433.425583400465,1982,300,16
ITA,7193,18313.858123544847,1982,300,17
ITA,7194,19898.09878788612,1982,300,18
ITA,7195,18642.81473752213,1982,300,19
ITA,7196,17236.392043133328,1982,300,20
ITA,7197,16474.61114211443,1982,300,21
ITA,7198,15582.935650920144,1982,300,22
ITA,7199,14712.554404222034,1982,300,23
ITA,7200,13852.087775593578,1982,300,24
UKI,1,19205.263359224657,1982,1,1
UKI,2,17934.885416418358,1982,1,2
UKI,3,16207.947330032437,1982,1,3
UKI,4,14951.969991908489,1982,1,4
UKI,5,14275.368443892065,1982,1,5
UKI,6,14292.093138002003,1982,1,6
UKI,7,17552.91496659634,1982,1,7
UKI,8,23736.727551824355,1982,1,8
UKI,9,28305.05825032116,1982,1,9
UKI,10,31420.965989313136,1982,1,10
UKI,11,32387.0649450482,1982,1,11
UKI,12,33063.865957534275,1982,1,12
UKI,13,33642.95071691525,1982,1,13
UKI,14,33283.66856767307,1982,1,14
UKI,15,32335.21103954159,1982,1,15
UKI,16,32142.378543381586,1982,1,16
UKI,17,34776.87120869067,1982,1,17
UKI,18,37521.17261464374,1982,1,18
UKI,19,38024.68881931309,1982,1,19
UKI,20,36505.39549121653,1982,1,20
UKI,21,33435.214319147104,1982,1,21
UKI,22,29801.72645227874,1982,1,22
UKI,23,25727.439462267102,1982,1,23
UKI,24,21653.964579705716,1982,1,24
UKI,3577,13322.685720968437,1982,150,1
UKI,3578,12025.239322947013,1982,150,2
UKI,3579,11028.586333352496,1982,150,3
UKI,3580,10667.483052758786,1982,150,4
UKI,3581,10995.922675972863,1982,150,5
UKI,3582,15610.457461378459,1982,150,6
UKI,3583,21607.95492707156,1982,150,7
UKI,3584,25431.424664148475,1982,150,8
UKI,3585,27774.763474286632,1982,150,9
UKI,3586,28539.366381918506,1982,150,10
UKI,3587,28223.04677706259,1982,150,11
UKI,3588,28064.09413316276,1982,150,12
UKI,3589,27704.196939348498,1982,150,13
UKI,3590,27082.73856610061,1982,150,14
UKI,3591,26395.40411227037,1982,150,15
UKI,3592,26935.59570999623,1982,150,16
UKI,3593,27702.376308939987,1982,150,17
UKI,3594,28060.06176233932,1982,150,18
UKI,3595,28477.323429976263,1982,150,19
UKI,3596,27524.52884828042,1982,150,20
UKI,3597,26265.684564488172,1982,150,21
UKI,3598,23715.447372894632,1982,150,22
UKI,3599,18877.15233784982,1982,150,23
UKI,3600,15437.976936714327,1982,150,24
UKI,7177,15050.269849120348,1982,300,1
UKI,7178,14001.908687644476,1982,300,2
UKI,7179,12671.886971053566,1982,300,3
UKI,7180,11886.967701899286,1982,300,4
UKI,7181,12311.695457517237,1982,300,5
UKI,7182,14831.278314268307,1982,300,6
UKI,7183,17988.708487856107,1982,300,7
UKI,7184,20294.97057625473,1982,300,8
UKI,7185,23362.316106904153,1982,300,9
UKI,7186,25035.89803598947,1982,300,10
UKI,7187,25258.944024681638,1982,300,11
UKI,7188,25342.819026913916,1982,300,12
UKI,7189,24934.308547593584,1982,300,13
UKI,7190,24410.282889905662,1982,300,14
UKI,7191,24396.255780289874,1982,300,15
UKI,7192,25643.287620644256,1982,300,16
UKI,7193,27855.16911509014,1982,300,17
UKI,7194,30715.423035933876,1982,300,18
UKI,7195,29632.57424052364,1982,300,19
UKI,7196,26772.761442841078,1982,300,20
UKI,7197,23830.51048252318,1982,300,21
UKI,7198,20674.72899422357,1982,300,22
UKI,7199,17739.68868182193,1982,300,23
UKI,7200,15373.243302573012,1982,300,24
DEN,1,4078.969700977226,1982,1,1
DEN,2,3941.691555254708,1982,1,2
DEN,3,3865.2181306249645,1982,1,3
DEN,4,3829.0971670975864,1982,1,4
DEN,5,3852.4331926155887,1982,1,5
DEN,6,4416.906082517661,1982,1,6
DEN,7,5057.3171630751585,1982,1,7
DEN,8,5486.427785939139,1982,1,8
DEN,9,5534.9186814680415,1982,1,9
DEN,10,5494.461899407206,1982,1,10
DEN,11,5352.84365221999,1982,1,11
DEN,12,5234.3537988909475,1982,1,12
DEN,13,5160.5774009484,1982,1,13
DEN,14,5150.280449408672,1982,1,14
DEN,15,5186.049599547494,1982,1,15
DEN,16,5467.4322067955745,1982,1,16
DEN,17,5751.621560209257,1982,1,17
DEN,18,5749.09711551652,1982,1,18
DEN,19,5682.033045477831,1982,1,19
DEN,20,5522.586767314543,1982,1,20
DEN,21,5259.136022581089,1982,1,21
DEN,22,4894.194934648458,1982,1,22
DEN,23,4608.060537751256,1982,1,23
DEN,24,4295.476832364247,1982,1,24
DEN,3577,2306.0653591839828,1982,150,1
DEN,3578,2233.7676645140127,1982,150,2
DEN,3579,2174.276040602186,1982,150,3
DEN,3580,2249.624943358536,1982,150,4
DEN,3581,2597.55278279022,1982,150,5
DEN,3582,3298.9373523612558,1982,150,6
DEN,3583,3682.398771866996,1982,150,7
DEN,3584,3848.595092530971,1982,150,8
DEN,3585,3801.672849714112,1982,150,9
DEN,3586,3634.2398454990985,1982,150,10
DEN,3587,3507.057632926988,1982,150,11
DEN,3588,3429.8762053811165,1982,150,12
DEN,3589,3352.949904790523,1982,150,13
DEN,3590,3274.172916858044,1982,150,14
DEN,3591,3280.5379311285556,1982,150,15
DEN,3592,3379.2204929599984,1982,150,16
DEN,3593,3371.7528570429645,1982,150,17
DEN,3594,3325.3397164225885,1982,150,18
DEN,3595,3317.720314091849,1982,150,19
DEN,3596,3281.849681474511,1982,150,20
DEN,3597,3135.6388252637225,1982,150,21
DEN,3598,2816.337974195718,1982,150,22
DEN,3599,2581.688469926316,1982,150,23
DEN,3600,2365.672490841355,1982,150,24
DEN,7177,2705.991795563421,1982,300,1
DEN,7178,2614.643384940804,1982,300,2
DEN,7179,2548.1059517476733,1982,300,3
DEN,7180,2551.197224637504,1982,300,4
DEN,7181,2679.952231402467,1982,300,5
DEN,7182,3125.736129471292,1982,300,6
DEN,7183,3439.0674961102322,1982,300,7
DEN,7184,3782.4961079835925,1982,300,8
DEN,7185,3897.764092134766,1982,300,9
DEN,7186,3752.8130147995207,1982,300,10
DEN,7187,3525.1008491764374,1982,300,11
DEN,7188,3378.954170602199,1982,300,12
DEN,7189,3299.1910427331054,1982,300,13
DEN,7190,3284.3295401970286,1982,300,14
DEN,7191,3368.048623863083,1982,300,15
DEN,7192,3623.015670333061,1982,300,16
DEN,7193,3980.4392069000914,1982,300,17
DEN,7194,4007.869967587246,1982,300,18
DEN,7195,3904.1925690338717,1982,300,19
DEN,7196,3787.226202353828,1982,300,20
DEN,7197,3573.090784752029,1982,300,21
DEN,7198,3317.852072335426,1982,300,22
DEN,7199,3131.6762026052033,1982,300,23
DEN,7200,2883.907673342193,1982,300,24
NED,1,13128.091133224147,1982,1,1
NED,2,12970.103874318353,1982,1,2
NED,3,12738.366025879219,1982,1,3
NED,4,12558.340152794612,1982,1,4
NED,5,12483.891345429161,1982,1,5
NED,6,12383.952769763204,1982,1,6
NED,7,12627.057401614235,1982,1,7
NED,8,12932.867546180489,1982,1,8
NED,9,12992.535825975301,1982,1,9
NED,10,13126.473244167648,1982,1,10
NED,11,13317.267129684353,1982,1,11
NED,12,13543.99874201829,1982,1,12
NED,13,14046.883971913518,1982,1,13
NED,14,14191.452929236435,1982,1,14
NED,15,14447.691782435346,1982,1,15
NED,16,15133.370592439309,1982,1,16
NED,17,16054.343600681965,1982,1,17
NED,18,16074.53520491857,1982,1,18
NED,19,16119.28613425667,1982,1,19
NED,20,16217.371596357563,1982,1,20
NED,21,15786.141336073635,1982,1,21
NED,22,15170.616031663067,1982,1,22
NED,23,14552.415725615147,1982,1,23
NED,24,13916.414286999257,1982,1,24
NED,3577,13937.054011902968,1982,150,1
NED,3578,13941.305274729215,1982,150,2
NED,3579,13928.151965581794,1982,150,3
NED,3580,13989.846418878387,1982,150,4
NED,3581,14580.079682396525,1982,150,5
NED,3582,13976.931828532539,1982,150,6
NED,3583,13640.275021159652,1982,150,7
NED,3584,13093.21058281839,1982,150,8
NED,3585,13126.700369273729,1982,150,9
NED,3586,13111.373858212546,1982,150,10
NED,3587,12902.308359903009,1982,150,11
NED,3588,13450.776925673455,1982,150,12
NED,3589,14633.444307698732,1982,150,13
NED,3590,13663.166119345016,1982,150,14
NED,3591,13198.205754916826,1982,150,15
NED,3592,13549.270937543786,1982,150,16
NED,3593,13415.609822737304,1982,150,17
NED,3594,14600.695759661874,1982,150,18
NED,3595,15269.949898642326,1982,150,19
NED,3596,16257.90505686513,1982,150,20
NED,3597,16199.491393592121,1982,150,21
NED,3598,15728.505568119084,1982,150,22
NED,3599,15057.937922904615,1982,150,23
NED,3600,14581.372004473833,1982,150,24
NED,7177,12374.612968560916,1982,300,1
NED,7178,12294.11948888672,1982,300,2
NED,7179,12134.33575765337,1982,300,3
NED,7180,12065.456637787207,1982,300,4
NED,7181,12261.655799127468,1982,300,5
NED,7182,12399.771608840305,1982,300,6
NED,7183,12210.484506890143,1982,300,7
NED,7184,12329.538140235585,1982,300,8
NED,7185,12241.890098907372,1982,300,9
NED,7186,12046.122068831599,1982,300,10
NED,7187,11868.416344773099,1982,300,11
NED,7188,11944.329029324263,1982,300,12
NED,7189,12191.543803530034,1982,300,13
NED,7190,12297.224737538807,1982,300,14
NED,7191,12626.789881369998,1982,300,15
NED,7192,13319.119776695657,1982,300,16
NED,7193,14109.745157419995,1982,300,17
NED,7194,14835.6687290329,1982,300,18
NED,7195,14733.578767271025,1982,300,19
NED,7196,14700.196690502822,1982,300,20
NED,7197,14269.032405530052,1982,300,21
NED,7198,13815.058820879425,1982,300,22
NED,7199,13285.94024130965,1982,300,23
NED,7200,12769.981855196253,1982,300,24
AUS,1,4240.487220868174,1982,1,1
AUS,2,4237.125607246609,1982,1,2
AUS,3,4245.53707947929,1982,1,3
AUS,4,4241.77611676613,1982,1,4
AUS,5,4257.682516324625,1982,1,5
AUS,6,4546.800179476018,1982,1,6
AUS,7,4942.323115860836,1982,1,7
AUS,8,5148.363872196408,1982,1,8
AUS,9,5212.143801234809,1982,1,9
AUS,10,5208.306406987203,1982,1,10
AUS,11,5220.409393167275,1982,1,11
AUS,12,5215.742295203986,1982,1,12
AUS,13,5157.283219395152,1982,1,13
AUS,14,5091.083356714298,1982,1,14
AUS,15,5053.338475952192,1982,1,15
AUS,16,5042.418685448403,1982,1,16
AUS,17,5070.2893468762995,1982,1,17
AUS,18,5041.702721135175,1982,1,18
AUS,19,5042.812105531586,1982,1,19
AUS,20,4902.581376688121,1982,1,20
AUS,21,4731.2187596600015,1982,1,21
AUS,22,4726.027869671753,1982,1,22
AUS,23,4512.800245023193,1982,1,23
AUS,24,4340.325330700021,1982,1,24
AUS,3577,4138.652431157671,1982,150,1
AUS,3578,4093.792740333724,1982,150,2
AUS,3579,4147.131449117862,1982,150,3
AUS,3580,4233.561542326699,1982,150,4
AUS,3581,4831.9308070226925,1982,150,5
AUS,3582,5339.525277751052,1982,150,6
AUS,3583,5515.029549427182,1982,150,7
AUS,3584,5606.0606144476005,1982,150,8
AUS,3585,5658.857395191914,1982,150,9
AUS,3586,5707.66513590092,1982,150,10
AUS,3587,5740.810617550162,1982,150,11
AUS,3588,5675.982683281563,1982,150,12
AUS,3589,5634.707867133827,1982,150,13
AUS,3590,5624.960954843849,1982,150,14
AUS,3591,5582.654000948515,1982,150,15
AUS,3592,5480.981899597758,1982,150,16
AUS,3593,5403.63492679189,1982,150,17
AUS,3594,5175.634544085558,1982,150,18
AUS,3595,4931.978564619252,1982,150,19
AUS,3596,4662.924712975294,1982,150,20
AUS,3597,4528.2308780402245,1982,150,21
AUS,3598,4245.907403108887,1982,150,22
AUS,3599,4134.253353008219,1982,150,23
AUS,3600,4312.642695147908,1982,150,24
AUS,7177,4155.480504868409,1982,300,1
AUS,7178,4151.736972747336,1982,300,2
AUS,7179,4155.2789467039875,1982,300,3
AUS,7180,4155.918406736224,1982,300,4
AUS,7181,4343.632227661244,1982,300,5
AUS,7182,4704.70261620246,1982,300,6
AUS,7183,4905.4223211853105,1982,300,7
AUS,7184,4959.51977526699,1982,300,8
AUS,7185,5055.90916784839,1982,300,9
AUS,7186,5006.868635154428,1982,300,10
AUS,7187,4985.156252337188,1982,300,11
AUS,7188,4990.154941692807,1982,300,12
AUS,7189,4807.38431371122,1982,300,13
AUS,7190,4736.834950870551,1982,300,14
AUS,7191,4687.544470421794,1982,300,15
AUS,7192,4712.040194236327,1982,300,16
AUS,7193,4741.824349008562,1982,300,17
AUS,7194,4740.099921559547,1982,300,18
AUS,7195,4590.751692723509,1982,300,19
AUS,7196,4376.039266284574,1982,300,20
AUS,7197,4299.715487802732,1982,300,21
AUS,7198,4195.320396478007,1982,300,22
AUS,7199,4188.112528198449,1982,300,23
AUS,7200,3873.743572634703,1982,300,24
SWE,1,8894.567369594739,1982,1,1
SWE,2,8849.16883016212,1982,1,2
SWE,3,8764.531132167138,1982,1,3
SWE,4,8745.323611117581,1982,1,4
SWE,5,8826.62853629817,1982,1,5
SWE,6,9038.51078828098,1982,1,6
SWE,7,9301.249007814806,1982,1,7
SWE,8,9416.539097002671,1982,1,8
SWE,9,9540.722674073528,1982,1,9
SWE,10,9599.159694326445,1982,1,10
SWE,11,9611.19519947204,1982,1,11
SWE,12,9589.885811712102,1982,1,12
SWE,13,9562.594480922553,1982,1,13
SWE,14,9602.075871934112,1982,1,14
SWE,15,9651.391646883396,1982,1,15
SWE,16,9702.140963463487,1982,1,16
SWE,17,9606.253479883402,1982,1,17
SWE,18,9421.628661830684,1982,1,18
SWE,19,9275.16976819115,1982,1,19
SWE,20,9069.393445448992,1982,1,20
SWE,21,8912.76806266495,1982,1,21
SWE,22,8729.437076731983,1982,1,22
SWE,23,8698.084465077558,1982,1,23
SWE,24,8646.533729779114,1982,1,24
SWE,3577,6324.843573287911,1982,150,1
SWE,3578,6336.040679269914,1982,150,2
SWE,3579,6316.84465137795,1982,150,3
SWE,3580,6394.345100661862,1982,150,4
SWE,3581,6846.423567091166,1982,150,5
SWE,3582,7472.4793927546325,1982,150,6
SWE,3583,7764.61774025276,1982,150,7
SWE,3584,7783.921361306191,1982,150,8
SWE,3585,7769.445713860543,1982,150,9
SWE,3586,7663.313299164662,1982,150,10
SWE,3587,7525.536889628324,1982,150,11
SWE,3588,7400.334685189752,1982,150,12
SWE,3589,7318.42931378689,1982,150,13
SWE,3590,7282.81130305179,1982,150,14
SWE,3591,7253.945691861686,1982,150,15
SWE,3592,7327.424015806852,1982,150,16
SWE,3593,7310.297807774722,1982,150,17
SWE,3594,7282.721503297062,1982,150,18
SWE,3595,7226.07686927199,1982,150,19
SWE,3596,7047.728903677685,1982,150,20
SWE,3597,6792.110115978792,1982,150,21
SWE,3598,6502.31041575815,1982,150,22
SWE,3599,6371.819219769147,1982,150,23
SWE,3600,6251.229443238791,1982,150,24
SWE,7177,7110.366714293872,1982,300,1
SWE,7178,7059.465873293664,1982,300,2
SWE,7179,6986.024219826151,1982,300,3
SWE,7180,6967.985760250675,1982,300,4
SWE,7181,7041.04498138301,1982,300,5
SWE,7182,7261.895437910142,1982,300,6
SWE,7183,7583.802020085604,1982,300,7
SWE,7184,7726.443510956777,1982,300,8
SWE,7185,7858.847452244848,1982,300,9
SWE,7186,7912.3301452983,1982,300,10
SWE,7187,7937.037613967922,1982,300,11
SWE,7188,7922.91018620938,1982,300,12
SWE,7189,7919.626753056243,1982,300,13
SWE,7190,7995.176470728726,1982,300,14
SWE,7191,8114.072816154039,1982,300,15
SWE,7192,8248.53691137934,1982,300,16
SWE,7193,8249.736529234102,1982,300,17
SWE,7194,8115.762831028879,1982,300,18
SWE,7195,7990.2107738179775,1982,300,19
SWE,7196,7767.930685370568,1982,300,20
SWE,7197,7561.442116847362,1982,300,21
SWE,7198,7307.353482773469,1982,300,22
SWE,7199,7184.005838439573,1982,300,23
SWE,7200,7075.294840916751,1982,300,24
POL,1,9098.040966853543,1982,1,1
POL,2,8886.078387034315,1982,1,2
POL,3,8798.657573016959,1982,1,3
POL,4,9044.689178079068,1982,1,4
POL,5,8695.904132071215,1982,1,5
POL,6,10092.355746973099,1982,1,6
POL,7,10505.054267663481,1982,1,7
POL,8,10962.628851794761,1982,1,8
POL,9,11452.204507101707,1982,1,9
POL,10,11754.567567944152,1982,1,10
POL,11,11920.392080448593,1982,1,11
POL,12,11942.052958746648,1982,1,12
POL,13,11867.366802049091,1982,1,13
POL,14,11721.202755184842,1982,1,14
POL,15,11739.081907035454,1982,1,15
POL,16,12100.545300526352,1982,1,16
POL,17,11978.29760604172,1982,1,17
POL,18,11853.110783107999,1982,1,18
POL,19,11762.00289663437,1982,1,19
POL,20,11518.379828050927,1982,1,20
POL,21,10968.778102857666,1982,1,21
POL,22,10374.089381134658,1982,1,22
POL,23,9577.85062517493,1982,1,23
POL,24,10559.539821950737,1982,1,24
POL,3577,9968.005312855434,1982,150,1
POL,3578,9757.456605482805,1982,150,2
POL,3579,9722.431841386311,1982,150,3
POL,3580,9584.16298349998,1982,150,4
POL,3581,9862.70232425034,1982,150,5
POL,3582,11391.724079828555,1982,150,6
POL,3583,12464.224028004452,1982,150,7
POL,3584,12904.091266250587,1982,150,8
POL,3585,12932.209080015382,1982,150,9
POL,3586,13005.975515364848,1982,150,10
POL,3587,13105.160669026573,1982,150,11
POL,3588,13112.931419042547,1982,150,12
POL,3589,12902.14734073826,1982,150,13
POL,3590,12861.918733150063,1982,150,14
POL,3591,12915.270153423378,1982,150,15
POL,3592,12908.753458727266,1982,150,16
POL,3593,12901.963243709324,1982,150,17
POL,3594,12939.406867355776,1982,150,18
POL,3595,13077.964838764132,1982,150,19
POL,3596,12943.754872994656,1982,150,20
POL,3597,12609.184685323778,1982,150,21
POL,3598,11765.475008991323,1982,150,22
POL,3599,10877.25219907182,1982,150,23
POL,3600,9839.523878089372,1982,150,24
POL,7177,9580.052894480927,1982,300,1
POL,7178,9359.05244413608,1982,300,2
POL,7179,9323.140525291881,1982,300,3
POL,7180,9407.706043054353,1982,300,4
POL,7181,9661.766658190581,1982,300,5
POL,7182,10395.490796832168,1982,300,6
POL,7183,10996.881385823352,1982,300,7
POL,7184,11390.148415853024,1982,300,8
POL,7185,11662.658612887557,1982,300,9
POL,7186,11606.201552813745,1982,300,10
POL,7187,11629.068867894279,1982,300,11
POL,7188,11547.009595065141,1982,300,12
POL,7189,11372.65767897839,1982,300,13
POL,7190,11171.107045780222,1982,300,14
POL,7191,11127.049087396515,1982,300,15
POL,7192,11205.220570890699,1982,300,16
POL,7193,11648.708926605372,1982,300,17
POL,7194,11900.579959507511,1982,300,18
POL,7195,11795.89323899511,1982,300,19
POL,7196,11603.77528579048,1982,300,20
POL,7197,11050.307059596795,1982,300,21
POL,7198,10404.132224576868,1982,300,22
POL,7199,9581.002237533456,1982,300,23
POL,7200,8949.518605974019,1982,300,24
BEL,1,4709.6117546448395,1982,1,1
BEL,2,4545.658753154903,1982,1,2
BEL,3,4393.2776549459295,1982,1,3
BEL,4,4283.512465630706,1982,1,4
BEL,5,4333.772213891735,1982,1,5
BEL,6,4695.900526884498,1982,1,6
BEL,7,5008.425895996836,1982,1,7
BEL,8,5129.326713581848,1982,1,8
BEL,9,5141.094096894838,1982,1,9
BEL,10,5177.784568750397,1982,1,10
BEL,11,5250.550812229919,1982,1,11
BEL,12,5190.364493817163,1982,1,12
BEL,13,5181.257384340576,1982,1,13
BEL,14,5124.416543417028,1982,1,14
BEL,15,5169.0296395892055,1982,1,15
BEL,16,5281.1613641388185,1982,1,16
BEL,17,5667.867622420984,1982,1,17
BEL,18,5871.107201812336,1982,1,18
BEL,19,5722.090683118655,1982,1,19
BEL,20,5446.228597370367,1982,1,20
BEL,21,5139.003476222065,1982,1,21
BEL,22,5171.275338251543,1982,1,22
BEL,23,5085.713359610036,1982,1,23
BEL,24,5856.563116732994,1982,1,24
BEL,3577,4995.728183729837,1982,150,1
BEL,3578,4827.241916364901,1982,150,2
BEL,3579,4716.263532130543,1982,150,3
BEL,3580,4639.111392958019,1982,150,4
BEL,3581,4666.878441728876,1982,150,5
BEL,3582,4911.9454301604,1982,150,6
BEL,3583,5238.943279148456,1982,150,7
BEL,3584,5479.961166326631,1982,150,8
BEL,3585,5643.924068288277,1982,150,9
BEL,3586,5730.012133815649,1982,150,10
BEL,3587,5830.095891761122,1982,150,11
BEL,3588,5753.862891672176,1982,150,12
BEL,3589,5734.2530456143895,1982,150,13
BEL,3590,5668.110011696942,1982,150,14
BEL,3591,5667.55198364994,1982,150,15
BEL,3592,5707.752358500944,1982,150,16
BEL,3593,5859.822039178218,1982,150,17
BEL,3594,5929.052743398369,1982,150,18
BEL,3595,5817.289754145949,1982,150,19
BEL,3596,5659.3382770365915,1982,150,20
BEL,3597,5577.454793932898,1982,150,21
BEL,3598,5694.499249945838,1982,150,22
BEL,3599,5490.062929542081,1982,150,23
BEL,3600,5233.884173680959,1982,150,24
BEL,7177,4953.515855850709,1982,300,1
BEL,7178,4735.434528386264,1982,300,2
BEL,7179,4602.652666982487,1982,300,3
BEL,7180,4493.411092155118,1982,300,4
BEL,7181,4449.511110526778,1982,300,5
BEL,7182,4563.435545498928,1982,300,6
BEL,7183,4710.16842519761,1982,300,7
BEL,7184,4937.649615336624,1982,300,8
BEL,7185,5178.4185796181155,1982,300,9
BEL,7186,5310.9343576866,1982,300,10
BEL,7187,5379.796063951873,1982,300,11
BEL,7188,5365.041856248608,1982,300,12
BEL,7189,5256.020019675461,1982,300,13
BEL,7190,5144.342305783219,1982,300,14
BEL,7191,5087.351637346171,1982,300,15
BEL,7192,5094.841855951796,1982,300,16
BEL,7193,5332.508486299906,1982,300,17
BEL,7194,5583.034426247729,1982,300,18
BEL,7195,5663.0939593789135,1982,300,19
BEL,7196,5473.648547395823,1982,300,20
BEL,7197,5218.235384463772,1982,300,21
BEL,7198,5174.513947308779,1982,300,22
BEL,7199,5096.073791455249,1982,300,23
BEL,7200,4912.1502739037,1982,300,24
BLK,1,18127.007373765773,1987,1,1
BLK,2,17514.537337448088,1987,1,2
BLK,3,17092.034564438523,1987,1,3
BLK,4,17088.980394424343,1987,1,4
BLK,5,17684.059829117035,1987,1,5
BLK,6,18899.79036902673,1987,1,6
BLK,7,19936.292586929892,1987,1,7
BLK,8,21282.842164467886,1987,1,8
BLK,9,21822.15570577238,1987,1,9
BLK,10,22010.436820097468,1987,1,10
BLK,11,22078.601186496544,1987,1,11
BLK,12,21925.92996631668,1987,1,12
BLK,13,21259.900919479438,1987,1,13
BLK,14,21671.934280379483,1987,1,14
BLK,15,21661.222377933052,1987,1,15
BLK,16,22588.028915617862,1987,1,16
BLK,17,24623.572556490817,1987,1,17
BLK,18,25433.929901732223,1987,1,18
BLK,19,25256.468333653967,1987,1,19
BLK,20,24438.449568567274,1987,1,20
BLK,21,22671.98254623969,1987,1,21
BLK,22,21571.502880940265,1987,1,22
BLK,23,19773.504457948715,1987,1,23
BLK,24,18271.923968960567,1987,1,24
BLK,3577,17211.834345374515,1987,150,1
BLK,3578,17002.98423949946,1987,150,2
BLK,3579,17230.833079384654,1987,150,3
BLK,3580,17968.505739228487,1987,150,4
BLK,3581,19655.285790426107,1987,150,5
BLK,3582,21790.018132950285,1987,150,6
BLK,3583,23491.16804111991,1987,150,7
BLK,3584,24453.793497969902,1987,150,8
BLK,3585,25063.535968336968,1987,150,9
BLK,3586,25390.009537205293,1987,150,10
BLK,3587,25262.82254658186,1987,150,11
BLK,3588,24262.212219967096,1987,150,12
BLK,3589,23221.7217691734,1987,150,13
BLK,3590,22450.950070086863,1987,150,14
BLK,3591,22134.785069299247,1987,150,15
BLK,3592,22188.35344938853,1987,150,16
BLK,3593,23121.896568837517,1987,150,17
BLK,3594,24641.97716217257,1987,150,18
BLK,3595,24762.42766812839,1987,150,19
BLK,3596,22959.47856644582,1987,150,20
BLK,3597,21638.45448735989,1987,150,21
BLK,3598,19919.978419373347,1987,150,22
BLK,3599,18457.249383882026,1987,150,23
BLK,3600,17646.401759918605,1987,150,24
BLK,7177,16790.342683211107,1987,300,1
BLK,7178,16206.184984576108,1987,300,2
BLK,7179,15859.399924287534,1987,300,3
BLK,7180,15845.28963504772,1987,300,4
BLK,7181,16803.913965591488,1987,300,5
BLK,7182,18645.705140605805,1987,300,6
BLK,7183,20402.850287881567,1987,300,7
BLK,7184,22105.57120626239,1987,300,8
BLK,7185,23132.713321492436,1987,300,9
BLK,7186,23764.084470876223,1987,300,10
BLK,7187,24075.70312021613,1987,300,11
BLK,7188,23806.851919176377,1987,300,12
BLK,7189,22980.476269105664,1987,300,13
BLK,7190,23043.17864048843,1987,300,14
BLK,7191,22904.24618863234,1987,300,15
BLK,7192,23291.403155023414,1987,300,16
BLK,7193,24347.82801608066,1987,300,17
BLK,7194,24765.558978173583,1987,300,18
BLK,7195,24929.350186667918,1987,300,19
BLK,7196,23897.21086721357,1987,300,20
BLK,7197,22165.777533111468,1987,300,21
BLK,7198,20666.71585397815,1987,300,22
BLK,7199,18777.387971527678,1987,300,23
BLK,7200,17272.48952685904,1987,300,24
SKO,1,1656.381366481059,1987,1,1
SKO,2,1605.30268842342,1987,1,2
SKO,3,1533.7627531915603,1987,1,3
SKO,4,1489.4447881585456,1987,1,4
SKO,5,1480.4219350508188,1987,1,5
SKO,6,1514.6807675275948,1987,1,6
SKO,7,1632.9878722471378,1987,1,7
