location,technology,time_step,availability,scenario,period,timestep
CZE,WindOn,14,0.0664396921324254,1982,1,14
CZE,WindOn,15,0.0615108607999756,1982,1,15
CZE,WindOn,16,0.0527618000994583,1982,1,16
CZE,WindOn,17,0.0350153284863807,1982,1,17
CZE,WindOn,18,0.0220760151872744,1982,1,18
CZE,WindOn,19,0.0185335136679097,1982,1,19
CZE,WindOn,20,0.0188547827699171,1982,1,20
CZE,WindOn,21,0.0260975907850796,1982,1,21
CZE,WindOn,22,0.045565821596075,1982,1,22
CZE,WindOn,23,0.0971685309446322,1982,1,23
CZE,WindOn,24,0.1149097927009284,1982,1,24
CZE,WindOn,3577,0.2805264063646087,1982,150,1
CZE,WindOn,3578,0.2542471030785721,1982,150,2
CZE,WindOn,3579,0.2533839368402937,1982,150,3
CZE,WindOn,3580,0.2564543377401936,1982,150,4
CZE,WindOn,3581,0.2625429397341132,1982,150,5
CZE,WindOn,3582,0.2338975832028407,1982,150,6
CZE,WindOn,3583,0.177986627472092,1982,150,7
CZE,WindOn,3584,0.2375028867748213,1982,150,8
CZE,WindOn,3585,0.317602477133194,1982,150,9
CZE,WindOn,3586,0.3394638958312513,1982,150,10
CZE,WindOn,3587,0.2857565947081084,1982,150,11
CZE,WindOn,3588,0.2800507406467917,1982,150,12
CZE,WindOn,3589,0.2786852330055344,1982,150,13
CZE,WindOn,3590,0.2867130007533509,1982,150,14
CZE,WindOn,3591,0.2810735801849192,1982,150,15
CZE,WindOn,3592,0.2926606095840305,1982,150,16
CZE,WindOn,3593,0.3094141717101273,1982,150,17
CZE,WindOn,3594,0.2887279837615933,1982,150,18
CZE,WindOn,3595,0.3086648597123372,1982,150,19
CZE,WindOn,3596,0.3494369968371029,1982,150,20
CZE,WindOn,3597,0.3991160954688267,1982,150,21
CZE,WindOn,3598,0.4236246272020764,1982,150,22
CZE,WindOn,3599,0.3521822957609189,1982,150,23
CZE,WindOn,3600,0.3407772900637914,1982,150,24
CZE,WindOn,7177,0.1249140350226336,1982,300,1
CZE,WindOn,7178,0.1122477275018209,1982,300,2
CZE,WindOn,7179,0.1060560728878421,1982,300,3
CZE,WindOn,7180,0.1040718751282602,1982,300,4
CZE,WindOn,7181,0.0901152979416046,1982,300,5
CZE,WindOn,7182,0.0793482233350333,1982,300,6
CZE,WindOn,7183,0.0745393083197386,1982,300,7
CZE,WindOn,7184,0.0701206643080674,1982,300,8
CZE,WindOn,7185,0.0476923637515588,1982,300,9
CZE,WindOn,7186,0.0249841651135208,1982,300,10
CZE,WindOn,7187,0.0201440234874347,1982,300,11
CZE,WindOn,7188,0.0136039431485331,1982,300,12
CZE,WindOn,7189,0.0096998030650354,1982,300,13
CZE,WindOn,7190,0.0077441635057744,1982,300,14
CZE,WindOn,7191,0.0042648045031921,1982,300,15
CZE,WindOn,7192,0.0034235339077294,1982,300,16
CZE,WindOn,7193,0.0031826530783632,1982,300,17
CZE,WindOn,7194,0.0011319965055191,1982,300,18
CZE,WindOn,7195,0.0012455243411789,1982,300,19
CZE,WindOn,7196,0.0015774703714035,1982,300,20
CZE,WindOn,7197,0.0024760459835385,1982,300,21
CZE,WindOn,7198,0.0048111027364802,1982,300,22
CZE,WindOn,7199,0.0071072549104133,1982,300,23
CZE,WindOn,7200,0.0058287666148805,1982,300,24
GER,WindOn,1,0.346643030735029,1982,1,1
GER,WindOn,2,0.326216392418998,1982,1,2
GER,WindOn,3,0.310301353044883,1982,1,3
GER,WindOn,4,0.291924826197005,1982,1,4
GER,WindOn,5,0.257433254369392,1982,1,5
GER,WindOn,6,0.228986473028821,1982,1,6
GER,WindOn,7,0.204269150285918,1982,1,7
GER,WindOn,8,0.187731144101554,1982,1,8
GER,WindOn,9,0.172265945141299,1982,1,9
GER,WindOn,10,0.157315392959488,1982,1,10
GER,WindOn,11,0.141996950043047,1982,1,11
GER,WindOn,12,0.116115220978394,1982,1,12
GER,WindOn,13,0.0951916762863864,1982,1,13
GER,WindOn,14,0.0774151672629527,1982,1,14
GER,WindOn,15,0.0717769025791398,1982,1,15
GER,WindOn,16,0.0704288099846372,1982,1,16
GER,WindOn,17,0.0747284507556362,1982,1,17
GER,WindOn,18,0.0872052818285302,1982,1,18
GER,WindOn,19,0.102231720876004,1982,1,19
GER,WindOn,20,0.118732810120902,1982,1,20
GER,WindOn,21,0.130673228230481,1982,1,21
GER,WindOn,22,0.135463419655822,1982,1,22
GER,WindOn,23,0.156140134613354,1982,1,23
GER,WindOn,24,0.155636145442929,1982,1,24
GER,WindOn,3577,0.251288142457399,1982,150,1
GER,WindOn,3578,0.246324033183071,1982,150,2
GER,WindOn,3579,0.245228684171241,1982,150,3
GER,WindOn,3580,0.243963055809442,1982,150,4
GER,WindOn,3581,0.247085117883334,1982,150,5
GER,WindOn,3582,0.240892943210674,1982,150,6
GER,WindOn,3583,0.212405969572249,1982,150,7
GER,WindOn,3584,0.176613208290215,1982,150,8
GER,WindOn,3585,0.187572221874275,1982,150,9
GER,WindOn,3586,0.220347759292093,1982,150,10
GER,WindOn,3587,0.235454022994052,1982,150,11
GER,WindOn,3588,0.24525936342731,1982,150,12
GER,WindOn,3589,0.244782746024085,1982,150,13
GER,WindOn,3590,0.2466306245931,1982,150,14
GER,WindOn,3591,0.249158960674558,1982,150,15
GER,WindOn,3592,0.253638641840818,1982,150,16
GER,WindOn,3593,0.258686291138351,1982,150,17
GER,WindOn,3594,0.242215811987957,1982,150,18
GER,WindOn,3595,0.28027404813503,1982,150,19
GER,WindOn,3596,0.339550016618793,1982,150,20
GER,WindOn,3597,0.398722177011428,1982,150,21
GER,WindOn,3598,0.414793454765492,1982,150,22
GER,WindOn,3599,0.383348616375343,1982,150,23
GER,WindOn,3600,0.385304263233752,1982,150,24
GER,WindOn,7177,0.246065425805547,1982,300,1
GER,WindOn,7178,0.241743449549684,1982,300,2
GER,WindOn,7179,0.224501940640308,1982,300,3
GER,WindOn,7180,0.200817120709731,1982,300,4
GER,WindOn,7181,0.163049854665612,1982,300,5
GER,WindOn,7182,0.139048684526967,1982,300,6
GER,WindOn,7183,0.11994683529763,1982,300,7
GER,WindOn,7184,0.103578934909259,1982,300,8
GER,WindOn,7185,0.0914102503140882,1982,300,9
GER,WindOn,7186,0.0739165575285558,1982,300,10
GER,WindOn,7187,0.0470539045987236,1982,300,11
GER,WindOn,7188,0.0397132458969475,1982,300,12
GER,WindOn,7189,0.0334049650481761,1982,300,13
GER,WindOn,7190,0.0293667971611087,1982,300,14
GER,WindOn,7191,0.0234527428942513,1982,300,15
GER,WindOn,7192,0.0224981100463007,1982,300,16
GER,WindOn,7193,0.0281343039961471,1982,300,17
GER,WindOn,7194,0.0344669984768216,1982,300,18
GER,WindOn,7195,0.0380608995453272,1982,300,19
GER,WindOn,7196,0.0404237852084944,1982,300,20
GER,WindOn,7197,0.043374525279204,1982,300,21
GER,WindOn,7198,0.0484150117877574,1982,300,22
GER,WindOn,7199,0.0450457752578832,1982,300,23
GER,WindOn,7200,0.0520437474134158,1982,300,24
UKI,WindOn,1,0.0537554373181592,1982,1,1
UKI,WindOn,2,0.0492997012704393,1982,1,2
UKI,WindOn,3,0.0454506156745972,1982,1,3
UKI,WindOn,4,0.0431166371449893,1982,1,4
UKI,WindOn,5,0.0403165435512049,1982,1,5
UKI,WindOn,6,0.0375808717154249,1982,1,6
UKI,WindOn,7,0.0377257307164689,1982,1,7
UKI,WindOn,8,0.0377081636415018,1982,1,8
UKI,WindOn,9,0.0390997019734736,1982,1,9
UKI,WindOn,10,0.0432495692187451,1982,1,10
UKI,WindOn,11,0.0433530740429357,1982,1,11
UKI,WindOn,12,0.0460803118062988,1982,1,12
UKI,WindOn,13,0.0473426843629904,1982,1,13
UKI,WindOn,14,0.0475479808001008,1982,1,14
UKI,WindOn,15,0.050270126868604,1982,1,15
UKI,WindOn,16,0.0547214933927971,1982,1,16
UKI,WindOn,17,0.0593596328610653,1982,1,17
UKI,WindOn,18,0.0536543661773446,1982,1,18
UKI,WindOn,19,0.0504012313750594,1982,1,19
UKI,WindOn,20,0.0467002690506231,1982,1,20
UKI,WindOn,21,0.0455380636777163,1982,1,21
UKI,WindOn,22,0.0589692732867484,1982,1,22
UKI,WindOn,23,0.0742607760930246,1982,1,23
UKI,WindOn,24,0.0768595160795366,1982,1,24
UKI,WindOn,3577,0.2577911187537862,1982,150,1
UKI,WindOn,3578,0.2518779530906326,1982,150,2
UKI,WindOn,3579,0.2465237552800621,1982,150,3
UKI,WindOn,3580,0.2463389109797614,1982,150,4
UKI,WindOn,3581,0.2412984076227873,1982,150,5
UKI,WindOn,3582,0.2374410517243949,1982,150,6
UKI,WindOn,3583,0.2295261459425962,1982,150,7
UKI,WindOn,3584,0.1897496696246256,1982,150,8
UKI,WindOn,3585,0.2050865102654858,1982,150,9
UKI,WindOn,3586,0.2235439535087783,1982,150,10
UKI,WindOn,3587,0.2254883040605509,1982,150,11
UKI,WindOn,3588,0.2219973507187313,1982,150,12
UKI,WindOn,3589,0.2131175410814618,1982,150,13
UKI,WindOn,3590,0.2072710121235436,1982,150,14
UKI,WindOn,3591,0.1948948869456727,1982,150,15
UKI,WindOn,3592,0.1951307884729403,1982,150,16
UKI,WindOn,3593,0.1937893260424977,1982,150,17
UKI,WindOn,3594,0.1909675106991925,1982,150,18
UKI,WindOn,3595,0.1741759170502056,1982,150,19
UKI,WindOn,3596,0.1710337828786564,1982,150,20
UKI,WindOn,3597,0.1673710344375365,1982,150,21
UKI,WindOn,3598,0.1658425955108726,1982,150,22
UKI,WindOn,3599,0.1512035398168296,1982,150,23
UKI,WindOn,3600,0.1503328660644648,1982,150,24
UKI,WindOn,7177,0.7341088345186253,1982,300,1
UKI,WindOn,7178,0.7082144681687418,1982,300,2
UKI,WindOn,7179,0.698581530865432,1982,300,3
UKI,WindOn,7180,0.7014286797544673,1982,300,4
UKI,WindOn,7181,0.7022079576378982,1982,300,5
UKI,WindOn,7182,0.7054863933076834,1982,300,6
UKI,WindOn,7183,0.7025053407941596,1982,300,7
UKI,WindOn,7184,0.6958705735837216,1982,300,8
UKI,WindOn,7185,0.6860445994353404,1982,300,9
UKI,WindOn,7186,0.6731577036996079,1982,300,10
UKI,WindOn,7187,0.6689518347908942,1982,300,11
UKI,WindOn,7188,0.7079595719488768,1982,300,12
UKI,WindOn,7189,0.7161677100095685,1982,300,13
UKI,WindOn,7190,0.6978877764154672,1982,300,14
UKI,WindOn,7191,0.6629490978032448,1982,300,15
UKI,WindOn,7192,0.6285331586280701,1982,300,16
UKI,WindOn,7193,0.587596647731933,1982,300,17
UKI,WindOn,7194,0.5732665930592356,1982,300,18
UKI,WindOn,7195,0.5663311213801805,1982,300,19
UKI,WindOn,7196,0.5633035886904478,1982,300,20
UKI,WindOn,7197,0.5670721747114161,1982,300,21
UKI,WindOn,7198,0.5754750389191339,1982,300,22
UKI,WindOn,7199,0.5943948709364075,1982,300,23
UKI,WindOn,7200,0.5911007656854923,1982,300,24
ITA,WindOn,1,0.0688594720516269,1982,1,1
ITA,WindOn,2,0.0539898850863607,1982,1,2
ITA,WindOn,3,0.0385717369751481,1982,1,3
ITA,WindOn,4,0.040713365069622,1982,1,4
ITA,WindOn,5,0.0398558086378627,1982,1,5
ITA,WindOn,6,0.0361707870142658,1982,1,6
ITA,WindOn,7,0.0335394183564864,1982,1,7
ITA,WindOn,8,0.0313717074378222,1982,1,8
ITA,WindOn,9,0.0334429201939857,1982,1,9
ITA,WindOn,10,0.0387965646678566,1982,1,10
ITA,WindOn,11,0.0247532734470583,1982,1,11
ITA,WindOn,12,0.0301985817238866,1982,1,12
ITA,WindOn,13,0.0395073352807449,1982,1,13
ITA,WindOn,14,0.0499869697110311,1982,1,14
ITA,WindOn,15,0.0622463486377406,1982,1,15
ITA,WindOn,16,0.0899434723567248,1982,1,16
ITA,WindOn,17,0.124843665476321,1982,1,17
ITA,WindOn,18,0.1574823918733545,1982,1,18
ITA,WindOn,19,0.1826407476997595,1982,1,19
ITA,WindOn,20,0.2200829089074424,1982,1,20
ITA,WindOn,21,0.2277413578157509,1982,1,21
ITA,WindOn,22,0.2277925990439703,1982,1,22
ITA,WindOn,23,0.3201099772729919,1982,1,23
ITA,WindOn,24,0.3016414719238784,1982,1,24
ITA,WindOn,3577,0.3733265445363957,1982,150,1
ITA,WindOn,3578,0.3815838511251008,1982,150,2
ITA,WindOn,3579,0.3748893205429428,1982,150,3
ITA,WindOn,3580,0.382408974390736,1982,150,4
ITA,WindOn,3581,0.3756720278405661,1982,150,5
ITA,WindOn,3582,0.3592511955185701,1982,150,6
ITA,WindOn,3583,0.3465799566015324,1982,150,7
ITA,WindOn,3584,0.3762880263139603,1982,150,8
ITA,WindOn,3585,0.4074884508756131,1982,150,9
ITA,WindOn,3586,0.4657645864969538,1982,150,10
ITA,WindOn,3587,0.4730614566693587,1982,150,11
ITA,WindOn,3588,0.4674062236318819,1982,150,12
ITA,WindOn,3589,0.4518627042136675,1982,150,13
ITA,WindOn,3590,0.4211932363690359,1982,150,14
ITA,WindOn,3591,0.3797492474464723,1982,150,15
ITA,WindOn,3592,0.3660452609084804,1982,150,16
ITA,WindOn,3593,0.3735005782898056,1982,150,17
ITA,WindOn,3594,0.3673073855672722,1982,150,18
ITA,WindOn,3595,0.3735934341906972,1982,150,19
ITA,WindOn,3596,0.3620247969315494,1982,150,20
ITA,WindOn,3597,0.3704640973028751,1982,150,21
ITA,WindOn,3598,0.3743185080717531,1982,150,22
ITA,WindOn,3599,0.3627711616788661,1982,150,23
ITA,WindOn,3600,0.3550335221483224,1982,150,24
ITA,WindOn,7177,0.2466326510865389,1982,300,1
ITA,WindOn,7178,0.2622140929367442,1982,300,2
ITA,WindOn,7179,0.2742782779047606,1982,300,3
ITA,WindOn,7180,0.3007393222793959,1982,300,4
ITA,WindOn,7181,0.3202086235170373,1982,300,5
ITA,WindOn,7182,0.3366453264979218,1982,300,6
ITA,WindOn,7183,0.3483606032909084,1982,300,7
ITA,WindOn,7184,0.3544205796892366,1982,300,8
ITA,WindOn,7185,0.3450989236350461,1982,300,9
ITA,WindOn,7186,0.3297932042509547,1982,300,10
ITA,WindOn,7187,0.3554734325195022,1982,300,11
ITA,WindOn,7188,0.4028454773984674,1982,300,12
ITA,WindOn,7189,0.4144579960152015,1982,300,13
ITA,WindOn,7190,0.3999381473858435,1982,300,14
ITA,WindOn,7191,0.3677432085165175,1982,300,15
ITA,WindOn,7192,0.3364175253599842,1982,300,16
ITA,WindOn,7193,0.3248397114402079,1982,300,17
ITA,WindOn,7194,0.3108610246342393,1982,300,18
ITA,WindOn,7195,0.3145283234800666,1982,300,19
ITA,WindOn,7196,0.3311523203850443,1982,300,20
ITA,WindOn,7197,0.3531485468599462,1982,300,21
ITA,WindOn,7198,0.3575249935056596,1982,300,22
ITA,WindOn,7199,0.3580973288589933,1982,300,23
ITA,WindOn,7200,0.3591518629913822,1982,300,24
NED,WindOn,1,0.1090898510689974,1982,1,1
NED,WindOn,2,0.0979564141032386,1982,1,2
NED,WindOn,3,0.0942968381118586,1982,1,3
NED,WindOn,4,0.0957793738653526,1982,1,4
NED,WindOn,5,0.0968475498139076,1982,1,5
NED,WindOn,6,0.0971036856650592,1982,1,6
NED,WindOn,7,0.0948084699025284,1982,1,7
NED,WindOn,8,0.0903127266250261,1982,1,8
NED,WindOn,9,0.0830702033651582,1982,1,9
NED,WindOn,10,0.0872500654687631,1982,1,10
NED,WindOn,11,0.0919239568012088,1982,1,11
NED,WindOn,12,0.0792964718856317,1982,1,12
NED,WindOn,13,0.063620769045493,1982,1,13
NED,WindOn,14,0.0555800043397385,1982,1,14
NED,WindOn,15,0.0612832814246333,1982,1,15
NED,WindOn,16,0.0665086643930172,1982,1,16
NED,WindOn,17,0.0735989842594937,1982,1,17
NED,WindOn,18,0.0853587182522228,1982,1,18
NED,WindOn,19,0.0950041255373796,1982,1,19
NED,WindOn,20,0.1054697152048974,1982,1,20
NED,WindOn,21,0.1074855133142523,1982,1,21
NED,WindOn,22,0.1208557340963908,1982,1,22
NED,WindOn,23,0.1436114524339228,1982,1,23
NED,WindOn,24,0.1568507212082056,1982,1,24
NED,WindOn,3577,0.2737166623013238,1982,150,1
NED,WindOn,3578,0.2594172850691039,1982,150,2
NED,WindOn,3579,0.2477933020886041,1982,150,3
NED,WindOn,3580,0.2437623298766394,1982,150,4
NED,WindOn,3581,0.2386626570249222,1982,150,5
NED,WindOn,3582,0.2220276330655886,1982,150,6
NED,WindOn,3583,0.1874428619894161,1982,150,7
NED,WindOn,3584,0.141428488171744,1982,150,8
NED,WindOn,3585,0.1266361118980918,1982,150,9
NED,WindOn,3586,0.1595098130985326,1982,150,10
NED,WindOn,3587,0.1755716871295424,1982,150,11
NED,WindOn,3588,0.1812781834047054,1982,150,12
NED,WindOn,3589,0.1990079614226042,1982,150,13
NED,WindOn,3590,0.2197113468339088,1982,150,14
NED,WindOn,3591,0.2529485464838373,1982,150,15
NED,WindOn,3592,0.2785440709993976,1982,150,16
NED,WindOn,3593,0.2959516187594004,1982,150,17
NED,WindOn,3594,0.2737854350939988,1982,150,18
NED,WindOn,3595,0.2814371379241208,1982,150,19
NED,WindOn,3596,0.3197130583706599,1982,150,20
NED,WindOn,3597,0.3689733779007299,1982,150,21
NED,WindOn,3598,0.3871883057189996,1982,150,22
NED,WindOn,3599,0.357141888332145,1982,150,23
NED,WindOn,3600,0.3576767886727101,1982,150,24
NED,WindOn,7177,0.4443969763628912,1982,300,1
NED,WindOn,7178,0.3893405466541004,1982,300,2
NED,WindOn,7179,0.3006590459397673,1982,300,3
NED,WindOn,7180,0.2314598914696111,1982,300,4
NED,WindOn,7181,0.1865980182175081,1982,300,5
NED,WindOn,7182,0.1405552074859995,1982,300,6
NED,WindOn,7183,0.0945053836720982,1982,300,7
NED,WindOn,7184,0.0576499007398097,1982,300,8
NED,WindOn,7185,0.0334592641048741,1982,300,9
NED,WindOn,7186,0.0148378639530668,1982,300,10
NED,WindOn,7187,0.0061821666729283,1982,300,11
NED,WindOn,7188,0.0079007127622427,1982,300,12
NED,WindOn,7189,0.0097294566674384,1982,300,13
NED,WindOn,7190,0.0092363511360351,1982,300,14
NED,WindOn,7191,0.0084750368092862,1982,300,15
NED,WindOn,7192,0.0091737242672156,1982,300,16
NED,WindOn,7193,0.0083145757777295,1982,300,17
NED,WindOn,7194,0.0054290720514867,1982,300,18
NED,WindOn,7195,0.003733670235201,1982,300,19
NED,WindOn,7196,0.0050104273225363,1982,300,20
NED,WindOn,7197,0.0072000782373843,1982,300,21
NED,WindOn,7198,0.0105438661696203,1982,300,22
NED,WindOn,7199,0.0145678073016385,1982,300,23
NED,WindOn,7200,0.0212369070035321,1982,300,24
DEN,WindOn,1,0.0349144099190861,1982,1,1
DEN,WindOn,2,0.0315718005179191,1982,1,2
DEN,WindOn,3,0.0252874664133623,1982,1,3
DEN,WindOn,4,0.0243258464521945,1982,1,4
DEN,WindOn,5,0.0264659674794224,1982,1,5
DEN,WindOn,6,0.022677594353999,1982,1,6
DEN,WindOn,7,0.0176383676840334,1982,1,7
DEN,WindOn,8,0.0130197417575254,1982,1,8
DEN,WindOn,9,0.0080222883975784,1982,1,9
DEN,WindOn,10,0.0043172214620708,1982,1,10
DEN,WindOn,11,0.0027015931054382,1982,1,11
DEN,WindOn,12,0.0027714471889247,1982,1,12
DEN,WindOn,13,0.0021814884308265,1982,1,13
DEN,WindOn,14,0.0020303337666303,1982,1,14
DEN,WindOn,15,0.0021792528897922,1982,1,15
DEN,WindOn,16,0.001735124521279,1982,1,16
DEN,WindOn,17,0.000374757779466,1982,1,17
DEN,WindOn,18,6.051148183080026e-5,1982,1,18
DEN,WindOn,19,3.831890123556247e-5,1982,1,19
DEN,WindOn,20,0.0002183831655632,1982,1,20
DEN,WindOn,21,0.0007423037815576,1982,1,21
DEN,WindOn,22,0.0012364912706595,1982,1,22
DEN,WindOn,23,0.0007049075241869,1982,1,23
DEN,WindOn,24,0.0030289302908154,1982,1,24
DEN,WindOn,3577,0.071515884826838,1982,150,1
DEN,WindOn,3578,0.0502557245970193,1982,150,2
DEN,WindOn,3579,0.0405953556762084,1982,150,3
DEN,WindOn,3580,0.0376900967466684,1982,150,4
DEN,WindOn,3581,0.0327583355160729,1982,150,5
DEN,WindOn,3582,0.0245746401211309,1982,150,6
DEN,WindOn,3583,0.0135566071514269,1982,150,7
DEN,WindOn,3584,0.0064996598430118,1982,150,8
DEN,WindOn,3585,0.0044769290510271,1982,150,9
DEN,WindOn,3586,0.0039161943639765,1982,150,10
DEN,WindOn,3587,0.0020978814182377,1982,150,11
DEN,WindOn,3588,0.002020897237298,1982,150,12
DEN,WindOn,3589,0.0024147633713146,1982,150,13
DEN,WindOn,3590,0.0022715977414484,1982,150,14
DEN,WindOn,3591,0.0021549692669325,1982,150,15
DEN,WindOn,3592,0.0019472850271873,1982,150,16
DEN,WindOn,3593,0.0022625647136675,1982,150,17
DEN,WindOn,3594,0.0018035883993794,1982,150,18
DEN,WindOn,3595,0.0007799043806904,1982,150,19
DEN,WindOn,3596,0.0002358449613252,1982,150,20
DEN,WindOn,3597,0.0002268455108021,1982,150,21
DEN,WindOn,3598,0.0017559980413889,1982,150,22
DEN,WindOn,3599,0.004430254779306,1982,150,23
DEN,WindOn,3600,0.0071958267779809,1982,150,24
DEN,WindOn,7177,0.2754823054295122,1982,300,1
DEN,WindOn,7178,0.314006587676666,1982,300,2
DEN,WindOn,7179,0.3610078329969941,1982,300,3
DEN,WindOn,7180,0.4069609783553354,1982,300,4
DEN,WindOn,7181,0.4041795250065909,1982,300,5
DEN,WindOn,7182,0.4060882851321983,1982,300,6
DEN,WindOn,7183,0.3823555478103401,1982,300,7
DEN,WindOn,7184,0.2847928613803074,1982,300,8
DEN,WindOn,7185,0.2257702878523396,1982,300,9
DEN,WindOn,7186,0.2174041112540296,1982,300,10
DEN,WindOn,7187,0.163210058454312,1982,300,11
DEN,WindOn,7188,0.1404275645475967,1982,300,12
DEN,WindOn,7189,0.1249124196822925,1982,300,13
DEN,WindOn,7190,0.1093610102659937,1982,300,14
DEN,WindOn,7191,0.0815329440935269,1982,300,15
DEN,WindOn,7192,0.0697958094872207,1982,300,16
DEN,WindOn,7193,0.0605613328984151,1982,300,17
DEN,WindOn,7194,0.055488083458017,1982,300,18
DEN,WindOn,7195,0.0502519981941728,1982,300,19
DEN,WindOn,7196,0.0452482251848735,1982,300,20
DEN,WindOn,7197,0.0372186443696345,1982,300,21
DEN,WindOn,7198,0.0249771682556821,1982,300,22
DEN,WindOn,7199,0.00702820752433,1982,300,23
DEN,WindOn,7200,0.0028523058173397,1982,300,24
SWE,WindOn,1,0.6834416195737338,1982,1,1
SWE,WindOn,2,0.6803677251035507,1982,1,2
SWE,WindOn,3,0.6876746527834684,1982,1,3
SWE,WindOn,4,0.702456987795708,1982,1,4
SWE,WindOn,5,0.7257543183442513,1982,1,5
SWE,WindOn,6,0.7408361012861533,1982,1,6
SWE,WindOn,7,0.7520063748499802,1982,1,7
SWE,WindOn,8,0.7541766976911015,1982,1,8
SWE,WindOn,9,0.7374315979868198,1982,1,9
SWE,WindOn,10,0.7204435791398329,1982,1,10
SWE,WindOn,11,0.7215019399569359,1982,1,11
SWE,WindOn,12,0.6739623175138433,1982,1,12
SWE,WindOn,13,0.6365913611513775,1982,1,13
SWE,WindOn,14,0.6049094170746562,1982,1,14
SWE,WindOn,15,0.604102957153152,1982,1,15
SWE,WindOn,16,0.6049643538234152,1982,1,16
SWE,WindOn,17,0.6097784278088888,1982,1,17
SWE,WindOn,18,0.5957190406315862,1982,1,18
SWE,WindOn,19,0.572414909501931,1982,1,19
SWE,WindOn,20,0.547537694116316,1982,1,20
SWE,WindOn,21,0.5122152225546869,1982,1,21
SWE,WindOn,22,0.4872686451711572,1982,1,22
SWE,WindOn,23,0.4224120623583763,1982,1,23
SWE,WindOn,24,0.4414499146949407,1982,1,24
SWE,WindOn,3577,0.3173337479727343,1982,150,1
SWE,WindOn,3578,0.273613494429742,1982,150,2
SWE,WindOn,3579,0.2534017432141111,1982,150,3
SWE,WindOn,3580,0.2371008712437312,1982,150,4
SWE,WindOn,3581,0.2460992155076543,1982,150,5
SWE,WindOn,3582,0.2616897434524796,1982,150,6
SWE,WindOn,3583,0.2754198475926342,1982,150,7
SWE,WindOn,3584,0.3105686892249646,1982,150,8
SWE,WindOn,3585,0.3728402168434746,1982,150,9
SWE,WindOn,3586,0.4132243031718559,1982,150,10
SWE,WindOn,3587,0.4680899446577399,1982,150,11
SWE,WindOn,3588,0.5957584998935829,1982,150,12
SWE,WindOn,3589,0.6387647153942444,1982,150,13
SWE,WindOn,3590,0.564361306074771,1982,150,14
SWE,WindOn,3591,0.5671483824087662,1982,150,15
SWE,WindOn,3592,0.4930381673507133,1982,150,16
SWE,WindOn,3593,0.4765474141760608,1982,150,17
SWE,WindOn,3594,0.4376911052794218,1982,150,18
SWE,WindOn,3595,0.4530616232876981,1982,150,19
SWE,WindOn,3596,0.479172176287027,1982,150,20
SWE,WindOn,3597,0.4977724249914099,1982,150,21
SWE,WindOn,3598,0.5112293118187003,1982,150,22
SWE,WindOn,3599,0.52575798696122,1982,150,23
SWE,WindOn,3600,0.5394652223496058,1982,150,24
SWE,WindOn,7177,0.2359324984158693,1982,300,1
SWE,WindOn,7178,0.2622921746885791,1982,300,2
SWE,WindOn,7179,0.2992591501111234,1982,300,3
SWE,WindOn,7180,0.3301840214614857,1982,300,4
SWE,WindOn,7181,0.3766574564913166,1982,300,5
SWE,WindOn,7182,0.4359605405605136,1982,300,6
SWE,WindOn,7183,0.5121828735011781,1982,300,7
SWE,WindOn,7184,0.5806685571576199,1982,300,8
SWE,WindOn,7185,0.6127774128680679,1982,300,9
SWE,WindOn,7186,0.622744464774717,1982,300,10
SWE,WindOn,7187,0.5601876111578512,1982,300,11
SWE,WindOn,7188,0.5725921869451497,1982,300,12
SWE,WindOn,7189,0.5525936495327328,1982,300,13
SWE,WindOn,7190,0.5490672337673107,1982,300,14
SWE,WindOn,7191,0.5782542766350643,1982,300,15
SWE,WindOn,7192,0.6534486165003521,1982,300,16
SWE,WindOn,7193,0.7121584244795626,1982,300,17
SWE,WindOn,7194,0.7396465521656368,1982,300,18
SWE,WindOn,7195,0.746919143366899,1982,300,19
SWE,WindOn,7196,0.7571076767584395,1982,300,20
SWE,WindOn,7197,0.7793854473223837,1982,300,21
SWE,WindOn,7198,0.8023341775841015,1982,300,22
SWE,WindOn,7199,0.842192546895967,1982,300,23
SWE,WindOn,7200,0.8133929936278421,1982,300,24
AUS,WindOn,1,0.0955765194006224,1982,1,1
AUS,WindOn,2,0.1088656382047835,1982,1,2
AUS,WindOn,3,0.091897645678614,1982,1,3
AUS,WindOn,4,0.0905783762143776,1982,1,4
AUS,WindOn,5,0.0843136825554533,1982,1,5
AUS,WindOn,6,0.0599841384763965,1982,1,6
AUS,WindOn,7,0.0484740645480291,1982,1,7
AUS,WindOn,8,0.0304061629904334,1982,1,8
AUS,WindOn,9,0.0166472831505635,1982,1,9
AUS,WindOn,10,0.0101383796402597,1982,1,10
AUS,WindOn,11,0.0035996950269708,1982,1,11
AUS,WindOn,12,0.0014814753637953,1982,1,12
AUS,WindOn,13,0.0020580270124526,1982,1,13
AUS,WindOn,14,0.0039958399424368,1982,1,14
AUS,WindOn,15,0.0052949781725594,1982,1,15
AUS,WindOn,16,0.0115605349820345,1982,1,16
AUS,WindOn,17,0.0223444071869536,1982,1,17
AUS,WindOn,18,0.0352593560496117,1982,1,18
AUS,WindOn,19,0.0443406385866309,1982,1,19
AUS,WindOn,20,0.0500768280177831,1982,1,20
AUS,WindOn,21,0.0682656350523403,1982,1,21
AUS,WindOn,22,0.1267272210586895,1982,1,22
