method,clustering,blended,month,num_periods,avg_total_cost,time,scenario,scenario_cost
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,1982,1.366668379610449e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,1987,1.373333738544929e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,1992,3.3754089439171743e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,1995,7.122107325415986e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,1997,1.1799903947659435e10
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,2002,1.364772982209655e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,2008,1.358523893855132e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,2009,1.36658427322677e9
group_scenario,k_medoids,true,1,100,3.185325186183485e9,97.4449978,2012,1.361552111904828e9
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1900,2.028235998633626e9
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1982,3.39265224603558e8
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1987,8.44893706670429e9
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1992,1.7167775279229225e10
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1995,2.91772009448919e9
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,1997,1.285080115813153e9
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,2002,4.33952022179612e8
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,2008,3.31199530184739e8
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,2009,3.88176884277823e8
group_scenario,k_medoids,false,1,100,3.413437601366774e9,72.6452479,2012,7.94035828508235e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1900,3.70687886210962e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1982,8.20667672895561e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1987,9.974604258494774e9
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1992,1.9523608115100464e10
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1995,3.34372365744821e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,1997,1.6464741233630476e10
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,2002,1.990297737164766e9
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,2008,3.1840225856362e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,2009,3.26421465077894e8
per_scenario,k_medoids,true,1,100,5.687385317780872e9,84.9833956,2012,6.750047962316649e9
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1900,6.91314002927171e8
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1982,1.138113080143136e9
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1987,1.18328452347025e10
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1992,1.6022536357205446e10
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1995,4.00927983585344e8
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,1997,1.96603626403043e9
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,2002,1.86594112448283e9
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,2008,3.07078203259424e8
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,2009,4.06827736410355e8
per_scenario,k_medoids,false,1,100,4.05096357758406e9,79.0695756,2012,5.878012902693445e9
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1900,4.54962518838764e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1982,4.572627358030358e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1987,4.584122344671277e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1992,7.332861546722604e9
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1995,4.509931750944023e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,1997,4.608600383052042e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2002,4.555057618076363e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2008,4.492305360020946e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2009,4.571938831293428e8
stochastic,stochastic,false,1,0,1.1429566617533202e9,350.4119146,2012,4.5228418736299103e8
