method,distance,num_periods,clustering,month,avg_total_cost,time,time_with_dispatch,scenario,scenario_cost
convex_hull,CityBlock,150,cross_scenario,5,6.037802862636095e7,161.1183029,185.9269712,2008,6.5414654070215166e7
convex_hull,CityBlock,150,cross_scenario,5,6.037802862636095e7,161.1183029,185.9269712,2009,5.826978010878588e7
convex_hull,CityBlock,150,cross_scenario,5,6.037802862636095e7,161.1183029,185.9269712,2012,5.811725092513783e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1900,5.372419472650993e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1982,7.451549190269959e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1987,6.4894111663872495e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1992,5.801559629474567e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1995,5.972162425235982e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,1997,5.954179171916204e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,2002,5.5716437286624715e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,2008,6.0827755132828e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,2009,6.054991237158574e7
convex_hull,CityBlock,150,cross_scenario,6,6.117992647583481e7,178.1010989,202.683431,2012,6.429234940796012e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1900,5.7570803395399295e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1982,5.5235447763948634e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1987,5.673817395355004e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1992,5.9523247257081784e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1995,5.9149341295889325e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,1997,6.283695444728093e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,2002,5.67729493214564e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,2008,5.581351933833688e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,2009,5.8799546418329015e7
convex_hull,CityBlock,150,cross_scenario,7,5.78740593013541e7,136.6016957,161.3149202,2012,5.630060982226874e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1900,5.226340992198881e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1982,6.5510904440952614e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1987,6.452318298865943e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1992,6.033747740208715e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1995,5.8065260105516195e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,1997,6.698203856232101e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,2002,7.087475085672714e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,2008,5.925932888028441e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,2009,5.970361062224831e7
convex_hull,CityBlock,150,cross_scenario,8,6.261410181388849e7,128.8368769,154.14027919999998,2012,6.862105435809979e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1900,5.748906100948176e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1982,6.658242495311362e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1987,6.194701032762243e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1992,5.90261902431576e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1995,6.0131205995114066e7
convex_hull,CityBlock,150,cross_scenario,9,6.319445636623992e7,145.7678781,170.0751237,1997,6.2886177892481565e7
