method,distance,num_periods,clustering,avg_total_cost,time,scenario,scenario_cost
blended,CityBlock,150,per_scenario,9.413138094646448e7,156.7749101,1997,1.2470543470635773e8
blended,CityBlock,150,per_scenario,9.413138094646448e7,156.7749101,2002,8.865812402094956e7
blended,CityBlock,150,per_scenario,9.413138094646448e7,156.7749101,2008,7.410430106620884e7
blended,CityBlock,150,per_scenario,9.413138094646448e7,156.7749101,2009,9.083183572253123e7
blended,CityBlock,150,per_scenario,9.413138094646448e7,156.7749101,2012,9.288314317757258e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1900,8.704251500809918e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1982,9.837201122108288e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1987,1.1372605550389278e8
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1992,1.0021433754181956e8
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1995,9.354258116877401e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,1997,1.2581113116177803e8
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,2002,9.44142315411686e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,2008,7.971485569422652e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,2009,9.926537188923493e7
blended,CityBlock,20,per_scenario,9.879566984315343e7,7.8855114,2012,9.585360770145771e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1900,8.344897102032289e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1982,9.626985032888374e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1987,1.1354329451363257e8
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1992,9.693480529004782e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1995,9.004294572802943e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,1997,1.2781220642453597e8
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,2002,9.027158329848549e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,2008,7.522691623843688e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,2009,9.462956344137515e7
blended,CityBlock,50,per_scenario,9.611213620676315e7,26.668047,2012,9.294122578388141e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1900,8.400402126644428e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1982,9.305504989698362e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1987,1.1216653907758787e8
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1992,9.451852303084615e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1995,8.887145785454398e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,1997,1.2028824196445519e8
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,2002,8.96666502563824e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,2008,7.6518800462737e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,2009,9.101755999819462e7
blended,CosineDist,100,cross_scenario,9.440922922670513e7,94.2640037,2012,9.398544845887622e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1900,8.36608522270632e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1982,9.294490838747795e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1987,1.1148208575540733e8
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1992,9.469794603667086e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1995,8.87819868238278e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,1997,1.2058319296516913e8
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,2002,8.942861512494515e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,2008,7.570702455298206e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,2009,9.1503790359919e7
blended,CosineDist,150,cross_scenario,9.420321129724227e7,124.9732754,2012,9.32417107389602e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1900,8.982422617273802e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1982,9.562522021816462e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1987,1.1144628662241308e8
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1992,9.692872854970524e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1995,9.293640845622797e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,1997,1.1948132035684788e8
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,2002,9.287516048190148e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,2008,8.17683170590485e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,2009,9.422705220075849e7
blended,CosineDist,20,cross_scenario,9.733837739273429e7,8.3953768,2012,9.82710538095375e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1900,8.59263615896366e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1982,9.379723018657774e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1987,1.106313701107372e8
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1992,9.552724982437247e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1995,9.072905095676127e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,1997,1.189788173509103e8
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,2002,9.077845354260406e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,2008,7.84171142806351e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,2009,9.204713373715872e7
blended,CosineDist,50,cross_scenario,9.525704095688584e7,44.1337401,2012,9.5737627989465e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1900,8.2938605274539e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1982,9.404953884218505e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1987,1.1139814332876647e8
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1992,9.472605150117263e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1995,8.98173670758388e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,1997,1.2177988029553658e8
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,2002,8.92616787907314e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,2008,7.528005764721605e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,2009,9.2812149715871e7
blended,CosineDist,100,group_scenario,9.451832706611894e7,99.295256,2012,9.311979818933237e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1900,8.14442774574882e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1982,9.369807795124951e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1987,1.126719743586193e8
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1992,9.478322441939625e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1995,8.850565976081774e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,1997,1.246461487850558e8
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,2002,8.852172472791421e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,2008,7.300144142733534e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,2009,9.195133655437437e7
blended,CosineDist,150,group_scenario,9.421975056301528e7,162.1142056,2012,9.297364018790208e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1900,8.93558481273317e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1982,9.510076601359662e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1987,1.2994172058556488e8
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1992,9.630039716835994e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1995,8.88781324591627e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,1997,1.2732271872071198e8
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,2002,9.766326682229841e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,2008,7.869310421552263e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,2009,9.461051407238701e7
blended,CosineDist,20,group_scenario,9.945635306645429e7,8.9406537,2012,9.669706247960708e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1900,8.46893744076948e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1982,9.500625062728235e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1987,1.1454821679515795e8
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1992,9.394531074225432e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1995,9.019471405101234e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,1997,1.2603440170603946e8
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,2002,8.920395784460934e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,2008,7.704436872501704e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,2009,9.053723929904658e7
blended,CosineDist,50,group_scenario,9.559570348529327e7,26.6629472,2012,9.47532006548185e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1900,8.498156025917488e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1982,9.299366909973392e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1987,1.1155550119902238e8
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1992,9.538681889036211e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1995,8.927239637416808e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,1997,1.2068794752973324e8
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,2002,9.00336755903069e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,2008,7.700639220528847e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,2009,9.118158575762767e7
blended,CosineDist,100,per_scenario,9.469730546382202e7,99.7028196,2012,9.387350773280245e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1900,8.351145123540638e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1982,9.258021267668337e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1987,1.1196803202358651e8
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1992,9.481739941346069e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1995,8.866202143128723e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,1997,1.21561731547642e8
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,2002,8.940991142711766e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,2008,7.567645218429531e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,2009,9.085133211317715e7
blended,CosineDist,150,per_scenario,9.42465329669752e7,172.297097,2012,9.342678561709571e7
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1900,9.460676821055831e7
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1982,1.0637075078251305e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1987,1.1780700879369736e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1992,1.068220986550909e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1995,1.0171589917775574e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,1997,1.3306536853019299e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,2002,1.0190580312342937e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,2008,8.807470269905269e7
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,2009,1.0714188711441419e8
blended,CosineDist,20,per_scenario,1.0588502112301846e8,7.6343106,2012,1.0133992414347997e8
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1900,8.69255249168877e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1982,9.400127565807077e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1987,1.1214647202972421e8
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1992,9.634976281853163e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1995,9.014208152067669e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,1997,1.2016384000448881e8
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,2002,9.150425825324188e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,2008,7.856665544246604e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,2009,9.349492813927156e7
blended,CosineDist,50,per_scenario,9.579001851343839e7,37.1357411,2012,9.46053863510246e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1900,8.756198202215183e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1982,9.939093091670665e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1987,1.252123199828763e8
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1992,9.522546443245219e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1995,8.657431819827373e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,1997,1.413707225682709e8
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,2002,9.086927547661895e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,2008,7.16509891694696e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,2009,9.044387336586726e7
blended,SqEuclidean,100,cross_scenario,9.823863343245059e7,96.4588948,2012,9.408645819181837e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1900,8.296429671933687e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1982,9.252821574702187e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1987,1.1763951946262482e8
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1992,9.392967082873645e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1995,8.669612491611746e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,1997,1.2474375859636447e8
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,2002,8.964284413419822e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,2008,7.366809850584947e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,2009,8.92290740723984e7
blended,SqEuclidean,150,cross_scenario,9.454784822749387e7,132.9327752,2012,9.443687929229067e7
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1900,1.2433734252838206e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1982,1.2411816622253063e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1987,1.5746245844356298e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1992,1.0039754237119332e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1995,8.98972205763305e7
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,1997,1.7198788732394934e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,2002,1.0034043313627523e8
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,2008,7.028843576009887e7
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,2009,9.445797761247414e7
blended,SqEuclidean,20,cross_scenario,1.1346450476461771e8,7.6181065,2012,1.0135758367137992e8
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1900,1.0800824464561585e8
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1982,1.0344463815478905e8
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1987,1.354676876159343e8
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1992,9.515061068779093e7
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1995,8.563504348382191e7
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,1997,1.4599408004215413e8
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,2002,9.504129315426064e7
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,2008,7.170068544301403e7
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,2009,9.123538666721514e7
blended,SqEuclidean,50,cross_scenario,1.027010075967476e8,26.1466027,2012,9.533240607287998e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1900,8.337451843785754e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1982,9.37410930406613e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1987,1.1578952643112734e8
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1992,9.31406619426096e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1995,8.818995266144277e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,1997,1.2410773301325017e8
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,2002,8.86546257225232e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,2008,7.500954711115667e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,2009,8.988906686058837e7
blended,SqEuclidean,100,group_scenario,9.455944540742601e7,72.469329,2012,9.369772885304318e7
blended,SqEuclidean,150,group_scenario,9.399437326320922e7,166.4971032,1900,8.180089938115083e7
blended,SqEuclidean,150,group_scenario,9.399437326320922e7,166.4971032,1982,9.301995591797057e7
blended,SqEuclidean,150,group_scenario,9.399437326320922e7,166.4971032,1987,1.1303833223716107e8
blended,SqEuclidean,150,group_scenario,9.399437326320922e7,166.4971032,1992,9.415338772780707e7
blended,SqEuclidean,150,group_scenario,9.399437326320922e7,166.4971032,1995,8.795714766113392e7
