method,blended,month,learning_rate,avg_total_cost,time,time_with_dispatch,scenario,scenario_cost
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,1987,6.904681128453639e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,1992,6.995122343917662e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,1995,6.521439445371941e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,1997,6.626763380756322e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,2002,8.011799145414788e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,2008,7.128950341132168e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,2009,7.573257993513992e7
group_scenario,true,4,0.0001,7.156211983871956e7,24.9721156,48.000811999999996,2012,7.72953815888399e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,1982,6.714976979818751e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,1987,6.0667056024687245e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,1992,5.607007974981958e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,1995,6.345680232027844e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,1997,6.253741570160982e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,2002,5.7147397192787535e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,2008,6.291205752334123e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,2009,5.862303872280052e7
group_scenario,true,5,0.0001,6.07660393395147e7,23.4513456,46.1879707,2012,5.833073702212046e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,1982,8.388519400548038e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,1987,6.5125797158689395e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,1992,5.706157289028845e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,1995,6.059918419129995e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,1997,6.0498925651947945e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,2002,5.7478954301470056e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,2008,6.204718766029045e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,2009,6.081725788736448e7
group_scenario,true,6,0.0001,6.365246185246451e7,32.5380007,55.666444,2012,6.5358082925349526e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,1982,5.519145634111372e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,1987,6.472628176179911e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,1992,5.8689202858864e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,1995,5.862915033125739e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,1997,6.356404410890074e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,2002,5.6466093851433784e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,2008,5.697283107902078e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,2009,5.74079327882781e7
group_scenario,true,7,0.0001,5.865102769429355e7,30.6783532,53.7291869,2012,5.621225612797433e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,1982,6.523320568325883e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,1987,6.659855052791312e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,1992,6.1641995140522555e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,1995,5.828423902976802e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,1997,6.985514403631258e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,2002,7.147919800321761e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,2008,5.9485137360687286e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,2009,5.963645873437317e7
group_scenario,true,8,0.0001,6.5053086323169306e7,31.9576627,54.0606627,2012,7.326384839247063e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,1982,6.718978436040932e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,1987,6.331908649429731e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,1992,6.1398915479940146e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,1995,6.084084764640002e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,1997,6.4123833716183156e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,2002,6.714168093698254e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,2008,6.783359209509526e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,2009,6.450976521615085e7
group_scenario,true,9,0.0001,6.433045365125781e7,29.5807497,51.794008899999994,2012,6.261657691586174e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,1982,9.394707752529824e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,1987,1.1348315264015554e8
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,1992,9.630574068086696e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,1995,9.032671119003195e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,1997,1.2083579361460239e8
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,2002,9.17723181094549e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,2008,7.878938579502983e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,2009,9.359305395111945e7
per_scenario,true,1,0.0001,9.709327148516625e7,29.5008062,51.171036,2012,9.478620985993706e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,1982,7.038999658143148e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,1987,7.685276086645909e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,1992,7.681958435137394e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,1995,6.935749384125835e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,1997,7.576258062738599e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,2002,7.330147845783776e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,2008,6.601337235139387e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,2009,8.115791893760826e7
per_scenario,true,10,0.0001,7.383348341526578e7,22.5384495,42.651471099999995,2012,7.484616472264339e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,1982,7.581249855951981e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,1987,1.024003273409901e8
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,1992,8.274108098413348e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,1995,9.947443967093906e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,1997,8.217477139616178e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,2002,8.638348644355965e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,2008,8.804180237280613e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,2009,7.44316676909099e7
per_scenario,true,11,0.0001,8.663953146986248e7,21.8648402,40.613665600000004,2012,8.829570876974238e7
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,1982,1.1576273312783033e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,1987,1.2280687320136425e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,1992,9.588789210405093e7
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,1995,1.1156776030133718e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,1997,1.0551652232531482e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,2002,1.0369002866545197e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,2008,1.1092537408654758e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,2009,1.0375161721587262e8
per_scenario,true,12,0.0001,1.0820759797857317e8,25.6962507,42.958604199999996,2012,1.0395958077938893e8
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,1982,9.581096250746962e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,1987,1.0941975747686872e8
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,1992,9.822282531472377e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,1995,7.943031267695202e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,1997,7.773545708436963e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,2002,7.528581387296511e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,2008,9.074221381261635e7
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,2009,1.135969580899795e8
per_scenario,true,2,0.0001,9.357895730782135e7,24.5874694,44.488445299999995,2012,1.0196631493444753e8
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,1982,7.539483493580979e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,1987,1.0257945213564663e8
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,1992,7.201538047543636e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,1995,7.301654395975018e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,1997,8.210179286738315e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,2002,7.574759431716153e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,2008,7.848058128056097e7
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,2009,8.132089639365877e7
