method,blended,month,learning_rate,avg_total_cost,time,time_with_dispatch,scenario,scenario_cost
per_scenario,true,3,0.0001,7.980208850477386e7,23.7118886,45.2958709,2012,7.75617201775574e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,1982,6.921725647129014e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,1987,6.948687278860337e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,1992,7.018171218346006e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,1995,6.616211045486206e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,1997,6.740495601906398e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,2002,7.851364122178385e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,2008,7.143107494231488e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,2009,7.468483816900286e7
per_scenario,true,4,0.0001,7.158949975061843e7,26.4144349,49.7021545,2012,7.722303550518474e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,1982,6.744740951472196e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,1987,6.108316501731697e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,1992,5.587390214793258e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,1995,6.358768131246066e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,1997,6.16599493293014e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,2002,5.679180077061583e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,2008,6.400012241083664e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,2009,5.8676252515531495e7
per_scenario,true,5,0.0001,6.0807371710739054e7,19.9777928,41.8559517,2012,5.8146062377933964e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,1982,7.885341104671541e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,1987,6.376744071680534e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,1992,5.758746717022444e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,1995,6.0021996177139e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,1997,5.915215283606209e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,2002,5.6613219823875844e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,2008,6.071686455270444e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,2009,5.9912299394794375e7
per_scenario,true,6,0.0001,6.231309928359267e7,22.3163974,45.5442277,2012,6.419304183401315e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,1982,5.488326910154566e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,1987,6.643892307218188e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,1992,5.954316415371511e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,1995,5.95262942939924e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,1997,6.325065916801678e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,2002,5.6553066812073275e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,2008,5.595761658877062e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,2009,5.8304484583107084e7
per_scenario,true,7,0.0001,5.891742146118195e7,25.4494842,46.5185328,2012,5.579931537723477e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,1982,6.53688253485671e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,1987,6.518442030784452e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,1992,6.2071398176639035e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,1995,5.998940238405466e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,1997,6.587311285123454e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,2002,6.891979474977484e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,2008,6.230108479403326e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,2009,6.071482226209747e7
per_scenario,true,8,0.0001,6.432391724761075e7,27.4624773,49.7556134,2012,6.849239435425134e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,1982,6.639323011478778e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,1987,6.17550045541093e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,1992,5.917035181477682e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,1995,6.031987421606241e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,1997,6.307936546350918e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,2002,6.878549080106623e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,2008,7.176618972644928e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,2009,6.353618342405334e7
per_scenario,true,9,0.0001,6.395225948907949e7,24.1496374,45.4613892,2012,6.076464528690104e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,1982,9.356145740857969e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,1987,1.1084244578128365e8
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,1992,9.540514389369634e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,1995,9.024550144620837e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,1997,1.193740154712347e8
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,2002,9.057680768352407e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,2008,7.796918778857678e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,2009,9.161504601541659e7
cross_scenario,true,1,0.001,9.611031408211914e7,30.2892727,50.1343129,2012,9.540322125055206e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,1982,6.931972261919776e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,1987,7.57007695187146e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,1992,7.708986933960965e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,1995,6.798154343402278e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,1997,7.500867805461521e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,2002,7.19363853601248e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,2008,6.5000361976006165e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,2009,8.076888595885974e7
cross_scenario,true,10,0.001,7.316238691024593e7,30.6494521,51.305297100000004,2012,7.565526593106256e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,1982,7.679825786373189e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,1987,1.0138565944067049e8
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,1992,8.198172501741052e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,1995,9.578292193896438e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,1997,8.429520546294983e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,2002,8.60560683880502e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,2008,8.513873886620453e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,2009,7.455247839135772e7
cross_scenario,true,11,0.001,8.57381824450693e7,33.8284811,55.189751199999996,2012,8.565258663628419e7
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,1982,1.144954710023616e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,1987,1.255108458430206e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,1992,9.447109735772966e7
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,1995,1.1369403860830645e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,1997,1.0538252488493383e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,2002,1.0502106633764264e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,2008,1.0986179193273216e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,2009,1.0774716946490349e8
cross_scenario,true,12,0.001,1.0873605211005658e8,30.682682,50.8252345,2012,1.0244046355887887e8
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,1982,9.593530784604624e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,1987,1.1034051027161628e8
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,1992,9.549989471503463e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,1995,8.008758925933361e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,1997,7.67771123043939e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,2002,7.558037544046155e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,2008,8.77509856005745e7
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,2009,1.1469876652497022e8
cross_scenario,true,2,0.001,9.373452652527705e7,28.5410052,55.163531,2012,1.0694019676506244e8
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,1982,7.51218029843117e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,1987,1.0277289638696602e8
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,1992,7.12401059712458e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,1995,7.263151143261263e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,1997,8.164101911903685e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,2002,7.527495954799137e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,2008,7.979905267933089e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,2009,8.203774722154643e7
cross_scenario,true,3,0.001,7.972526234640461e7,27.7238144,49.9289012,2012,7.700826577459979e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,1982,7.169126074918905e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,1987,7.028323277072029e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,1992,7.004396310850213e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,1995,6.698988736294383e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,1997,6.828065002723081e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,2002,7.845233427174748e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,2008,7.06788793065581e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,2009,7.553599074172364e7
cross_scenario,true,4,0.001,7.218335621638407e7,28.1252431,50.4649004,2012,7.769400760884127e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,1982,6.706807218864288e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,1987,6.119656746183719e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,1992,5.501445531540588e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,1995,6.2331269984411485e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,1997,6.1921251265329875e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,2002,5.663381917143751e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,2008,6.4265382474132e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,2009,5.736862784971316e7
cross_scenario,true,5,0.001,6.0423675238181844e7,34.86339,56.3608062,2012,5.801363143272661e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,1982,7.157365666988629e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,1987,6.344462144856867e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,1992,6.002817567713622e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,1995,5.996965855296351e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,1997,5.92238787858513e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,2002,5.690267575687215e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,2008,6.077151569654129e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,2009,5.98054308863492e7
cross_scenario,true,6,0.001,6.171481660818689e7,31.2955733,55.0238174,2012,6.371373599951341e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,1982,5.496487753598316e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,1987,6.6962829039289474e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,1992,5.9951945377468124e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,1995,6.009170557244667e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,1997,6.270762015309781e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,2002,5.677118258760312e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,2008,5.554167775782283e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,2009,5.960137187005383e7
cross_scenario,true,7,0.001,5.919175916349525e7,31.1925319,53.9572057,2012,5.6132622577692255e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,1982,6.4430898942062095e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,1987,6.469360552773836e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,1992,6.160318018155359e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,1995,5.801526304409693e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,1997,6.81492243605702e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,2002,7.01427139024549e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,2008,5.976218758706101e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,2009,5.961311662384391e7
cross_scenario,true,8,0.001,6.411215858954571e7,30.0528336,53.490096,2012,7.059923713653049e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,1982,6.619180706411685e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,1987,6.23545267242562e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,1992,5.973248254559052e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,1995,6.10021006205474e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,1997,6.313941471080029e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,2002,6.751802434020314e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,2008,6.972659942045745e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,2009,6.421619311283074e7
cross_scenario,true,9,0.001,6.3929291318611234e7,29.250877,51.0733901,2012,6.148247332869853e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,1982,9.993684295941734e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,1987,1.3562571071982345e8
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,1992,9.687124738883448e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,1995,8.761036440132987e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,1997,1.370117702025078e8
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,2002,9.618272958346933e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,2008,7.350063978124318e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,2009,9.628521473329592e7
group_scenario,true,1,0.001,1.0183472486723283e8,29.7163832,49.6599471,2012,9.34880040351741e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,1982,6.983828620042278e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,1987,7.772835775617011e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,1992,7.684664061194628e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,1995,6.889801722771256e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,1997,7.517038199162304e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,2002,7.309881006676693e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,2008,6.565440090209791e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,2009,8.104027282163787e7
group_scenario,true,10,0.001,7.378183495364371e7,23.7384878,44.299049600000004,2012,7.576134700441584e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,1982,7.695290619586375e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,1987,1.0244772738440405e8
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,1992,8.310125668028799e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,1995,9.878390058452174e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,1997,8.332268649445477e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,2002,8.635577637590379e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,2008,8.490055362626524e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,2009,7.501599393578815e7
group_scenario,true,11,0.001,8.623975087203154e7,27.5051402,48.2577311,2012,8.52769565707944e7
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,1982,1.1325742771425873e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,1987,1.3261398351347609e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,1992,9.40266799265883e7
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,1995,1.1944297122359595e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,1997,1.0308908254416156e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,2002,1.0494771404661289e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,2008,1.0908643550494018e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,2009,1.0651134592930377e8
group_scenario,true,12,0.001,1.0937621736954124e8,25.3072677,45.1540959,2012,1.0141031592293379e8
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,1982,9.737724680807947e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,1987,1.0813204839598966e8
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,1992,9.545046485857926e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,1995,7.657132312650335e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,1997,7.384406290930265e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,2002,7.333503383341783e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,2008,8.996135841812839e7
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,2009,1.1798941605675304e8
group_scenario,true,2,0.001,9.25016551661632e7,29.9327166,50.9243515,2012,9.985394208871526e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,1982,7.585133246662092e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,1987,1.1107525432848819e8
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,1992,6.938019763528675e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,1995,7.066099353066005e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,1997,8.239876639732897e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,2002,7.502751227332899e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,2008,7.693868431740525e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,2009,8.116394920078984e7
group_scenario,true,3,0.001,8.005378823023206e7,26.7326568,50.728539600000005,2012,7.798740392217967e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,1982,6.91431870239997e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,1987,6.904511825457294e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,1992,6.995523500212117e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,1995,6.520233275678102e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,1997,6.625777241727099e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,2002,8.011772992532152e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,2008,7.127537137425017e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,2009,7.574399831125051e7
group_scenario,true,4,0.001,7.155833699131681e7,27.5776109,50.2165987,2012,7.728428785628328e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,1982,6.71800660497222e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,1987,6.066707941836488e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,1992,5.60722972600566e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,1995,6.346931292873031e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,1997,6.254745053119572e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,2002,5.714475613947952e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,2008,6.2912101359375134e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,2009,5.863761000439994e7
group_scenario,true,5,0.001,6.077406430788763e7,23.3296996,46.0635945,2012,5.833590507966435e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,1982,8.400847599262774e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,1987,6.5125183692193285e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,1992,5.7062380893645674e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,1995,6.057516367902947e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,1997,6.048197698353547e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,2002,5.7614054909304015e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,2008,6.215885979833767e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,2009,6.07765731962408e7
group_scenario,true,6,0.001,6.369170939836477e7,28.5102153,51.6059723,2012,6.5422715440368816e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,1982,5.509012731662293e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,1987,6.47493752048524e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,1992,5.8926001904793754e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,1995,5.868975861583333e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,1997,6.355518072740808e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,2002,5.6349990120027155e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,2008,5.6849908261879355e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,2009,5.746844857131784e7
group_scenario,true,7,0.001,5.864145350587691e7,30.3922593,55.5313313,2012,5.609429083015739e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,1982,6.5255074150946304e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,1987,6.6532030002168894e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,1992,6.166319776280956e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,1995,5.828913734877968e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,1997,6.977335349325639e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,2002,7.136106772175784e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,2008,5.947269198134561e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,2009,5.963564833243154e7
group_scenario,true,8,0.001,6.5023169581149936e7,26.0326687,47.7868827,2012,7.322632543685359e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,1982,6.718975538452913e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,1987,6.331906234773022e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,1992,6.140034008586638e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,1995,6.0842263945617564e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,1997,6.412382888686995e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,2002,6.714813408351907e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,2008,6.783357760715547e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,2009,6.45097410695838e7
group_scenario,true,9,0.001,6.433166149902189e7,30.6984774,54.2209407,2012,6.261825008032544e7
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,1982,9.415575011017194e7
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,1987,1.1282027081236184e8
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,1992,9.643690156150964e7
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,1995,9.05215157315383e7
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,1997,1.2010469137839153e8
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,2002,9.207324545495959e7
per_scenario,true,1,0.001,9.71473121415855e7,28.0696774,48.768688499999996,2008,7.927712484196222e7
