method,clustering,blended,month,num_periods,avg_total_cost,time,scenario,scenario_cost
cross_scenario,convex_hull,false,1,50,5.286315108628148e9,25.4759062,2008,2.975939200525691e8
cross_scenario,convex_hull,false,1,50,5.286315108628148e9,25.4759062,2009,3.4600764170370024e8
cross_scenario,convex_hull,false,1,50,5.286315108628148e9,25.4759062,2012,1.7521821548521752e9
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1900,3.238047487506096e10
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1982,4.2296825949566954e8
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1987,1.3112758080553148e10
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1992,1.139298832364211e10
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1995,9.724546570994165e9
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,1997,1.8952722704008682e10
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,2002,4.924280523757807e8
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,2008,2.7155502578145677e8
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,2009,1.6201657200073254e9
group_scenario,convex_hull,true,1,50,9.027993452987665e9,34.1096737,2012,1.9093269179573615e9
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1900,3.316278968261526e10
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1982,4.459034827750712e8
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1987,1.3003096920599787e10
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1992,1.1406143047714893e10
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1995,9.724581062961048e9
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,1997,1.9100956929249207e10
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,2002,4.860642367540006e8
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,2008,2.71595766068874e8
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,2009,1.6181498376856287e9
group_scenario,convex_hull,false,1,50,9.112861875668531e9,32.6828356,2012,1.9093377902615418e9
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1900,6.330476448923938e8
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1982,3.4933260871922344e8
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1987,6.266919234929339e9
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1992,1.396492026346101e10
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1995,7.666890704642628e9
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,1997,1.3674179915830223e10
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,2002,3.7552965117079324e8
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,2008,3.127863332421765e8
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,2009,3.718088731985566e8
per_scenario,convex_hull,true,1,50,4.405391979621386e9,28.9906392,2012,4.3850456612749684e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1900,7.070393533129656e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1982,3.4935454164497167e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1987,6.585067339631011e9
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1992,1.4296347024988111e10
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1995,7.66683741301681e9
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,1997,1.3679302586001364e10
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,2002,3.8644320125032383e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,2008,3.1267016447348523e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,2009,3.77939829157964e8
per_scenario,convex_hull,false,1,50,4.479952595965887e9,29.6914396,2012,4.38524506181865e8
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1900,4.7041383526330414e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1982,1.279940065387534e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1987,4.8869778581303535e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1992,2.2378047872421516e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1995,2.078784037495695e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,1997,5.060980517187969e10
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,2002,6.708466813818408e9
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,2008,1.1926142759446988e8
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,2009,6.03291957810036e9
cross_scenario,k_means,true,1,50,2.3315173078958458e10,37.6526221,2012,1.7804826789303867e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1900,8.39881788392187e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1982,2.4131842907992134e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1987,9.15693040213402e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1992,2.431027266100109e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1995,1.852029685855133e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,1997,9.06739974884092e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,2002,1.7902205700236343e10
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,2008,2.1030760753911295e9
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,2009,7.2632199192624445e9
cross_scenario,k_means,false,1,50,3.9732921661210144e10,28.1770523,2012,3.686682214069888e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1900,3.0233763713062542e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1982,1.1157948302461272e11
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1987,1.8853991845483136e11
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1992,1.08959276549314e11
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1995,4.656968379427129e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,1997,2.2420149211046997e11
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,2002,9.283353257012772e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,2008,1.6783175539549427e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,2009,5.282542685819344e10
group_scenario,k_means,true,1,50,9.790322036081828e10,23.4553414,2012,1.0650645099375027e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1900,1.587348654274199e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1982,2.45566242825043e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1987,3.694162209812165e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1992,1.1565257440073653e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1995,9.748327529255142e10
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,1997,3.588998416585508e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,2002,1.3817702518926688e11
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,2008,2.115658177965693e10
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,2009,9.217654996953392e10
group_scenario,k_means,false,1,50,1.742411921594865e11,23.2099011,2012,1.4514874407088876e11
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1900,1.29608160250527e11
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1982,8.16708860418921e10
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1987,2.3900476709665427e11
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1992,6.65809968755201e10
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1995,3.749697402146224e10
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,1997,2.0621570001770737e11
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,2002,6.895681868935593e10
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,2008,6.798272762295407e9
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,2009,2.200180108283849e10
per_scenario,k_means,true,1,50,9.252071011228711e10,26.6670989,2012,6.687272428461808e10
per_scenario,k_means,false,1,50,6.033313259910283e10,33.5048516,1900,2.9411920268156235e10
