method,distance,num_periods,clustering,avg_total_cost,time,scenario,scenario_cost
blended,CityBlock,20,per_scenario,9.879232274735916e7,7.8244494,1997,1.2585627774669625e8
blended,CityBlock,20,per_scenario,9.879232274735916e7,7.8244494,2002,9.441373273978586e7
blended,CityBlock,20,per_scenario,9.879232274735916e7,7.8244494,2008,7.97148556942267e7
blended,CityBlock,20,per_scenario,9.879232274735916e7,7.8244494,2009,9.925837857526165e7
blended,CityBlock,20,per_scenario,9.879232274735916e7,7.8244494,2012,9.58536496707583e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1900,8.344921514552808e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1982,9.629610536803724e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1987,1.1339273989351648e8
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1992,9.693513061249492e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1995,9.004321399297826e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,1997,1.2764894651792642e8
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,2002,9.027165726215258e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,2008,7.522709964547712e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,2009,9.462932017052951e7
blended,CityBlock,50,per_scenario,9.608349028961276e7,24.8721774,2012,9.294147428748688e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1900,8.393733417348462e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1982,9.305492976779151e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1987,1.1220259636336118e8
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1992,9.44799170917789e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1995,8.88573659036849e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,1997,1.203368591480529e8
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,2002,8.962846851951039e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,2008,7.646716346883719e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,2009,9.10048220738468e7
blended,CosineDist,100,cross_scenario,9.439325755926926e7,87.2547786,2012,9.396311908234423e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1900,8.363982244598293e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1982,9.295131689195776e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1987,1.1148602973407042e8
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1992,9.469125715163775e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1995,8.878020174560213e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,1997,1.2059826399333405e8
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,2002,8.941966749867593e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,2008,7.56924179318734e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,2009,9.151011416775939e7
blended,CosineDist,150,cross_scenario,9.420024155211478e7,112.2645107,2012,9.323332396025404e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1900,8.983139930428143e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1982,9.563077225497064e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1987,1.1143704787126797e8
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1992,9.693345616963145e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1995,9.294121640503325e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,1997,1.1949728583954132e8
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,2002,9.288813746040252e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,2008,8.177374285240579e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,2009,9.42321548682136e7
blended,CosineDist,20,cross_scenario,9.734422230397236e7,8.6004071,2012,9.827701001397562e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1900,8.592400610723919e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1982,9.379369480232504e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1987,1.105815004114698e8
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1992,9.552814585432108e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1995,9.07290845451087e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,1997,1.189380013512169e8
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,2002,9.077656721226737e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,2008,7.841627859027803e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,2009,9.204686905911718e7
blended,CosineDist,50,cross_scenario,9.52472704697499e7,42.4878186,2012,9.57385567641556e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1900,8.293826584505984e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1982,9.404739232467397e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1987,1.1139787157477114e8
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1992,9.472720300278471e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1995,8.981540745267466e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,1997,1.2178149053266108e8
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,2002,8.92616045674754e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,2008,7.527846619582197e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,2009,9.281108767550832e7
blended,CosineDist,100,group_scenario,9.451783558165693e7,95.3071162,2012,9.31195666451382e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1900,8.144048667865226e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1982,9.369782653857996e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1987,1.1266853173041902e8
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1992,9.47836079177832e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1995,8.850789387625468e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,1997,1.2464258540541196e8
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,2002,8.852060875326228e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,2008,7.300460179004087e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,2009,9.195000448618144e7
blended,CosineDist,150,group_scenario,9.421915630015646e7,150.2564622,2012,9.29754158249789e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1900,8.931592552474006e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1982,9.51190877377021e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1987,1.3008504513938177e8
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1992,9.631871889246547e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1995,8.887813245916268e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,1997,1.2733338683127008e8
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,2002,9.77204341818744e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,2008,7.869310421552275e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,2009,9.463185029350781e7
blended,CosineDist,20,group_scenario,9.947927477552341e7,8.7405698,2012,9.669706247960699e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1900,8.468937119133721e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1982,9.503535186960927e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1987,1.1455905078918439e8
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1992,9.39453267515523e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1995,9.019471987476256e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,1997,1.2610407899916899e8
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,2002,8.920396045200273e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,2008,7.704436872501707e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,2009,9.05372432101368e7
blended,CosineDist,50,group_scenario,9.56066672517589e7,27.389565,2012,9.475320065481779e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1900,8.498323356242946e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1982,9.299247326782307e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1987,1.1156072024219587e8
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1992,9.5389382692404e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1995,8.926777205628423e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,1997,1.2069743574239153e8
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,2002,9.003014096906027e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,2008,7.699808185640047e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,2009,9.117857718778807e7
blended,CosineDist,100,per_scenario,9.469669342891908e7,105.7785016,2012,9.386911671241376e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1900,8.351272779311961e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1982,9.258002112643345e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1987,1.1196223023270199e8
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1992,9.481698017688909e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1995,8.866150886425404e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,1997,1.2156898609467995e8
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,2002,8.940670565389103e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,2008,7.567597814109553e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,2009,9.085118683478737e7
blended,CosineDist,150,per_scenario,9.424632126531242e7,169.8445847,2012,9.342688773527214e7
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1900,9.460663869868976e7
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1982,1.064021253198832e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1987,1.1788039051601249e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1992,1.0685289384326816e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1995,1.0171669543932879e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,1997,1.3317338515850091e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,2002,1.0190606619361371e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,2008,8.807479214846724e7
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,2009,1.0717071333954155e8
blended,CosineDist,20,per_scenario,1.0591239020627755e8,7.0847027,2012,1.0134020140546969e8
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1900,8.690073173783453e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1982,9.400127395878568e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1987,1.1216444422973457e8
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1992,9.634438368716525e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1995,9.014206962568331e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,1997,1.2015124902638331e8
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,2002,9.150722275069702e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,2008,7.856665544246596e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,2009,9.348508482819213e7
blended,CosineDist,50,per_scenario,9.578633559563462e7,37.8417738,2012,9.46002406694045e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1900,8.745561637786515e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1982,9.942348168946323e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1987,1.2515446272785643e8
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1992,9.522131367542332e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1995,8.659195182465784e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,1997,1.4135261125326467e8
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,2002,9.081008826790679e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,2008,7.160535697696428e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,2009,9.04921906714149e7
blended,SqEuclidean,100,cross_scenario,9.821651091516155e7,90.3265058,2012,9.405803568679874e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1900,8.296409004188596e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1982,9.252865997009277e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1987,1.1763417618170583e8
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1992,9.392930740519623e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1995,8.669618349663267e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,1997,1.2474166999833739e8
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,2002,8.963686049996208e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,2008,7.366770425772284e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,2009,8.922817289896244e7
blended,SqEuclidean,150,cross_scenario,9.454638146589482e7,156.3062277,2012,9.44369899084501e7
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1900,1.2433911047983012e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1982,1.2397046585317889e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1987,1.573390261668367e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1992,1.0040332949228847e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1995,8.98992857183924e7
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,1997,1.7176311678540456e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,2002,1.003310116683934e8
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,2008,7.028810989924376e7
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,2009,9.442891479075703e7
blended,SqEuclidean,20,cross_scenario,1.1340864831547025e8,7.5939408,2012,1.0132411230037713e8
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1900,1.0799963106879945e8
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1982,1.0343771780223086e8
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1987,1.3539818921992773e8
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1992,9.515666354067194e7
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1995,8.563985022934884e7
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,1997,1.4601715827302963e8
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,2002,9.503862728728902e7
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,2008,7.170329503936625e7
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,2009,9.122681075276902e7
blended,SqEuclidean,50,cross_scenario,1.0269547793616787e8,24.3349899,2012,9.533683614824602e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1900,8.337908710324943e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1982,9.374104573540938e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1987,1.1579602592482692e8
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1992,9.314074260534264e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1995,8.818923173751232e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,1997,1.2411538468262571e8
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,2002,8.865309498768339e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,2008,7.500800915055797e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,2009,8.988947249459662e7
blended,SqEuclidean,100,group_scenario,9.456085784603891e7,74.5804455,2012,9.369648403858463e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1900,8.180076663497117e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1982,9.301996358180664e7
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1987,1.1303841691304451e8
blended,SqEuclidean,150,group_scenario,9.399464927511865e7,146.3269879,1992,9.415307877768019e7
