rp,clustering,seed,num_periods,investment_cost,data,windon,windoff,solar
per,k_means,2889623452,800,4.08773e9,blended,2.6022735414282e7,9.993373349933e6,2.5570609130373e7
per,k_means,3011269584,800,4.0867e9,blended,2.6019934464707e7,9.983940350945e6,2.5579912318174e7
per,k_means,3664645650,800,4.081e9,blended,2.6020226677481e7,9.941762400317999e6,2.5560321305722002e7
per,k_means,3840754868,800,4.08716e9,blended,2.6020833769062e7,9.986973881953e6,2.5580724323018e7
per,k_means,4064985653,800,4.08096e9,blended,2.601934712281e7,9.942676253039999e6,2.5557945319027e7
per,k_means,4280644831,800,4.08263e9,blended,2.6021183438859e7,9.953220029268999e6,2.5565543159366e7
per,k_means,856316037,800,4.08233e9,blended,2.6026948104866e7,9.949548474891998e6,2.5556747395103e7
cross,conical_bounded,1,100,3.80354e9,extreme,2.5387596895216e7,8.697536355544e6,2.3244049704056002e7
cross,conical_bounded,1,20,4.20906e9,extreme,2.6018311384953e7,1.1e7,2.560410323225e7
cross,conical_bounded,1,200,3.46738e9,extreme,2.4232793552142e7,7.433671192741e6,2.0463272674992006e7
cross,conical_bounded,1,400,3.13506e9,extreme,2.2682386418274e7,6.197230067733001e6,1.858957319169e7
cross,conical_bounded,1,50,3.89963e9,extreme,2.5321043695706e7,9.017148736801999e6,2.5077493688644003e7
cross,conical_bounded,1,800,2.81322e9,extreme,2.0444650705507e7,5.528353187173999e6,1.6590651716026997e7
cross,convex_hull,1,100,3.85168e9,extreme,2.5109354746746e7,9.262108132805e6,2.3304080459250003e7
cross,convex_hull,1,20,4.20812e9,extreme,2.6020405230016e7,1.1e7,2.5571845789753005e7
cross,convex_hull,1,200,3.4268e9,extreme,2.408891413835e7,7.193905384237e6,2.0441613945988003e7
cross,convex_hull,1,400,3.10731e9,extreme,2.2727190709157e7,5.934456485891e6,1.8596957370425e7
cross,convex_hull,1,50,3.93337e9,extreme,2.5340283292884e7,9.275127144651001e6,2.5117378255433e7
cross,convex_hull,1,800,2.80399e9,extreme,2.0325313185257003e7,5.511128108874e6,1.6650671130103e7
per,conical_bounded,1,100,3.78871e9,extreme,2.5160695814813998e7,8.809212759337e6,2.2933862735501003e7
per,conical_bounded,1,20,4.20677e9,extreme,2.6018453949511e7,1.1e7,2.5536971349861998e7
per,conical_bounded,1,200,3.48519e9,extreme,2.4224159221145e7,7.607496927702e6,2.0395280143896002e7
per,conical_bounded,1,400,3.12836e9,extreme,2.289282942543e7,6.020387492907e6,1.8537032299221e7
per,conical_bounded,1,50,3.91281e9,extreme,2.5447816113672e7,9.045756902663e6,2.5076051504357e7
per,conical_bounded,1,800,2.86667e9,extreme,2.0661031988938004e7,5.846420162884999e6,1.6550751272305997e7
per,convex_hull,1,100,3.79371e9,extreme,2.5129993512417e7,8.779142774083e6,2.3253407359751e7
per,convex_hull,1,20,4.20626e9,extreme,2.601742071716e7,1.1e7,2.5524419091603e7
per,convex_hull,1,200,3.46304e9,extreme,2.4066527467951e7,7.538013378199001e6,2.0347571701716006e7
per,convex_hull,1,400,3.16106e9,extreme,2.2670836976935e7,6.438830138211999e6,1.8530259318037e7
per,convex_hull,1,50,3.90357e9,extreme,2.5314510428726e7,9.06680787518e6,2.5033907024139002e7
per,convex_hull,1,800,2.86587e9,extreme,2.0352563313725002e7,6.035232613947e6,1.6564032960011e7
cross,k_medoids,1005471400,100,3.79937e9,extreme,2.5141761801167e7,8.796828183895001e6,2.333008820845e7
cross,k_medoids,1262311769,100,3.81424e9,extreme,2.5087138284598e7,8.961582597358001e6,2.3311950589743003e7
cross,k_medoids,1400059389,100,3.79752e9,extreme,2.5088364409244e7,8.804342916538e6,2.3370466342015002e7
cross,k_medoids,1693313909,100,3.82624e9,extreme,2.5134809335721e7,9.01278980403e6,2.3375414445735e7
cross,k_medoids,2483487299,100,3.78575e9,extreme,2.5090719901237e7,8.708723511079e6,2.3355629535632e7
cross,k_medoids,2529186237,100,3.80753e9,extreme,2.5176307648074e7,8.820252895102e6,2.3408247270313002e7
cross,k_medoids,2910484191,100,3.80822e9,extreme,2.517759903621e7,8.849832978103e6,2.3322273053271998e7
cross,k_medoids,2931455462,100,3.81469e9,extreme,2.5292416174804e7,8.838807055870999e6,2.3290704277067997e7
cross,k_medoids,3631457564,100,3.8021e9,extreme,2.5092586573437e7,8.852430622691e6,2.3326603654276002e7
cross,k_medoids,472808301,100,3.79411e9,extreme,2.5144669779292e7,8.760064346309999e6,2.3298538377035e7
cross,k_medoids,1516602964,20,4.21013e9,extreme,2.6020055508428e7,1.1e7,2.5631421105058998e7
cross,k_medoids,1886534858,20,4.20879e9,extreme,2.6025418304514e7,1.1e7,2.5580264910658e7
cross,k_medoids,2317698438,20,4.20902e9,extreme,2.6024947908215e7,1.1e7,2.5588053901307e7
cross,k_medoids,2466700586,20,4.20955e9,extreme,2.6026438364987e7,1.1e7,2.5600012050937e7
cross,k_medoids,2692059346,20,4.20844e9,extreme,2.6030909900659e7,1.1e7,2.5557609534877e7
cross,k_medoids,3032526906,20,4.20779e9,extreme,2.6042092267531e7,1.1e7,2.5513407362413e7
cross,k_medoids,3214418042,20,4.2094e9,extreme,2.602032658648e7,1.1e7,2.5609310322486002e7
cross,k_medoids,3217763985,20,4.20988e9,extreme,2.6020361573366e7,1.1012446278609e7,2.5580036082802e7
cross,k_medoids,3272403283,20,4.20905e9,extreme,2.6019987838832e7,1.1e7,2.5600012050937e7
cross,k_medoids,408956147,20,4.20952e9,extreme,2.6029135658567e7,1.1e7,2.5592989910697002e7
cross,k_medoids,1040218444,200,3.54734e9,extreme,2.4155148106271002e7,8.176964562433e6,2.0375074371549003e7
cross,k_medoids,1498923158,200,3.38254e9,extreme,2.4046734991783e7,6.860848039291999e6,2.0408978105958004e7
cross,k_medoids,1571330722,200,3.44237e9,extreme,2.4060944369093e7,7.345771730999e6,2.0428380357688002e7
cross,k_medoids,2110474755,200,3.48584e9,extreme,2.4124889741877e7,7.651065455044e6,2.0485703152846e7
cross,k_medoids,2358156674,200,3.38843e9,extreme,2.4142715136624e7,6.844456006984999e6,2.0421460599295e7
cross,k_medoids,2454944798,200,3.45343e9,extreme,2.4281737238476e7,7.288001846618e6,2.0454545265520003e7
cross,k_medoids,3126457023,200,3.4488e9,extreme,2.42053126768e7,7.299908904878999e6,2.0450545266098e7
cross,k_medoids,4093639103,200,3.39663e9,extreme,2.4241951958178002e7,6.836947337567001e6,2.0463008095623e7
cross,k_medoids,4109171108,200,3.48905e9,extreme,2.4120971861471e7,7.700595578325e6,2.0415329903759003e7
cross,k_medoids,535977374,200,3.56575e9,extreme,2.4171533418047e7,8.296297925579e6,2.0457969766055003e7
cross,k_medoids,2427280835,400,3.13856e9,extreme,2.2888523978743e7,6.080291969335999e6,1.8634977932802e7
cross,k_medoids,2619392602,400,3.287e9,extreme,2.2895330530993003e7,7.314035536622999e6,1.8640649278284002e7
cross,k_medoids,2782517393,400,3.10118e9,extreme,2.2665168828550003e7,5.920471794699e6,1.8606722650876e7
cross,k_medoids,312313452,400,3.15373e9,extreme,2.2658347539660998e7,6.360159109037001e6,1.8619405090765e7
cross,k_medoids,31988942,400,3.20228e9,extreme,2.2804945525960002e7,6.6692183182890015e6,1.8625283159409e7
cross,k_medoids,3299859308,400,3.18186e9,extreme,2.2670756577645995e7,6.587522197709e6,1.8617705317057e7
cross,k_medoids,3416848122,400,3.19768e9,extreme,2.2658057864955e7,6.731714759406001e6,1.8604449131688e7
cross,k_medoids,4200777459,400,3.21506e9,extreme,2.2977895384999998e7,6.673159315531e6,1.8594255794323e7
cross,k_medoids,562750908,400,3.14036e9,extreme,2.2758527400369e7,6.180943585959001e6,1.8629159326705e7
cross,k_medoids,938822533,400,3.14148e9,extreme,2.2643620298538998e7,6.266597769764e6,1.8622080188366e7
cross,k_medoids,123456789,50,3.90011e9,extreme,2.5319743441486e7,8.981047154835999e6,2.5220436067895e7
cross,k_medoids,1286268702,50,3.90058e9,extreme,2.5325754284553e7,8.969828870328002e6,2.5259735935089e7
cross,k_medoids,1308502331,50,4.02187e9,extreme,2.5320708647191e7,1.0007337329672998e7,2.5185701723674e7
cross,k_medoids,1573928461,50,3.95898e9,extreme,2.5442687059331e7,9.380459511981e6,2.5265000717095997e7
cross,k_medoids,1991051616,50,3.94571e9,extreme,2.5449825314225e7,9.280885864283e6,2.5209841345606e7
cross,k_medoids,2678701235,50,3.9024e9,extreme,2.5338861358914e7,9.005457418704e6,2.5158910963985e7
cross,k_medoids,3861234567,50,3.91854e9,extreme,2.5341242300142e7,9.120901188145999e6,2.5221015542861e7
cross,k_medoids,477073181,50,3.8947e9,extreme,2.5316245027693e7,8.955029488196e6,2.5161432386428e7
cross,k_medoids,876543210,50,4.03868e9,extreme,2.5538399247541e7,1.0004986340543998e7,2.5193016718364e7
cross,k_medoids,987654321,50,3.90874e9,extreme,2.5317300822094e7,9.067460441635e6,2.5175946476414002e7
cross,k_medoids,1090113321,800,2.89414e9,extreme,2.0655523668991e7,6.047817851188e6,1.6660827777727e7
cross,k_medoids,1155602729,800,2.87213e9,extreme,2.0473245264899004e7,5.986763274079001e6,1.6643445207203003e7
cross,k_medoids,2122787014,800,2.82389e9,extreme,2.0401761270204004e7,5.632939127869999e6,1.6633309313575998e7
cross,k_medoids,2889623452,800,2.857e9,extreme,2.0633697692557003e7,5.764050335085001e6,1.6617926483123997e7
cross,k_medoids,3011269584,800,2.86577e9,extreme,2.0552344253577005e7,5.886338743603e6,1.6630071396262e7
cross,k_medoids,3664645650,800,2.89124e9,extreme,2.0387093565818004e7,6.220508045987e6,1.6578897699920999e7
cross,k_medoids,3840754868,800,2.8337e9,extreme,2.0388929230903e7,5.7247797846760005e6,1.6627707002916e7
cross,k_medoids,4064985653,800,2.90875e9,extreme,2.0630456044445004e7,6.1767179855039995e6,1.6693338395565e7
cross,k_medoids,4280644831,800,2.86534e9,extreme,2.053210046682e7,5.890327451551999e6,1.6649237062346e7
cross,k_medoids,856316037,800,2.88396e9,extreme,2.061281926091901e7,6.002691534646001e6,1.6618042150790999e7
cross,k_means,1005471400,100,3.7915e9,extreme,2.5085734185645e7,8.636306684158001e6,2.3786943938365e7
cross,k_means,1262311769,100,3.79171e9,extreme,2.5086356332504e7,8.637261341022e6,2.3788202782523002e7
cross,k_means,1400059389,100,3.79251e9,extreme,2.5086321952561e7,8.636634153733e6,2.3813820725371e7
cross,k_means,1693313909,100,3.79193e9,extreme,2.5085858749866e7,8.635710691514e6,2.3801305498188e7
cross,k_means,2483487299,100,3.7928e9,extreme,2.508785747681e7,8.633225732828e6,2.383055129436e7
cross,k_means,2529186237,100,3.79033e9,extreme,2.5088168571498e7,8.633543131194001e6,2.3756982764512997e7
cross,k_means,2910484191,100,3.79126e9,extreme,2.5085484257995e7,8.634852525398001e6,2.3785384326188e7
cross,k_means,2931455462,100,3.79114e9,extreme,2.5087321491568e7,8.635317838992e6,2.3776384342867e7
cross,k_means,3631457564,100,3.79072e9,extreme,2.5088726946405e7,8.635782581335e6,2.3759311554053e7
cross,k_means,472808301,100,3.79218e9,extreme,2.5086106108308e7,8.635280130739e6,2.3809468412777003e7
cross,k_means,1516602964,20,4.21202e9,extreme,2.6017778841863e7,1.1e7,2.5691473075867e7
cross,k_means,1886534858,20,4.21272e9,extreme,2.6018298635771e7,1.1e7,2.5710537241535e7
cross,k_means,2317698438,20,4.2129e9,extreme,2.6017878105326e7,1.1e7,2.5716802901752003e7
cross,k_means,2466700586,20,4.21385e9,extreme,2.6018258447717e7,1.1e7,2.5743776442222e7
cross,k_means,2692059346,20,4.21232e9,extreme,2.6018187861857e7,1.1e7,2.5699375119393e7
cross,k_means,3032526906,20,4.21256e9,extreme,2.6018437891956e7,1.1e7,2.5705707956001e7
cross,k_means,3214418042,20,4.21323e9,extreme,2.6018298871843e7,1.1e7,2.5725398240729e7
cross,k_means,3217763985,20,4.21359e9,extreme,2.6017453444431e7,1.1e7,2.5737983984975e7
cross,k_means,3272403283,20,4.21307e9,extreme,2.6018620865902e7,1.1e7,2.5720190297888998e7
cross,k_means,408956147,20,4.21329e9,extreme,2.6018380483233e7,1.1e7,2.5727118950437002e7
cross,k_means,1040218444,200,3.35038e9,extreme,2.4015984594023e7,6.516910065398e6,2.0741000081928004e7
cross,k_means,1498923158,200,3.35067e9,extreme,2.4008186589733e7,6.516787520722e6,2.0767378597745005e7
cross,k_means,1571330722,200,3.34997e9,extreme,2.4010562150922e7,6.514704435111e6,2.0749002402139004e7
cross,k_means,2110474755,200,3.35233e9,extreme,2.4009272206792e7,6.521515748113e6,2.0796646465431e7
cross,k_means,2358156674,200,3.34894e9,extreme,2.4013284445491e7,6.515194382247e6,2.0710928052128002e7
cross,k_means,2454944798,200,3.3507e9,extreme,2.402373686967e7,6.509482260528e6,2.0758592668309e7
cross,k_means,3126457023,200,3.34865e9,extreme,2.4010296155952998e7,6.514532763615e6,2.0711625486883003e7
cross,k_means,4093639103,200,3.35063e9,extreme,2.4010779103910998e7,6.515881498738e6,2.0763412846576e7
cross,k_means,4109171108,200,3.34865e9,extreme,2.4011880171485e7,6.51545984052e6,2.0704775088545002e7
cross,k_means,535977374,200,3.35038e9,extreme,2.4009354705773998e7,6.515756778538e6,2.0759742796738e7
cross,k_means,2427280835,400,3.06476e9,extreme,2.2563869887647e7,5.564021994528e6,1.9017200360224e7
cross,k_means,2619392602,400,3.06506e9,extreme,2.256055603683e7,5.569497552546e6,1.9014378285721e7
cross,k_means,2782517393,400,3.06529e9,extreme,2.2561926473845e7,5.556843927569e6,1.9062135409014e7
cross,k_means,312313452,400,3.06454e9,extreme,2.2567199918882e7,5.561638620320001e6,1.9011459620737e7
cross,k_means,31988942,400,3.06363e9,extreme,2.2561399047463004e7,5.562038689235e6,1.8996629975947e7
cross,k_means,3299859308,400,3.06436e9,extreme,2.2562481808192e7,5.558988508946001e6,1.9026153326048e7
cross,k_means,3416848122,400,3.06255e9,extreme,2.2562033783382002e7,5.559259944702e6,1.8973541069732e7
cross,k_means,4200777459,400,3.06473e9,extreme,2.2568564422952e7,5.563649098261001e6,1.900698588505e7
cross,k_means,562750908,400,3.06467e9,extreme,2.2560777359407e7,5.566363892054e6,1.9013249521278e7
cross,k_means,938822533,400,3.06405e9,extreme,2.2561071575656e7,5.557088744428e6,1.9026977084408e7
cross,k_means,123456789,50,3.8978e9,extreme,2.5315241005805e7,8.940534717101999e6,2.5304393404765997e7
cross,k_means,1286268702,50,3.89705e9,extreme,2.531666946593e7,8.939236203076e6,2.5283865044572998e7
cross,k_means,1308502331,50,3.89867e9,extreme,2.5315629856939e7,8.940596656954e6,2.5328696024437997e7
cross,k_means,1573928461,50,3.89754e9,extreme,2.5316077824646e7,8.940186096017e6,2.5296329632740002e7
cross,k_means,1991051616,50,3.8986e9,extreme,2.5315482777375e7,8.941341970867999e6,2.5324448356277e7
cross,k_means,2678701235,50,3.89752e9,extreme,2.531440114907e7,8.941005490240999e6,2.5296475967067e7
cross,k_means,3861234567,50,3.89803e9,extreme,2.5314716149615e7,8.939890114837e6,2.5314749492538e7
cross,k_means,477073181,50,3.8978e9,extreme,2.5316907677053e7,8.941415532923e6,2.529778258576e7
cross,k_means,876543210,50,3.89801e9,extreme,2.531644922117e7,8.939915893329998e6,2.530992704589e7
cross,k_means,987654321,50,3.89849e9,extreme,2.5315594450833e7,8.939801252317e6,2.5326243581644e7
cross,k_means,1090113321,800,2.74854e9,extreme,2.0137014224234e7,5.003905790560999e6,1.7228765586965e7
cross,k_means,1155602729,800,2.74735e9,extreme,2.0147180910163004e7,4.9840355299660005e6,1.7240504111224e7
cross,k_means,2122787014,800,2.74698e9,extreme,2.0135692797512002e7,4.991643965297e6,1.7229099318247996e7
cross,k_means,2889623452,800,2.75246e9,extreme,2.016019977369e7,5.022358603332e6,1.722621127337e7
cross,k_means,3011269584,800,2.74795e9,extreme,2.0134627441960998e7,4.993462420659999e6,1.7253389856485996e7
cross,k_means,3664645650,800,2.74622e9,extreme,2.0130223757905003e7,4.985264268166e6,1.7241509407953996e7
cross,k_means,3840754868,800,2.74861e9,extreme,2.0125077163709007e7,4.995557265449e6,1.7286669306566e7
cross,k_means,4064985653,800,2.74511e9,extreme,2.0138291794763003e7,4.97874165332e6,1.7213780646178998e7
cross,k_means,4280644831,800,2.74857e9,extreme,2.0129099578178003e7,5.007939622397e6,1.7233255856662e7
cross,k_means,856316037,800,2.74729e9,extreme,2.0127296220133007e7,4.999563044384999e6,1.7229182436920997e7
per,k_medoids,1005471400,100,3.7827e9,extreme,2.5156010811682995e7,8.745621257931001e6,2.2991121646991e7
per,k_medoids,1262311769,100,3.76018e9,extreme,2.5227122542685e7,8.520431076925e6,2.2960413658364e7
per,k_medoids,1400059389,100,3.77042e9,extreme,2.5084819823658995e7,8.699813653590001e6,2.2953662253461998e7
per,k_medoids,1693313909,100,3.75932e9,extreme,2.5104394506132998e7,8.586132793264e6,2.2982617607640002e7
per,k_medoids,2483487299,100,3.84971e9,extreme,2.5157427725860998e7,9.294452388237e6,2.3025719947472997e7
per,k_medoids,2529186237,100,3.749e9,extreme,2.5093235550225995e7,8.502372186993001e6,2.2999540942058e7
per,k_medoids,2910484191,100,3.74867e9,extreme,2.5087378534683995e7,8.501366982238002e6,2.3006519968096e7
per,k_medoids,2931455462,100,3.8165e9,extreme,2.5129318332860995e7,9.042396184592e6,2.3000949571666e7
per,k_medoids,3631457564,100,3.7792e9,extreme,2.5199241974317998e7,8.708435466603e6,2.2921527116339996e7
per,k_medoids,472808301,100,3.76659e9,extreme,2.5203835835899e7,8.578412091129e6,2.2997316337072e7
per,k_medoids,1516602964,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,1886534858,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,2317698438,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,2466700586,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,2692059346,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,3032526906,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,3214418042,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,3217763985,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,3272403283,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,408956147,20,4.20736e9,extreme,2.6021564838469e7,1.1e7,2.5547261990656e7
per,k_medoids,1040218444,200,3.46966e9,extreme,2.4135189950151e7,7.518770974324e6,2.0452881218868002e7
per,k_medoids,1498923158,200,3.57665e9,extreme,2.4249591552465998e7,8.346734131412e6,2.0423884462897e7
per,k_medoids,1571330722,200,3.39778e9,extreme,2.412774258738e7,6.920699163745e6,2.0461741002083004e7
per,k_medoids,2110474755,200,3.43927e9,extreme,2.4116670625053998e7,7.280315187746001e6,2.0440804272502e7
per,k_medoids,2358156674,200,3.47067e9,extreme,2.4192187913066e7,7.498304081731001e6,2.0425119029203e7
per,k_medoids,2454944798,200,3.35791e9,extreme,2.4074595270005e7,6.639520601482e6,2.0400656562119003e7
per,k_medoids,3126457023,200,3.46892e9,extreme,2.4198343293237e7,7.495847015147001e6,2.0369010478584003e7
per,k_medoids,4093639103,200,3.4208e9,extreme,2.4137437553386e7,7.125612869949001e6,2.0395721914683003e7
per,k_medoids,4109171108,200,3.46677e9,extreme,2.4102295073218e7,7.530665270960999e6,2.0401133785948e7
per,k_medoids,535977374,200,3.44337e9,extreme,2.4071461032341e7,7.339324782075001e6,2.0456472936799e7
per,k_medoids,2427280835,400,3.14028e9,extreme,2.2765842934076e7,6.19029021739e6,1.8577878258426003e7
per,k_medoids,2619392602,400,3.19187e9,extreme,2.271539976355e7,6.639055062145e6,1.8629067540781e7
per,k_medoids,2782517393,400,3.17819e9,extreme,2.2724059292450003e7,6.534794458028e6,1.8574646052283e7
per,k_medoids,312313452,400,3.17402e9,extreme,2.2776915155506e7,6.45310080748e6,1.861906909819e7
per,k_medoids,31988942,400,3.15316e9,extreme,2.2913583610505e7,6.188593524197e6,1.8625973650089998e7
per,k_medoids,3299859308,400,3.12146e9,extreme,2.268820786818e7,6.071961017538001e6,1.8617362689289e7
per,k_medoids,3416848122,400,3.17198e9,extreme,2.2831473706853002e7,6.405591886575e6,1.8602437221987996e7
per,k_medoids,4200777459,400,3.14241e9,extreme,2.2688089439034e7,6.248085452362e6,1.8613631828260995e7
per,k_medoids,562750908,400,3.17e9,extreme,2.2751000667937003e7,6.444615020109e6,1.8589962190426e7
per,k_medoids,938822533,400,3.17751e9,extreme,2.2732912935753e7,6.507239613013001e6,1.8631042910498e7
per,k_medoids,123456789,50,3.90259e9,extreme,2.5322355939623e7,8.992821844439998e6,2.5245761466788e7
per,k_medoids,1286268702,50,3.90458e9,extreme,2.5317663683903e7,9.021351350155e6,2.5214628510122e7
per,k_medoids,1308502331,50,3.8936e9,extreme,2.53191373398e7,8.941403714389998e6,2.5170407390276e7
per,k_medoids,1573928461,50,3.9022e9,extreme,2.5372548831191998e7,8.968427319641e6,2.5206274800916e7
per,k_medoids,1991051616,50,3.937e9,extreme,2.5317655553662e7,9.282656399927e6,2.5247820553096004e7
per,k_medoids,2678701235,50,3.91534e9,extreme,2.5552388520772e7,8.968202922778e6,2.5184555215501e7
per,k_medoids,3861234567,50,3.89371e9,extreme,2.5323818153572e7,8.939331308296999e6,2.517037896991e7
per,k_medoids,477073181,50,3.89938e9,extreme,2.5320785548588e7,8.995934901162e6,2.5144736351777e7
per,k_medoids,876543210,50,3.89683e9,extreme,2.5325516982593e7,8.941205509048e6,2.525088090996e7
per,k_medoids,987654321,50,3.93891e9,extreme,2.5406065994570002e7,9.259399921745999e6,2.5185271457785003e7
per,k_medoids,1090113321,800,2.80509e9,extreme,2.0434025217076e7,5.45749619138e6,1.6624811666782998e7
per,k_medoids,1155602729,800,2.88549e9,extreme,2.047059827733e7,6.116922765102999e6,1.6584463145336997e7
per,k_medoids,2122787014,800,2.82618e9,extreme,2.0397396881702006e7,5.660806906569e6,1.6612593075768e7
per,k_medoids,2889623452,800,2.82755e9,extreme,2.0387304094256e7,5.689227367134e6,1.6576227405970002e7
per,k_medoids,3011269584,800,2.8451e9,extreme,2.0391208204611007e7,5.829757311407e6,1.6588474231827999e7
per,k_medoids,3664645650,800,2.82277e9,extreme,2.0385567876313e7,5.643911626205999e6,1.6598878133126996e7
per,k_medoids,3840754868,800,2.90608e9,extreme,2.0663079611035e7,6.151332985488e6,1.6630572788674999e7
per,k_medoids,4064985653,800,2.89627e9,extreme,2.0600132844363e7,6.111179273929e6,1.6626784333833998e7
per,k_medoids,4280644831,800,2.8739e9,extreme,2.047051690751e7,6.000445052993e6,1.6653404834255999e7
per,k_medoids,856316037,800,2.83933e9,extreme,2.0506697099385004e7,5.699393693062e6,1.6614818988628998e7
per,k_means,1005471400,100,3.7569e9,extreme,2.5084154124544997e7,8.426441815072e6,2.3514544148118e7
per,k_means,1262311769,100,3.75607e9,extreme,2.5083862808706995e7,8.425228605486998e6,2.3495323216895e7
per,k_means,1400059389,100,3.75575e9,extreme,2.5084287288368996e7,8.428939298293998e6,2.3472043873062998e7
per,k_means,1693313909,100,3.75601e9,extreme,2.5083131865354996e7,8.426203543570999e6,2.3491845803211e7
per,k_means,2483487299,100,3.7558e9,extreme,2.5083514780457996e7,8.425596576623999e6,2.3486872785702e7
per,k_means,2529186237,100,3.75791e9,extreme,2.5082194622450996e7,8.428116264424e6,2.3542589706454e7
per,k_means,2910484191,100,3.75651e9,extreme,2.5084213668935996e7,8.425498162959998e6,2.3506388914697e7
per,k_means,2931455462,100,3.75574e9,extreme,2.5083493465745997e7,8.425925124418e6,2.3484054642846e7
per,k_means,3631457564,100,3.75655e9,extreme,2.5084017374234997e7,8.426001990898998e6,2.3506200491755e7
per,k_means,472808301,100,3.75679e9,extreme,2.5084104216076996e7,8.426372204496e6,2.3511632003634e7
per,k_means,1516602964,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,1886534858,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,2317698438,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,2466700586,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,2692059346,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,3032526906,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,3214418042,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,3217763985,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,3272403283,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,408956147,20,4.20993e9,extreme,2.6016959281978e7,1.1e7,2.5632343350231003e7
per,k_means,1040218444,200,3.35071e9,extreme,2.4009459251503e7,6.515129413806e6,2.0771518490639e7
per,k_means,1498923158,200,3.34924e9,extreme,2.4007437235760998e7,6.516713406174e6,2.0727572670639e7
per,k_means,1571330722,200,3.35078e9,extreme,2.4010459745947e7,6.512315112687e6,2.0781100188617997e7
per,k_means,2110474755,200,3.36918e9,extreme,2.4097586715266e7,6.634629403871e6,2.0694186676128e7
per,k_means,2358156674,200,3.37913e9,extreme,2.4011220534097e7,6.748175889577e6,2.0782449962650005e7
per,k_means,2454944798,200,3.34862e9,extreme,2.4007789357044e7,6.516356381206e6,2.0710105971982002e7
per,k_means,3126457023,200,3.35767e9,extreme,2.4015854294365e7,6.575521600877999e6,2.0749239341145e7
per,k_means,4093639103,200,3.3508e9,extreme,2.4013396426275e7,6.508304558503e6,2.0788990718271002e7
per,k_means,4109171108,200,3.34749e9,extreme,2.4012015182788998e7,6.510437803288e6,2.0688228571358003e7
per,k_means,535977374,200,3.35056e9,extreme,2.4009586481738e7,6.513468880212e6,2.0772651139023002e7
per,k_means,2427280835,400,3.06579e9,extreme,2.2568702896238998e7,5.562224660991001e6,1.9042514297448996e7
per,k_means,2619392602,400,3.0663e9,extreme,2.2589219807008e7,5.557641064528001e6,1.9027225310093995e7
per,k_means,2782517393,400,3.06224e9,extreme,2.2560645425389e7,5.565108264186e6,1.8947176063868e7
per,k_means,312313452,400,3.06431e9,extreme,2.256451210388e7,5.557204021854e6,1.9026510037696e7
per,k_means,31988942,400,3.06705e9,extreme,2.2585098571999e7,5.5673203217710005e6,1.9024490947434e7
per,k_means,3299859308,400,3.06354e9,extreme,2.2561486400428e7,5.557412362006e6,1.9010147023367997e7
per,k_means,3416848122,400,3.06585e9,extreme,2.2558881418073e7,5.56426546148e6,1.9059402966920998e7
per,k_means,4200777459,400,3.06698e9,extreme,2.2566849743062e7,5.595847861474e6,1.8964092674125005e7
per,k_means,562750908,400,3.07035e9,extreme,2.2557204981738e7,5.630447666607e6,1.8963401610143997e7
per,k_means,938822533,400,3.076e9,extreme,2.2560269778345e7,5.666902840863e6,1.8993907222121e7
per,k_means,123456789,50,3.90088e9,extreme,2.5313776060146e7,8.938471102449e6,2.5404543503231e7
per,k_means,1286268702,50,3.90092e9,extreme,2.5313058060147e7,8.939127283161e6,2.5405180304906e7
per,k_means,1308502331,50,3.90078e9,extreme,2.5311754815249e7,8.937922600685999e6,2.5408130604422998e7
per,k_means,1573928461,50,3.90136e9,extreme,2.5313265980618e7,8.939462000868998e6,2.541641645701e7
per,k_means,1991051616,50,3.9004e9,extreme,2.5314149790715e7,8.937899694183e6,2.5391940018547e7
