rp,clustering,seed,num_periods,investment_cost,data,windon,windoff,solar
per,k_means,2678701235,50,3.90273e9,extreme,2.5314385521335e7,8.938941784962999e6,2.5455460710116e7
per,k_means,3861234567,50,3.9013e9,extreme,2.5313453862901e7,8.939432058555e6,2.5414289163842e7
per,k_means,477073181,50,3.90024e9,extreme,2.5313072665954e7,8.939130917165998e6,2.5385377293119e7
per,k_means,876543210,50,3.90197e9,extreme,2.5313137212444e7,8.938826189071e6,2.5436621338209003e7
per,k_means,987654321,50,3.90188e9,extreme,2.5312224786775e7,8.940084812145999e6,2.5431562212764e7
per,k_means,1090113321,800,2.76106e9,extreme,2.0134486830587003e7,5.156538654828e6,1.7066656452615e7
per,k_means,1155602729,800,2.75413e9,extreme,2.0152757127361e7,5.084249469775001e6,1.7075925494062e7
per,k_means,2122787014,800,2.75851e9,extreme,2.0151030168146003e7,5.123648962915e6,1.7069811556633998e7
per,k_means,2889623452,800,2.76089e9,extreme,2.0164180474223003e7,5.134391071204e6,1.7072202963938996e7
per,k_means,3011269584,800,2.75922e9,extreme,2.0142489758518007e7,5.132430744603999e6,1.7079202992129996e7
per,k_means,3664645650,800,2.7627e9,extreme,2.0181868297618e7,5.139975583127001e6,1.706556833234e7
per,k_means,3840754868,800,2.75115e9,extreme,2.0171156109911002e7,5.053404906515001e6,1.7055104889674e7
per,k_means,4064985653,800,2.76935e9,extreme,2.0176468551694002e7,5.206385987595e6,1.7039701195916e7
per,k_means,4280644831,800,2.77593e9,extreme,2.0156309534708004e7,5.273056833884e6,1.7044304998529997e7
per,k_means,856316037,800,2.76254e9,extreme,2.0168023567405008e7,5.142439096811e6,1.7083594372623e7
cross,conical_bounded,1,100,1.50369e9,output,1.2195712453184001e7,2.6116030281360005e6,7.208979173272001e6
cross,conical_bounded,1,20,1.07925e9,output,9.566654725886999e6,837348.466527,6.957671194068998e6
cross,conical_bounded,1,200,1.56839e9,output,1.1531408052597e7,3.464420812691e6,7.616075130080999e6
cross,conical_bounded,1,400,1.6086e9,output,1.2163579781698e7,3.272220860616999e6,8.033106663266999e6
cross,conical_bounded,1,50,1.29267e9,output,1.0808467997289998e7,1.6929032444840001e6,7.392221128261e6
cross,conical_bounded,1,800,1.52122e9,output,1.2104654130003996e7,2.680459662142e6,7.684548379711999e6
cross,convex_hull,1,100,1.5378e9,output,1.0885440164834e7,3.752732791258e6,7.175222781750999e6
cross,convex_hull,1,20,1.06098e9,output,7.802458478940001e6,1.798781017924e6,7.047726525691999e6
cross,convex_hull,1,200,1.48259e9,output,1.1952947832375e7,2.5358391796790008e6,7.405524037868998e6
cross,convex_hull,1,400,1.41641e9,output,1.1299659568198001e7,2.390467021762e6,7.456913485225e6
cross,convex_hull,1,50,1.50973e9,output,1.1134029557107e7,3.371172600273e6,7.128231452754999e6
cross,convex_hull,1,800,1.45948e9,output,1.1226457884182e7,2.755737425466e6,7.602506530261001e6
per,conical_bounded,1,100,1.48297e9,output,1.0749499852186e7,3.3374416440400006e6,7.332768221941001e6
per,conical_bounded,1,20,9.69425e8,output,6.356273694771e6,1.953715916124e6,7.099088242270999e6
per,conical_bounded,1,200,1.71526e9,output,1.3182539793022001e7,3.630239359585e6,7.595465898908e6
per,conical_bounded,1,400,1.54416e9,output,1.1989873693949e7,2.9683548495239997e6,7.607219677061e6
per,conical_bounded,1,50,1.37113e9,output,9.916121375269e6,2.9669783178899996e6,7.244953381321e6
per,conical_bounded,1,800,1.64957e9,output,1.2604327352441002e7,3.3779082861019997e6,7.864888383129e6
per,convex_hull,1,100,1.40369e9,output,9.161884217035e6,3.4922492985159997e6,8.060483491687001e6
per,convex_hull,1,20,9.90369e8,output,6.998883312952e6,1.713229405159e6,7.099909012973999e6
per,convex_hull,1,200,1.6198e9,output,1.1566583158128e7,3.66075874929e6,8.349263668347001e6
per,convex_hull,1,400,1.64778e9,output,1.1941111277062997e7,3.8283433968149996e6,7.736228743748e6
per,convex_hull,1,50,1.13007e9,output,7.757882984376999e6,2.406794125779e6,7.039948090381e6
per,convex_hull,1,800,1.65212e9,output,1.2194278245079e7,3.7077542060330003e6,7.712542341220001e6
cross,k_medoids,1005471400,100,1.30061e9,output,9.540702955695998e6,2.406947912992e6,7.989522167494e6
cross,k_medoids,1262311769,100,1.42617e9,output,1.0618916057808e7,2.8666071261890004e6,7.614443935258002e6
cross,k_medoids,1400059389,100,1.38963e9,output,9.846109209394999e6,3.110487630866e6,7.440917303561e6
cross,k_medoids,1693313909,100,1.4671e9,output,9.979810276286999e6,3.6294615271739997e6,7.586145230719e6
cross,k_medoids,2483487299,100,1.2919e9,output,9.250706966528e6,2.5965775858629993e6,7.728188172353e6
cross,k_medoids,2529186237,100,1.34467e9,output,1.0615843826986004e7,1.921850716119e6,8.542030679397e6
cross,k_medoids,2910484191,100,1.46254e9,output,1.1778439087789005e7,2.455492179025e6,7.495077533241e6
cross,k_medoids,2931455462,100,1.42092e9,output,1.0729847299769e7,2.5333479510299996e6,8.373700892303001e6
cross,k_medoids,3631457564,100,1.29537e9,output,9.741275560246998e6,2.39944801708e6,7.411277741331999e6
cross,k_medoids,472808301,100,1.5455e9,output,1.1223083272749e7,3.4164881917060004e6,7.811186015218999e6
cross,k_medoids,1516602964,20,8.18586e8,output,5.277922830690999e6,1.3296574159960002e6,7.31158905706e6
cross,k_medoids,1886534858,20,9.93955e8,output,7.243514343133e6,1.443764945526e6,7.592745397469e6
cross,k_medoids,2317698438,20,1.11021e9,output,8.065210384084e6,1.8523532384929997e6,7.702476273189998e6
cross,k_medoids,2466700586,20,1.00639e9,output,7.889066179794001e6,1.0637078793310001e6,7.825735269291e6
cross,k_medoids,2692059346,20,1.25716e9,output,8.881280631409997e6,2.6386296415040004e6,7.402017694689e6
cross,k_medoids,3032526906,20,9.51592e8,output,6.238664787443001e6,1.6835508204990001e6,7.786622332977e6
cross,k_medoids,3214418042,20,7.65611e8,output,5.295589016805999e6,871742.349961,7.325735506375002e6
cross,k_medoids,3217763985,20,1.15713e9,output,7.05025023529e6,2.887613697564e6,7.745476032852e6
cross,k_medoids,3272403283,20,9.04497e8,output,5.55155135264e6,1.767876190953e6,7.669013451823002e6
cross,k_medoids,408956147,20,8.54362e8,output,6.344401732945001e6,891550.221438,7.478520047955001e6
cross,k_medoids,1040218444,200,1.54771e9,output,1.2270258991971e7,2.756903559749e6,7.816413066391e6
cross,k_medoids,1498923158,200,1.46046e9,output,1.0641200902241997e7,3.1078117713949997e6,7.721793476439998e6
cross,k_medoids,1571330722,200,1.4903e9,output,1.0480456204471998e7,3.46443804484e6,7.709415058068998e6
cross,k_medoids,2110474755,200,1.60634e9,output,1.2639217554088e7,3.0825518056699997e6,7.557127922634e6
cross,k_medoids,2358156674,200,1.52589e9,output,1.1929849277506998e7,2.7808858060089997e6,7.864236791227999e6
cross,k_medoids,2454944798,200,1.42563e9,output,1.0147793297733e7,3.0844903586119995e6,7.900419140053999e6
cross,k_medoids,3126457023,200,1.51243e9,output,1.1285282612894004e7,3.044301688779001e6,8.005602342177002e6
cross,k_medoids,4093639103,200,1.43642e9,output,1.1115930248762e7,2.604385545668e6,7.707716540316999e6
cross,k_medoids,4109171108,200,1.3605e9,output,9.693180924494e6,2.866404568289e6,7.788196671905e6
cross,k_medoids,535977374,200,1.61345e9,output,1.2025508939643003e7,3.400107536894e6,8.0395269216669975e6
cross,k_medoids,2427280835,400,1.53049e9,output,1.1940462032914001e7,2.786590478987e6,7.954262109147999e6
cross,k_medoids,2619392602,400,1.63105e9,output,1.2929787378e7,3.0964530548579996e6,7.573689649289999e6
cross,k_medoids,2782517393,400,1.46586e9,output,1.1002018836552e7,2.825152320828e6,8.051623002619999e6
cross,k_medoids,312313452,400,1.59552e9,output,1.2119324294303998e7,3.309941469831999e6,7.6204284239219995e6
cross,k_medoids,31988942,400,1.74347e9,output,1.280429721705e7,4.0405422031120006e6,7.838390842995001e6
cross,k_medoids,3299859308,400,1.66215e9,output,1.2736084267885001e7,3.5176755205949997e6,7.447061067834999e6
cross,k_medoids,3416848122,400,1.56433e9,output,1.1163539358309997e7,3.6968966003380003e6,7.515925721790003e6
cross,k_medoids,4200777459,400,1.61341e9,output,1.1898221978031999e7,3.479125322787e6,8.049391292585001e6
cross,k_medoids,562750908,400,1.53519e9,output,1.1583890787527002e7,3.026718664664e6,8.057077737256999e6
cross,k_medoids,938822533,400,1.57151e9,output,1.1909427012323001e7,3.208144388543e6,7.748969688537e6
cross,k_medoids,123456789,50,1.33194e9,output,1.0511448199268999e7,2.071494889555e6,7.884917524152e6
cross,k_medoids,1286268702,50,1.14999e9,output,8.330717048577001e6,1.995155864625e6,7.764932336711002e6
cross,k_medoids,1308502331,50,1.43973e9,output,1.1037084128029998e7,2.673789381024e6,7.739668742795998e6
cross,k_medoids,1573928461,50,1.35223e9,output,9.03271156793e6,3.2137011786270007e6,7.824220951208999e6
cross,k_medoids,1991051616,50,1.51797e9,output,1.0351963407166002e7,3.5430745388740003e6,8.530271499146001e6
cross,k_medoids,2678701235,50,1.03034e9,output,6.968139057285001e6,1.8928073873909998e6,7.706972637216e6
cross,k_medoids,3861234567,50,1.32848e9,output,9.935667527060999e6,2.465781904686e6,7.706462582817001e6
cross,k_medoids,477073181,50,1.31178e9,output,1.0043743722726002e7,2.2997251450529997e6,7.555598275203e6
cross,k_medoids,876543210,50,1.25231e9,output,9.412779616069e6,2.152636817634e6,7.757874127275e6
cross,k_medoids,987654321,50,1.24057e9,output,9.305543509706002e6,2.1971067985300003e6,7.502586547810999e6
cross,k_medoids,1090113321,800,1.69669e9,output,1.2539564964277998e7,3.724918365917e6,8.172922353335e6
cross,k_medoids,1155602729,800,1.60875e9,output,1.1657125455426002e7,3.684044480206e6,7.742262653512e6
cross,k_medoids,2122787014,800,1.53103e9,output,1.1721882967678e7,2.9484817764759995e6,7.898040866267e6
cross,k_medoids,2889623452,800,1.62923e9,output,1.2329980130217e7,3.3880778472430003e6,7.855021530536e6
cross,k_medoids,3011269584,800,1.58297e9,output,1.1591480656314e7,3.4965151681160005e6,7.793329698652001e6
cross,k_medoids,3664645650,800,1.60582e9,output,1.1696677257676e7,3.626916776179e6,7.767278778184001e6
cross,k_medoids,3840754868,800,1.56323e9,output,1.1526963294714e7,3.438222163894e6,7.567300634126e6
cross,k_medoids,4064985653,800,1.68087e9,output,1.2186048810704e7,3.895507515615e6,7.913816071127e6
cross,k_medoids,4280644831,800,1.63412e9,output,1.1895211666675e7,3.6466089312230004e6,8.075402861965e6
cross,k_medoids,856316037,800,1.70836e9,output,1.2566067229265999e7,3.9133613940979997e6,7.796086259172001e6
cross,k_means,1005471400,100,5.54737e8,output,2.7627382314610006e6,243235.947988,9.081878179423999e6
cross,k_means,1262311769,100,5.43024e8,output,2.774832010613e6,158555.02341400002,9.008787535117e6
cross,k_means,1400059389,100,5.45736e8,output,2.7319851078379997e6,205209.08775699997,9.021630840847e6
cross,k_means,1693313909,100,5.34129e8,output,2.689106817583e6,119761.88249500001,9.078143812947001e6
cross,k_means,2483487299,100,5.5005e8,output,2.769262965466e6,248624.001208,8.911907064441e6
cross,k_means,2529186237,100,5.49721e8,output,2.785619721578e6,196781.92757,9.046235275657998e6
cross,k_means,2910484191,100,5.47313e8,output,2.7823364397309995e6,213985.05879899996,8.923546297676e6
cross,k_means,2931455462,100,5.37341e8,output,2.827567111579e6,110098.710605,8.893478478332e6
cross,k_means,3631457564,100,5.57479e8,output,2.9278503551499997e6,199985.245903,8.940577204597998e6
cross,k_means,472808301,100,5.44417e8,output,2.766598783525e6,173009.688024,9.01749580937e6
cross,k_means,1516602964,20,5.08158e8,output,2.5220212720449995e6,11897.160788,9.074325533479998e6
cross,k_means,1886534858,20,5.22102e8,output,2.560886794908e6,44438.779149999995,9.279341121355e6
cross,k_means,2317698438,20,5.1082e8,output,2.5407402682199995e6,13940.810491999999,9.102543829635e6
cross,k_means,2466700586,20,4.97774e8,output,2.4300890880319998e6,3980.168152,9.006646032633e6
cross,k_means,2692059346,20,5.10683e8,output,2.4533899080629996e6,4041.026388,9.329813113753999e6
cross,k_means,3032526906,20,5.12416e8,output,2.493190599137e6,15315.819488,9.251314993959999e6
cross,k_means,3214418042,20,5.03813e8,output,2.4874118818260003e6,2220.157867,9.059507029369999e6
cross,k_means,3217763985,20,5.09478e8,output,2.495107169632e6,12444.464297,9.171484415394997e6
cross,k_means,3272403283,20,5.10187e8,output,2.493241919053e6,27566.009282,9.143601954293001e6
cross,k_means,408956147,20,5.09877e8,output,2.55295292889e6,12782.526921,9.051613024856001e6
cross,k_means,1040218444,200,5.81025e8,output,3.120569280469999e6,334027.61786900007,8.724789957516e6
cross,k_means,1498923158,200,5.70875e8,output,2.8707778749970007e6,367518.2888230001,8.875115188135002e6
cross,k_means,1571330722,200,5.69835e8,output,3.041473415719001e6,259928.577785,8.835450759029998e6
cross,k_means,2110474755,200,5.92803e8,output,3.1917111107679997e6,345343.823078,8.868046195917e6
cross,k_means,2358156674,200,5.78536e8,output,2.9333449422139996e6,404977.22751099995,8.826680322183e6
cross,k_means,2454944798,200,5.62252e8,output,3.0182438382210005e6,211361.77177000002,8.836295889347998e6
cross,k_means,3126457023,200,5.83325e8,output,3.242426584933e6,253159.462352,8.799229206751002e6
cross,k_means,4093639103,200,6.01031e8,output,2.973819308279e6,553415.151331,8.872995256444e6
cross,k_means,4109171108,200,5.92308e8,output,3.243809343026e6,330082.56755100004,8.789479410380002e6
cross,k_means,535977374,200,5.77143e8,output,2.942271909777e6,405678.03573500004,8.763546069753999e6
cross,k_means,2427280835,400,6.7157e8,output,3.6575031213009995e6,768862.127648,8.635851066939e6
cross,k_means,2619392602,400,6.72889e8,output,3.8799531996069998e6,669439.409539,8.519835225750001e6
cross,k_means,2782517393,400,6.65952e8,output,3.776225189482e6,670443.206864,8.54798499007e6
cross,k_means,312313452,400,6.95046e8,output,4.0498098220969997e6,685108.109559,8.727779115310999e6
cross,k_means,31988942,400,6.93602e8,output,3.8287499650859996e6,869722.8549029998,8.540022297251001e6
cross,k_means,3299859308,400,6.70589e8,output,3.9509023877319987e6,576852.330657,8.615847726313999e6
cross,k_means,3416848122,400,6.75939e8,output,4.11739948687e6,556436.1186670001,8.467774927749e6
cross,k_means,4200777459,400,6.75447e8,output,3.9446458878069995e6,617026.4145610001,8.63132298776e6
cross,k_means,562750908,400,6.49533e8,output,3.601994144555999e6,633893.4241989999,8.589766991881e6
cross,k_means,938822533,400,7.03632e8,output,3.9122371278910004e6,870564.1565269998,8.641097088369004e6
cross,k_means,123456789,50,5.25244e8,output,2.624895154013001e6,90309.47270900001,9.066726959596999e6
cross,k_means,1286268702,50,5.28587e8,output,2.689385123022001e6,67133.565558,9.099605359065998e6
cross,k_means,1308502331,50,5.29098e8,output,2.68723368994e6,67375.01858100001,9.118493478164e6
cross,k_means,1573928461,50,5.3223e8,output,2.650317791337e6,118906.02349800001,9.113185114869002e6
cross,k_means,1991051616,50,5.21018e8,output,2.6481925705020004e6,25104.388755999997,9.118537370373998e6
cross,k_means,2678701235,50,5.26055e8,output,2.641105094144e6,41183.317578999995,9.225109799933998e6
cross,k_means,3861234567,50,5.20658e8,output,2.6103855602700002e6,57624.738904000005,9.079824209911002e6
cross,k_means,477073181,50,5.24065e8,output,2.61387171037e6,39400.297679,9.234739539402999e6
cross,k_means,876543210,50,5.18224e8,output,2.591835746469e6,69476.841704,9.009429624589e6
cross,k_means,987654321,50,5.24148e8,output,2.6899934058769997e6,25405.388818,9.114472483189e6
cross,k_means,1090113321,800,8.6315e8,output,5.792538454568998e6,1.0788348004329999e6,8.324531381155e6
cross,k_means,1155602729,800,8.48441e8,output,5.583708407168999e6,1.0804759148549999e6,8.360894880282001e6
cross,k_means,2122787014,800,8.33183e8,output,5.318760795182e6,1.13487016221e6,8.323745868555999e6
cross,k_means,2889623452,800,8.24032e8,output,5.603051135201999e6,861087.197799,8.371444945785e6
cross,k_means,3011269584,800,8.61123e8,output,5.978417113433e6,904535.03622,8.454480338486e6
cross,k_means,3664645650,800,8.43061e8,output,5.647780185916999e6,976116.7495759998,8.423750104089001e6
cross,k_means,3840754868,800,8.7743e8,output,5.767335025745999e6,1.1843035218069998e6,8.429384873669e6
cross,k_means,4064985653,800,7.95561e8,output,5.442057993247e6,730638.228317,8.359835091872e6
cross,k_means,4280644831,800,8.20308e8,output,5.398396911988e6,982891.5050089998,8.299335836546001e6
cross,k_means,856316037,800,8.40846e8,output,5.648248428006e6,973018.5662430002,8.368994356681999e6
per,k_medoids,1005471400,100,1.40056e9,output,1.1115558757862998e7,2.319925260622e6,7.656026325645001e6
per,k_medoids,1262311769,100,1.21029e9,output,9.16733437237e6,1.938053750106e6,7.835262534918999e6
per,k_medoids,1400059389,100,1.38982e9,output,1.0136390817130998e7,2.734233890301e6,8.10432521015e6
per,k_medoids,1693313909,100,1.31573e9,output,9.764850589803003e6,2.545225284808999e6,7.442934187486001e6
per,k_medoids,2483487299,100,1.43442e9,output,1.0637561438458e7,2.8742937169349995e6,7.785847260343e6
per,k_medoids,2529186237,100,1.33691e9,output,1.0373980569458999e7,2.1514579145289995e6,8.060477376915001e6
per,k_medoids,2910484191,100,1.42581e9,output,1.1304502839406e7,2.43084992675e6,7.578853340944001e6
per,k_medoids,2931455462,100,1.40722e9,output,1.0227774736771999e7,3.0061566415840006e6,7.457254238181001e6
per,k_medoids,3631457564,100,1.42571e9,output,1.1131629872720998e7,2.4847893134000003e6,7.777387877054001e6
per,k_medoids,472808301,100,1.38727e9,output,1.0501837005205e7,2.585866637307001e6,7.724373067526001e6
per,k_medoids,1516602964,20,9.66974e8,output,7.54818148539e6,1.096457598675e6,7.331702359408e6
per,k_medoids,1886534858,20,1.0479e9,output,7.439408161039999e6,1.7033324561700004e6,7.817377211499e6
per,k_medoids,2317698438,20,1.05662e9,output,7.1445452966450015e6,1.8711244812690003e6,8.150489779325e6
per,k_medoids,2466700586,20,1.06838e9,output,8.327797123891001e6,1.4170556901220002e6,7.410705874868e6
per,k_medoids,2692059346,20,8.96123e8,output,7.111233661941999e6,720187.0820859999,7.564690079873e6
per,k_medoids,3032526906,20,1.00305e9,output,7.197310400562001e6,1.4798234231819997e6,7.836022261314998e6
per,k_medoids,3214418042,20,1.06922e9,output,8.018308861736e6,1.6318361051589998e6,7.383454367639999e6
per,k_medoids,3217763985,20,9.83391e8,output,6.92714176827e6,1.624234480631e6,7.368572367318001e6
per,k_medoids,3272403283,20,1.07446e9,output,7.742310131911001e6,1.7394087703999998e6,7.782613950491999e6
per,k_medoids,408956147,20,1.04856e9,output,7.430126239123999e6,1.6628512136539998e6,7.99865018386e6
per,k_medoids,1040218444,200,1.51763e9,output,1.1152488628385e7,3.308592154932e6,7.534752219823999e6
per,k_medoids,1498923158,200,1.52173e9,output,1.1532332859752e7,3.017670741392e6,7.812852983635999e6
per,k_medoids,1571330722,200,1.56931e9,output,1.2090573525824e7,3.1309040598600004e6,7.546133887274002e6
per,k_medoids,2110474755,200,1.39967e9,output,1.0670142768879998e7,2.602878196236e6,7.646852838717e6
per,k_medoids,2358156674,200,1.44151e9,output,1.1010523349326001e7,2.6791455838160003e6,7.832522752244001e6
per,k_medoids,2454944798,200,1.39446e9,output,1.0651339585652998e7,2.5374311845319998e6,7.765707646134001e6
per,k_medoids,3126457023,200,1.44415e9,output,1.0946267317839e7,2.735720241108e6,7.856925040026001e6
per,k_medoids,4093639103,200,1.41404e9,output,1.0993577075566001e7,2.542514344486e6,7.547157727212001e6
per,k_medoids,4109171108,200,1.48991e9,output,1.1536460388457002e7,2.7641141902849996e6,7.761176588095e6
per,k_medoids,535977374,200,1.54916e9,output,1.2076825356499001e7,2.8962653548930003e6,7.808532721107999e6
per,k_medoids,2427280835,400,1.50764e9,output,1.1424483204599997e7,3.013063221063e6,7.661567401839999e6
per,k_medoids,2619392602,400,1.57683e9,output,1.1765816339487001e7,3.296378442441e6,7.9195785557309985e6
per,k_medoids,2782517393,400,1.54546e9,output,1.1952081172893003e7,2.993847244847e6,7.641372023507999e6
per,k_medoids,312313452,400,1.45926e9,output,1.1496788259930998e7,2.4752139695559996e6,7.965019382162999e6
per,k_medoids,31988942,400,1.5991e9,output,1.1666408307741001e7,3.492776551085e6,8.107201993654e6
per,k_medoids,3299859308,400,1.52242e9,output,1.1452228441165004e7,3.0508598042920004e6,7.897713520316e6
per,k_medoids,3416848122,400,1.6105e9,output,1.1146651132222e7,3.8951572310099998e6,8.207193882506e6
per,k_medoids,4200777459,400,1.59628e9,output,1.2486539337709999e7,2.934515795697e6,8.124344052654001e6
per,k_medoids,562750908,400,1.50255e9,output,1.1359842689612001e7,2.9688516246489994e6,7.813128968232001e6
per,k_medoids,938822533,400,1.62718e9,output,1.2663766478990003e7,3.088693726044e6,8.087323641984999e6
per,k_medoids,123456789,50,1.2453e9,output,8.342310640748999e6,2.706942873515e6,8.032562653530999e6
per,k_medoids,1286268702,50,1.2516e9,output,9.917248768852e6,1.7529897769129998e6,7.994297267357e6
per,k_medoids,1308502331,50,1.05426e9,output,7.460751024558e6,1.8049963557620002e6,7.600040879824e6
per,k_medoids,1573928461,50,1.24649e9,output,9.777531732791e6,1.8031917144829999e6,7.985255942369998e6
per,k_medoids,1991051616,50,1.22799e9,output,9.488692600806002e6,1.968128941921e6,7.522069417317001e6
per,k_medoids,2678701235,50,1.33966e9,output,9.283741948584e6,2.8711176924209995e6,8.087060080702e6
per,k_medoids,3861234567,50,1.25809e9,output,8.884654235095004e6,2.3465307812489998e6,8.439969701361999e6
per,k_medoids,477073181,50,1.39846e9,output,9.851007016194e6,3.186447474636999e6,7.422084747379e6
per,k_medoids,876543210,50,1.37955e9,output,9.81665297735e6,2.8206875385e6,8.224150620874e6
per,k_medoids,987654321,50,1.29072e9,output,9.282096260111e6,2.4846312395790005e6,8.013315787161998e6
per,k_medoids,1090113321,800,1.61723e9,output,1.2357080284322003e7,3.234820005356e6,7.9787413320390005e6
per,k_medoids,1155602729,800,1.60458e9,output,1.2352571230981002e7,3.176698027501e6,7.823187224224e6
per,k_medoids,2122787014,800,1.55103e9,output,1.1424963036624001e7,3.323971737736e6,7.840133173047998e6
per,k_medoids,2889623452,800,1.59078e9,output,1.211141115508e7,3.2455537985079996e6,7.72473825379e6
per,k_medoids,3011269584,800,1.59539e9,output,1.2250989963955002e7,3.186673275614e6,7.749877638838e6
per,k_medoids,3664645650,800,1.59963e9,output,1.2144084216734001e7,3.2170837271320005e6,8.008096930066e6
per,k_medoids,3840754868,800,1.63516e9,output,1.2206037417326e7,3.5251399679010003e6,7.828929109459999e6
per,k_medoids,4064985653,800,1.59822e9,output,1.2514351901169999e7,3.018836005563e6,7.824018832975999e6
per,k_medoids,4280644831,800,1.66904e9,output,1.2343888387836002e7,3.7306629002429997e6,7.788452669374e6
per,k_medoids,856316037,800,1.53807e9,output,1.1935784893351996e7,2.929455526727e6,7.687379249516e6
per,k_means,1005471400,100,5.13397e8,output,2.3535548123429995e6,125616.04431600001,9.209874891301999e6
per,k_means,1262311769,100,5.13036e8,output,2.3775467922280002e6,103308.505622,9.223082101174e6
per,k_means,1400059389,100,5.22709e8,output,2.5510148789589996e6,68222.47309300001,9.236348928731002e6
per,k_means,1693313909,100,5.07248e8,output,2.3805816097180014e6,61184.752328,9.194564084369998e6
per,k_means,2483487299,100,5.1274e8,output,2.34709350475e6,80469.952933,9.362696600599e6
per,k_means,2529186237,100,5.18137e8,output,2.395054831696e6,110151.792335,9.308334674552998e6
per,k_means,2910484191,100,5.14251e8,output,2.407174978114e6,75988.431928,9.286979735936e6
per,k_means,2931455462,100,5.13962e8,output,2.368329662666e6,103753.946803,9.269258535366999e6
per,k_means,3631457564,100,5.1824e8,output,2.3034501204930004e6,186493.262804,9.251500998214e6
per,k_means,472808301,100,5.15565e8,output,2.3496293362229997e6,150873.374367,9.193787681721002e6
per,k_means,1516602964,20,4.68699e8,output,1.7580752974689999e6,719.053071,9.685086252961999e6
per,k_means,1886534858,20,4.66206e8,output,1.7591041589060002e6,2244.493513,9.604858674390998e6
per,k_means,2317698438,20,4.6926e8,output,1.7747920472639997e6,1901.185138,9.659648787374996e6
per,k_means,2466700586,20,4.68738e8,output,1.7595405381200004e6,1928.17084,9.678712553101e6
per,k_means,2692059346,20,4.6719e8,output,1.761711276093e6,2218.712498,9.627717302174e6
per,k_means,3032526906,20,4.69413e8,output,1.7567040463750004e6,719.053071,9.708958194123002e6
per,k_means,3214418042,20,4.69577e8,output,1.7653391710240003e6,719.053071,9.694278584642999e6
per,k_means,3217763985,20,4.6872e8,output,1.762771558808e6,1361.357809,9.672873686245e6
per,k_means,3272403283,20,4.65622e8,output,1.7646193089929996e6,1660.146818,9.577473685776e6
per,k_means,408956147,20,4.70791e8,output,1.7614063889199998e6,719.053071,9.738506027892001e6
per,k_means,1040218444,200,5.59835e8,output,2.695810460926e6,359144.75265100005,8.976961108878998e6
per,k_means,1498923158,200,5.66761e8,output,2.8919291000820007e6,269517.619415,9.049359610213999e6
per,k_means,1571330722,200,5.7536e8,output,2.6878377887099995e6,438024.111995,9.171964670963e6
per,k_means,2110474755,200,5.7118e8,output,2.732569886512e6,402333.810792,9.073926194489002e6
per,k_means,2358156674,200,5.73658e8,output,2.645364520984e6,460086.18561600003,9.14117545144e6
per,k_means,2454944798,200,5.54224e8,output,2.660960636715e6,316438.939627,9.040978397204e6
per,k_means,3126457023,200,5.6402e8,output,2.929234114798e6,259832.162992,8.919272328782002e6
per,k_means,4093639103,200,5.4904e8,output,2.632907784032e6,342257.36433699995,8.86320800883e6
per,k_means,4109171108,200,5.78018e8,output,2.985248658132e6,307853.091825,9.033301972192999e6
per,k_means,535977374,200,5.63682e8,output,2.8818553186e6,236623.98169399996,9.097059823414002e6
per,k_means,2427280835,400,6.4885e8,output,3.574239401046e6,597601.394113,8.758923601811e6
per,k_means,2619392602,400,6.40214e8,output,3.5879898476090003e6,495062.01554699993,8.833981775084002e6
per,k_means,2782517393,400,6.51368e8,output,3.6820072757989992e6,545801.571314,8.770090491721002e6
per,k_means,312313452,400,6.67833e8,output,3.5735478187619993e6,751683.371769,8.776050831035e6
per,k_means,31988942,400,6.63659e8,output,3.428808016714e6,794168.6916889999,8.832407992491001e6
per,k_means,3299859308,400,6.13352e8,output,3.2633365992690003e6,513495.26848300005,8.718817700432999e6
per,k_means,3416848122,400,6.61843e8,output,3.7240565953090005e6,591195.0643980001,8.822120750218002e6
per,k_means,4200777459,400,6.96873e8,output,3.6734053422629996e6,916042.578267,8.823699426173998e6
per,k_means,562750908,400,6.59743e8,output,3.386771994964e6,777480.0842709998,8.871235104937e6
per,k_means,938822533,400,6.57493e8,output,3.375438364732e6,761026.953902,8.888613072352998e6
per,k_means,123456789,50,4.92448e8,output,2.10539326631e6,6307.732894000001,9.574810915696999e6
per,k_means,1286268702,50,5.01251e8,output,2.12075658491e6,57429.889578,9.618294820152001e6
per,k_means,1308502331,50,4.9336e8,output,2.1071898970709997e6,26361.374748000002,9.52741094856e6
per,k_means,1573928461,50,4.92208e8,output,2.082743315496e6,6415.123601,9.618459866186e6
per,k_means,1991051616,50,4.91235e8,output,2.0824791423690002e6,34759.557933,9.491895275904e6
per,k_means,2678701235,50,4.96916e8,output,2.180651611303e6,16495.910343,9.499857324936999e6
per,k_means,3861234567,50,4.99082e8,output,2.126943589235e6,31002.318355999996,9.633328725297e6
per,k_means,477073181,50,5.02395e8,output,2.2156441451529996e6,15412.869650999999,9.584362104814999e6
per,k_means,876543210,50,4.9016e8,output,2.089907658395e6,16188.522488999999,9.508602869720003e6
per,k_means,987654321,50,4.97619e8,output,2.1650226148939994e6,15575.760338,9.558747122297997e6
per,k_means,1090113321,800,8.2048e8,output,5.265348613841e6,1.005293056938e6,8.525926756998e6
