rp,clustering,seed,num_periods,investment_cost,operational_cost,runtime,process_time,distance,data,loss_ct,loss,type,year
per,k_means,3217763985,20,1.83644e9,3.74103e10,35.0709177,37.5808021,SqEuclidean,blended,11933,3.354037347613e7,insample,2011
per,k_means,3217763985,20,1.83644e9,3.6954e10,33.7318978,38.7826588,SqEuclidean,blended,11501,3.3052470686752006e7,insample,2012
per,k_means,3217763985,20,1.83644e9,4.12384e10,35.1198887,41.1886096,SqEuclidean,blended,12535,3.7354049779788e7,insample,2016
per,k_means,3272403283,20,1.83644e9,9.83488e9,5.0962431,61.6610134,SqEuclidean,blended,5328,7.7268876627813e7,initial,initial
per,k_means,3272403283,20,1.83644e9,4.1844e10,34.6039117,34.92341089999999,SqEuclidean,blended,12191,3.7968411322052e7,insample,1982
per,k_means,3272403283,20,1.83644e9,3.77182e10,33.9936369,39.7035975,SqEuclidean,blended,11745,3.3794190926818e7,insample,1986
per,k_means,3272403283,20,1.83644e9,3.26229e10,33.4428361,36.0054187,SqEuclidean,blended,10156,2.8788894323083e7,insample,1990
per,k_means,3272403283,20,1.83644e9,4.16046e10,33.8620013,36.4702104,SqEuclidean,blended,11802,3.774124283151699e7,insample,1994
per,k_means,3272403283,20,1.83644e9,3.34805e10,34.0717843,37.6462952,SqEuclidean,blended,10621,2.9592781212146e7,insample,1998
per,k_means,3272403283,20,1.83644e9,4.10138e10,33.7110838,37.8941141,SqEuclidean,blended,11649,3.7155333643616006e7,insample,2004
per,k_means,3272403283,20,1.83644e9,3.32331e10,34.024003,37.4972789,SqEuclidean,blended,10226,2.9366449353236e7,insample,2008
per,k_means,3272403283,20,1.83644e9,3.74103e10,34.3124718,35.7910382,SqEuclidean,blended,11933,3.354037347613e7,insample,2011
per,k_means,3272403283,20,1.83644e9,3.6954e10,35.0641916,33.841081599999995,SqEuclidean,blended,11501,3.3052470686752006e7,insample,2012
per,k_means,3272403283,20,1.83644e9,4.12384e10,35.700739,35.925216,SqEuclidean,blended,12535,3.7354049779788e7,insample,2016
per,k_means,408956147,20,1.83644e9,9.83488e9,5.1002153,65.24927339999999,SqEuclidean,blended,5328,7.7268876627813e7,initial,initial
per,k_means,408956147,20,1.83644e9,4.1844e10,32.6219961,39.4165042,SqEuclidean,blended,12191,3.7968411322052e7,insample,1982
per,k_means,408956147,20,1.83644e9,3.77182e10,31.8422222,33.7215579,SqEuclidean,blended,11745,3.3794190926818e7,insample,1986
per,k_means,408956147,20,1.83644e9,3.26229e10,34.7850254,36.06713010000001,SqEuclidean,blended,10156,2.8788894323083e7,insample,1990
per,k_means,408956147,20,1.83644e9,4.16046e10,34.0558416,36.0179159,SqEuclidean,blended,11802,3.774124283151699e7,insample,1994
per,k_means,408956147,20,1.83644e9,3.34805e10,34.1615262,35.1354099,SqEuclidean,blended,10621,2.9592781212146e7,insample,1998
per,k_means,408956147,20,1.83644e9,4.10138e10,34.56602,34.5666346,SqEuclidean,blended,11649,3.7155333643616006e7,insample,2004
per,k_means,408956147,20,1.83644e9,3.32331e10,33.388806,36.5933845,SqEuclidean,blended,10226,2.9366449353236e7,insample,2008
per,k_means,408956147,20,1.83644e9,3.74103e10,34.519504,34.147708,SqEuclidean,blended,11933,3.354037347613e7,insample,2011
per,k_means,408956147,20,1.83644e9,3.6954e10,34.3422778,35.9064173,SqEuclidean,blended,11501,3.3052470686752006e7,insample,2012
per,k_means,408956147,20,1.83644e9,4.12384e10,33.8479101,37.0298509,SqEuclidean,blended,12535,3.7354049779788e7,insample,2016
per,k_means,1040218444,200,3.8875e9,3.1675e11,60.3801298,71.2518197,SqEuclidean,blended,3251,3.9162115615628e7,initial,initial
per,k_means,1040218444,200,3.8875e9,5.35554e9,31.8213721,32.1128307,SqEuclidean,blended,535,1.623814028798e6,insample,1982
per,k_means,1040218444,200,3.8875e9,5.80424e9,34.4510976,31.68285,SqEuclidean,blended,407,2.0246047847750003e6,insample,1986
per,k_means,1040218444,200,3.8875e9,4.20438e9,38.5755991,40.2429089,SqEuclidean,blended,225,515409.09612699994,insample,1990
per,k_means,1040218444,200,3.8875e9,5.53356e9,28.6898933,28.7348867,SqEuclidean,blended,347,1.806917204479e6,insample,1994
per,k_means,1040218444,200,3.8875e9,4.6555e9,41.9699421,39.4246115,SqEuclidean,blended,294,908778.387486,insample,1998
per,k_means,1040218444,200,3.8875e9,4.63723e9,32.0053755,31.5238471,SqEuclidean,blended,359,898387.626026,insample,2004
per,k_means,1040218444,200,3.8875e9,4.6584e9,31.4195277,31.5832775,SqEuclidean,blended,258,932264.496641,insample,2008
per,k_means,1040218444,200,3.8875e9,4.90326e9,31.9377176,30.3243604,SqEuclidean,blended,370,1.192720594023e6,insample,2011
per,k_means,1040218444,200,3.8875e9,4.38361e9,31.8502897,31.7496849,SqEuclidean,blended,291,608520.539872,insample,2012
per,k_means,1040218444,200,3.8875e9,4.75213e9,32.5037375,31.2280821,SqEuclidean,blended,310,1.003588142128e6,insample,2016
per,k_means,1498923158,200,3.99997e9,3.9834e11,56.7533586,69.9803036,SqEuclidean,blended,3254,3.9148433548399e7,initial,initial
per,k_means,1498923158,200,3.99997e9,5.35042e9,32.2072694,30.1898291,SqEuclidean,blended,527,1.616338369937e6,insample,1982
per,k_means,1498923158,200,3.99997e9,5.80134e9,33.6074015,31.7535012,SqEuclidean,blended,397,2.0191950867949997e6,insample,1986
per,k_means,1498923158,200,3.99997e9,4.20523e9,37.0998114,41.6485364,SqEuclidean,blended,218,514012.562146,insample,1990
per,k_means,1498923158,200,3.99997e9,5.53471e9,28.1964281,28.6528695,SqEuclidean,blended,341,1.805598318994e6,insample,1994
per,k_means,1498923158,200,3.99997e9,4.65539e9,41.5962181,45.538303899999995,SqEuclidean,blended,295,906177.7664160002,insample,1998
per,k_means,1498923158,200,3.99997e9,4.63216e9,31.8678181,31.9378482,SqEuclidean,blended,353,890827.7466520001,insample,2004
per,k_means,1498923158,200,3.99997e9,4.65764e9,31.4771159,32.375419,SqEuclidean,blended,255,929042.5660770002,insample,2008
per,k_means,1498923158,200,3.99997e9,4.89993e9,31.6645928,30.3021546,SqEuclidean,blended,364,1.1870223279739998e6,insample,2011
per,k_means,1498923158,200,3.99997e9,4.37588e9,31.6457542,31.7036309,SqEuclidean,blended,277,598168.3583150001,insample,2012
per,k_means,1498923158,200,3.99997e9,4.75072e9,32.2996077,30.6886733,SqEuclidean,blended,303,999706.9625439998,insample,2016
per,k_means,1571330722,200,3.93022e9,3.34883e11,58.6043993,70.8751219,SqEuclidean,blended,3245,3.915786731167201e7,initial,initial
per,k_means,1571330722,200,3.93022e9,5.39253e9,31.8779687,30.4886084,SqEuclidean,blended,555,1.6604092771859998e6,insample,1982
per,k_means,1571330722,200,3.93022e9,5.84435e9,34.0610045,32.238973200000004,SqEuclidean,blended,452,2.064284116174e6,insample,1986
per,k_means,1571330722,200,3.93022e9,4.21428e9,40.8470335,38.212944,SqEuclidean,blended,244,524768.300204,insample,1990
per,k_means,1571330722,200,3.93022e9,5.54382e9,28.9375916,29.6814634,SqEuclidean,blended,368,1.8166281230079995e6,insample,1994
per,k_means,1571330722,200,3.93022e9,4.67844e9,41.822391,39.5626942,SqEuclidean,blended,329,931212.903767,insample,1998
per,k_means,1571330722,200,3.93022e9,4.66265e9,31.0012225,30.6318127,SqEuclidean,blended,378,923291.102541,insample,2004
per,k_means,1571330722,200,3.93022e9,4.67278e9,31.772178,31.5139727,SqEuclidean,blended,282,946117.281724,insample,2008
per,k_means,1571330722,200,3.93022e9,4.93185e9,31.4407253,31.873718200000003,SqEuclidean,blended,403,1.2209209434399998e6,insample,2011
per,k_means,1571330722,200,3.93022e9,4.42272e9,31.4053898,31.6368141,SqEuclidean,blended,330,647166.488821,insample,2012
per,k_means,1571330722,200,3.93022e9,4.77893e9,32.5269408,30.9705435,SqEuclidean,blended,349,1.029927260589e6,insample,2016
per,k_means,2110474755,200,3.93039e9,3.749e11,62.5541821,72.137051,SqEuclidean,blended,3240,3.9162608022671e7,initial,initial
per,k_means,2110474755,200,3.93039e9,5.24927e9,32.3869298,30.251711500000003,SqEuclidean,blended,431,1.516565191662e6,insample,1982
per,k_means,2110474755,200,3.93039e9,5.70186e9,34.5027247,36.7737187,SqEuclidean,blended,310,1.921297748198e6,insample,1986
per,k_means,2110474755,200,3.93039e9,4.17864e9,39.6639769,41.2498111,SqEuclidean,blended,188,488850.686023,insample,1990
per,k_means,2110474755,200,3.93039e9,5.51354e9,30.3265505,29.6095064,SqEuclidean,blended,312,1.786180025224e6,insample,1994
per,k_means,2110474755,200,3.93039e9,4.60829e9,39.6836116,42.0029039,SqEuclidean,blended,225,860780.8182239998,insample,1998
per,k_means,2110474755,200,3.93039e9,4.55733e9,31.8173252,31.3660898,SqEuclidean,blended,270,817598.667138,insample,2004
per,k_means,2110474755,200,3.93039e9,4.62571e9,31.2526917,32.257518299999994,SqEuclidean,blended,212,898725.590977,insample,2008
per,k_means,2110474755,200,3.93039e9,4.85472e9,31.5319204,32.3845369,SqEuclidean,blended,298,1.1434698762619996e6,insample,2011
per,k_means,2110474755,200,3.93039e9,4.30712e9,31.5255422,30.4595643,SqEuclidean,blended,182,531160.948894,insample,2012
per,k_means,2110474755,200,3.93039e9,4.69164e9,32.5010619,30.565268999999997,SqEuclidean,blended,227,942350.789602,insample,2016
per,k_means,2358156674,200,3.97347e9,3.7104e11,61.1843928,69.2614013,SqEuclidean,blended,3250,3.9154899466612e7,initial,initial
per,k_means,2358156674,200,3.97347e9,5.34776e9,32.8573989,31.6198281,SqEuclidean,blended,528,1.6162436081180002e6,insample,1982
per,k_means,2358156674,200,3.97347e9,5.80642e9,34.2805997,35.8306866,SqEuclidean,blended,410,2.0271989240230003e6,insample,1986
per,k_means,2358156674,200,3.97347e9,4.20749e9,39.8589753,37.6652146,SqEuclidean,blended,224,518412.593044,insample,1990
per,k_means,2358156674,200,3.97347e9,5.53479e9,29.6546903,28.0399195,SqEuclidean,blended,342,1.808207248845e6,insample,1994
per,k_means,2358156674,200,3.97347e9,4.65428e9,38.3695807,40.123733699999995,SqEuclidean,blended,286,907730.073664,insample,1998
per,k_means,2358156674,200,3.97347e9,4.63588e9,31.6692479,31.084919,SqEuclidean,blended,356,897225.4901170001,insample,2004
per,k_means,2358156674,200,3.97347e9,4.66168e9,32.0085229,30.6847651,SqEuclidean,blended,267,935506.7509690002,insample,2008
per,k_means,2358156674,200,3.97347e9,4.90428e9,31.7497353,30.8775251,SqEuclidean,blended,366,1.194001414201e6,insample,2011
per,k_means,2358156674,200,3.97347e9,4.38669e9,32.026156,30.5277383,SqEuclidean,blended,290,611922.21098,insample,2012
per,k_means,2358156674,200,3.97347e9,4.75468e9,32.7150254,32.3432791,SqEuclidean,blended,310,1.006494735008e6,insample,2016
per,k_means,2454944798,200,3.96196e9,3.53126e11,58.8706242,71.3709791,SqEuclidean,blended,3270,3.915313115260701e7,initial,initial
per,k_means,2454944798,200,3.96196e9,5.40913e9,32.5202082,33.1993657,SqEuclidean,blended,582,1.6761359942289998e6,insample,1982
per,k_means,2454944798,200,3.96196e9,5.86554e9,33.3450549,31.651888,SqEuclidean,blended,472,2.084508090899e6,insample,1986
per,k_means,2454944798,200,3.96196e9,4.21904e9,38.9480818,37.3525545,SqEuclidean,blended,246,528711.240413,insample,1990
per,k_means,2454944798,200,3.96196e9,5.54946e9,41.5204955,44.1008186,SqEuclidean,blended,371,1.821298698418e6,insample,1994
per,k_means,2454944798,200,3.96196e9,4.68739e9,37.4230705,37.0610747,SqEuclidean,blended,337,939201.7125210002,insample,1998
per,k_means,2454944798,200,3.96196e9,4.67446e9,32.4331581,30.8557664,SqEuclidean,blended,395,934151.652115,insample,2004
per,k_means,2454944798,200,3.96196e9,4.67614e9,32.8964044,32.1117782,SqEuclidean,blended,290,948502.714236,insample,2008
per,k_means,2454944798,200,3.96196e9,4.9422e9,31.9738328,31.2533987,SqEuclidean,blended,412,1.230289815103e6,insample,2011
per,k_means,2454944798,200,3.96196e9,4.43882e9,32.4834173,31.7762913,SqEuclidean,blended,342,662282.9549590001,insample,2012
per,k_means,2454944798,200,3.96196e9,4.79256e9,31.6851686,30.088484899999997,SqEuclidean,blended,372,1.042578518327e6,insample,2016
per,k_means,3126457023,200,3.88055e9,3.01839e11,61.4256618,70.5003237,SqEuclidean,blended,3928,4.9374185890186e7,initial,initial
per,k_means,3126457023,200,3.88055e9,5.39055e9,31.8358427,32.7787423,SqEuclidean,blended,558,1.659246680447e6,insample,1982
per,k_means,3126457023,200,3.88055e9,5.84484e9,33.6077187,32.671108600000004,SqEuclidean,blended,450,2.0657247153680003e6,insample,1986
per,k_means,3126457023,200,3.88055e9,4.21439e9,39.4576877,36.9439793,SqEuclidean,blended,243,525635.2231099999,insample,1990
per,k_means,3126457023,200,3.88055e9,5.5435e9,41.5559638,41.4516618,SqEuclidean,blended,360,1.817159331677e6,insample,1994
per,k_means,3126457023,200,3.88055e9,4.67722e9,38.7769073,36.155185200000005,SqEuclidean,blended,334,930875.714597,insample,1998
per,k_means,3126457023,200,3.88055e9,4.66209e9,32.9053438,30.8459276,SqEuclidean,blended,383,923636.499975,insample,2004
per,k_means,3126457023,200,3.88055e9,4.67292e9,30.4686216,33.0452848,SqEuclidean,blended,280,947055.524997,insample,2008
per,k_means,3126457023,200,3.88055e9,4.93192e9,33.058094,37.2620408,SqEuclidean,blended,401,1.2217898827949995e6,insample,2011
per,k_means,3126457023,200,3.88055e9,4.42304e9,31.1998078,31.6694879,SqEuclidean,blended,334,648452.441524,insample,2012
per,k_means,3126457023,200,3.88055e9,4.779e9,32.6276716,30.699158299999997,SqEuclidean,blended,348,1.030901937104e6,insample,2016
per,k_means,4093639103,200,3.9282e9,3.57735e11,61.5206589,70.5604329,SqEuclidean,blended,3282,3.915603236712801e7,initial,initial
per,k_means,4093639103,200,3.9282e9,5.42454e9,31.1768371,32.769632699999995,SqEuclidean,blended,592,1.6923157741540002e6,insample,1982
per,k_means,4093639103,200,3.9282e9,5.88869e9,35.0327902,36.0403401,SqEuclidean,blended,497,2.108546488712e6,insample,1986
per,k_means,4093639103,200,3.9282e9,4.2243e9,39.261395,37.6603137,SqEuclidean,blended,256,534591.668527,insample,1990
per,k_means,4093639103,200,3.9282e9,5.55534e9,40.4613796,40.445398,SqEuclidean,blended,387,1.827936848885e6,insample,1994
per,k_means,4093639103,200,3.9282e9,4.69771e9,30.5606888,29.1538951,SqEuclidean,blended,354,950288.352128,insample,1998
per,k_means,4093639103,200,3.9282e9,4.6871e9,31.9929408,30.1219535,SqEuclidean,blended,413,947552.711385,insample,2004
per,k_means,4093639103,200,3.9282e9,4.68244e9,31.0042698,33.0982237,SqEuclidean,blended,298,955565.0322900002,insample,2008
per,k_means,4093639103,200,3.9282e9,4.95631e9,32.2457369,33.164258,SqEuclidean,blended,436,1.245248310455e6,insample,2011
per,k_means,4093639103,200,3.9282e9,4.45728e9,32.5196398,30.9050112,SqEuclidean,blended,361,681601.0186210001,insample,2012
per,k_means,4093639103,200,3.9282e9,4.80791e9,32.3603108,32.0238893,SqEuclidean,blended,387,1.0587824952200002e6,insample,2016
per,k_means,4109171108,200,3.99938e9,3.70792e11,58.5831719,72.2502594,SqEuclidean,blended,3250,3.9148510438953005e7,initial,initial
per,k_means,4109171108,200,3.99938e9,5.40212e9,31.1751082,31.6647998,SqEuclidean,blended,566,1.668950491885e6,insample,1982
per,k_means,4109171108,200,3.99938e9,5.86077e9,34.4181861,33.5118102,SqEuclidean,blended,476,2.079629414204e6,insample,1986
per,k_means,4109171108,200,3.99938e9,4.21848e9,38.3009173,38.1247434,SqEuclidean,blended,247,527932.702886,insample,1990
per,k_means,4109171108,200,3.99938e9,5.54856e9,40.6444336,40.1798987,SqEuclidean,blended,370,1.820235449593e6,insample,1994
per,k_means,4109171108,200,3.99938e9,4.68465e9,30.7879539,31.4513754,SqEuclidean,blended,334,936282.536738,insample,1998
per,k_means,4109171108,200,3.99938e9,4.66781e9,31.4800422,31.6031776,SqEuclidean,blended,390,927328.466868,insample,2004
per,k_means,4109171108,200,3.99938e9,4.6738e9,32.6438535,33.9625975,SqEuclidean,blended,288,945970.527373,insample,2008
per,k_means,4109171108,200,3.99938e9,4.93735e9,32.9349972,32.0311479,SqEuclidean,blended,398,1.2253096885099995e6,insample,2011
per,k_means,4109171108,200,3.99938e9,4.43014e9,31.4693286,32.480442100000005,SqEuclidean,blended,336,653423.1898510001,insample,2012
per,k_means,4109171108,200,3.99938e9,4.7897e9,32.2770289,32.332308999999995,SqEuclidean,blended,366,1.039592367791e6,insample,2016
per,k_means,535977374,200,3.99532e9,4.56286e11,58.9116089,73.6936711,SqEuclidean,blended,3237,3.915106468080301e7,initial,initial
per,k_means,535977374,200,3.99532e9,5.39648e9,32.1353078,31.6602693,SqEuclidean,blended,569,1.6630151753079998e6,insample,1982
per,k_means,535977374,200,3.99532e9,5.85326e9,35.3660871,33.7397919,SqEuclidean,blended,466,2.071751957972e6,insample,1986
per,k_means,535977374,200,3.99532e9,4.21666e9,40.0317463,36.290320300000005,SqEuclidean,blended,247,525888.7245329999,insample,1990
per,k_means,535977374,200,3.99532e9,5.5469e9,41.3051802,39.7660584,SqEuclidean,blended,368,1.818285285167e6,insample,1994
per,k_means,535977374,200,3.99532e9,4.6815e9,30.1088463,28.936039899999997,SqEuclidean,blended,325,932828.401544,insample,1998
per,k_means,535977374,200,3.99532e9,4.66354e9,31.7467591,30.7634883,SqEuclidean,blended,385,922727.0804569996,insample,2004
per,k_means,535977374,200,3.99532e9,4.67135e9,31.8334819,31.1328232,SqEuclidean,blended,279,943266.127788,insample,2008
per,k_means,535977374,200,3.99532e9,4.93282e9,31.0719609,30.551187799999997,SqEuclidean,blended,400,1.220506747311e6,insample,2011
per,k_means,535977374,200,3.99532e9,4.42377e9,31.6774373,32.391251999999994,SqEuclidean,blended,333,646677.289968,insample,2012
per,k_means,535977374,200,3.99532e9,4.78501e9,32.0400247,31.2998846,SqEuclidean,blended,360,1.034584078397e6,insample,2016
per,k_means,123456789,50,3.79711e9,1.41446e11,10.1739622,70.8657341,SqEuclidean,blended,3625,3.9178491500664e7,initial,initial
per,k_means,123456789,50,3.79711e9,5.60357e9,39.85209,39.4260223,SqEuclidean,blended,774,1.873544618157e6,insample,1982
per,k_means,123456789,50,3.79711e9,6.13923e9,39.1264037,38.8552531,SqEuclidean,blended,732,2.361656029931e6,insample,1986
per,k_means,123456789,50,3.79711e9,4.29149e9,40.8429969,40.5625301,SqEuclidean,blended,361,603500.27992,insample,1990
per,k_means,123456789,50,3.79711e9,5.67172e9,40.7424695,39.1973354,SqEuclidean,blended,569,1.946366052077e6,insample,1994
per,k_means,123456789,50,3.79711e9,4.87108e9,39.957428,39.9077279,SqEuclidean,blended,580,1.126271429241e6,insample,1998
per,k_means,123456789,50,3.79711e9,4.86431e9,39.7148683,39.1076577,SqEuclidean,blended,647,1.12715253547e6,insample,2004
per,k_means,123456789,50,3.79711e9,4.76888e9,38.5673048,39.295956,SqEuclidean,blended,437,1.043939076898e6,insample,2008
per,k_means,123456789,50,3.79711e9,5.15968e9,40.7862748,38.5921006,SqEuclidean,blended,688,1.4507730355969998e6,insample,2011
per,k_means,123456789,50,3.79711e9,4.68519e9,38.0897893,39.2867078,SqEuclidean,blended,619,912316.833923,insample,2012
per,k_means,123456789,50,3.79711e9,4.99672e9,41.3006864,41.8992028,SqEuclidean,blended,635,1.249979057953e6,insample,2016
per,k_means,1286268702,50,3.67482e9,1.52111e11,14.1638851,70.0841993,SqEuclidean,blended,3624,3.921473159674699e7,initial,initial
per,k_means,1286268702,50,3.67482e9,6.01029e9,35.4479022,33.372854000000004,SqEuclidean,blended,851,2.281570121815e6,insample,1982
per,k_means,1286268702,50,3.67482e9,6.7202e9,36.0659562,35.8661792,SqEuclidean,blended,804,2.9446204920209995e6,insample,1986
per,k_means,1286268702,50,3.67482e9,4.40801e9,36.1246611,34.4629416,SqEuclidean,blended,397,720202.3191119998,insample,1990
per,k_means,1286268702,50,3.67482e9,5.81546e9,35.1779504,34.216066999999995,SqEuclidean,blended,601,2.090307951447e6,insample,1994
per,k_means,1286268702,50,3.67482e9,5.05552e9,35.9101456,36.3984748,SqEuclidean,blended,594,1.3109896261589995e6,insample,1998
per,k_means,1286268702,50,3.67482e9,5.27678e9,34.9598959,34.5359767,SqEuclidean,blended,732,1.5408451808140003e6,insample,2004
per,k_means,1286268702,50,3.67482e9,4.89412e9,35.7487576,34.7510014,SqEuclidean,blended,464,1.169283310465e6,insample,2008
per,k_means,1286268702,50,3.67482e9,5.59349e9,36.4621815,34.5556304,SqEuclidean,blended,741,1.885976544562e6,insample,2011
per,k_means,1286268702,50,3.67482e9,4.90981e9,35.1814463,34.3499176,SqEuclidean,blended,649,1.1372726713839998e6,insample,2012
per,k_means,1286268702,50,3.67482e9,5.26824e9,33.0167728,37.1187073,SqEuclidean,blended,671,1.5222210819120002e6,insample,2016
per,k_means,1308502331,50,3.63651e9,1.37976e11,14.2043774,74.2497963,SqEuclidean,blended,3593,3.9228006922255e7,initial,initial
per,k_means,1308502331,50,3.63651e9,6.43999e9,35.1944336,34.3000032,SqEuclidean,blended,1309,2.711676961318e6,insample,1982
per,k_means,1308502331,50,3.63651e9,7.30402e9,35.8680024,34.9120775,SqEuclidean,blended,1432,3.529222151148e6,insample,1986
per,k_means,1308502331,50,3.63651e9,4.73795e9,35.3877027,35.485818699999996,SqEuclidean,blended,910,1.0501837098270005e6,insample,1990
per,k_means,1308502331,50,3.63651e9,6.2919e9,33.9277962,36.6969433,SqEuclidean,blended,1165,2.5672397242670003e6,insample,1994
per,k_means,1308502331,50,3.63651e9,5.50018e9,34.752561,33.5315634,SqEuclidean,blended,1126,1.756064247084e6,insample,1998
per,k_means,1308502331,50,3.63651e9,5.73415e9,35.9344388,32.4891065,SqEuclidean,blended,1242,1.998783454154e6,insample,2004
per,k_means,1308502331,50,3.63651e9,5.32193e9,36.6628839,36.8059841,SqEuclidean,blended,1046,1.597335577411e6,insample,2008
per,k_means,1308502331,50,3.63651e9,6.15786e9,36.1732035,35.294711799999995,SqEuclidean,blended,1342,2.451118436472001e6,insample,2011
per,k_means,1308502331,50,3.63651e9,5.43987e9,34.1541114,35.8488863,SqEuclidean,blended,1180,1.6678919479630005e6,insample,2012
per,k_means,1308502331,50,3.63651e9,5.76315e9,35.1219269,35.925929,SqEuclidean,blended,1193,2.017689878651e6,insample,2016
per,k_means,1573928461,50,3.80891e9,1.53831e11,13.2314287,68.4424058,SqEuclidean,blended,3623,3.9176241164648995e7,initial,initial
per,k_means,1573928461,50,3.80891e9,5.55026e9,34.295575,36.69029200000001,SqEuclidean,blended,721,1.821632192355e6,insample,1982
per,k_means,1573928461,50,3.80891e9,6.0687e9,36.0482448,32.9300722,SqEuclidean,blended,678,2.292558225537e6,insample,1986
per,k_means,1573928461,50,3.80891e9,4.2717e9,35.2677361,34.0127393,SqEuclidean,blended,334,585269.6598120001,insample,1990
per,k_means,1573928461,50,3.80891e9,5.62624e9,31.5444217,37.4020717,SqEuclidean,blended,499,1.902369767074e6,insample,1994
per,k_means,1573928461,50,3.80891e9,4.81731e9,39.2136058,33.725513799999995,SqEuclidean,blended,503,1.073911746194e6,insample,1998
per,k_means,1573928461,50,3.80891e9,4.80763e9,35.6196575,35.9282882,SqEuclidean,blended,572,1.0717546954410004e6,insample,2004
per,k_means,1573928461,50,3.80891e9,4.7403e9,34.6095998,34.6383333,SqEuclidean,blended,382,1.016943882476e6,insample,2008
per,k_means,1573928461,50,3.80891e9,5.09955e9,36.0731834,33.9261272,SqEuclidean,blended,599,1.3919697287129995e6,insample,2011
per,k_means,1573928461,50,3.80891e9,4.61374e9,35.6454635,34.7495044,SqEuclidean,blended,537,842301.4763870001,insample,2012
per,k_means,1573928461,50,3.80891e9,4.93558e9,36.6600388,35.0540521,SqEuclidean,blended,551,1.1901952147680004e6,insample,2016
per,k_means,1991051616,50,3.67289e9,1.4313e11,13.2202822,68.6393813,SqEuclidean,blended,3623,3.9215202360682994e7,initial,initial
per,k_means,1991051616,50,3.67289e9,6.06747e9,36.0604189,35.091134700000005,SqEuclidean,blended,904,2.3390363003820004e6,insample,1982
per,k_means,1991051616,50,3.67289e9,6.7951e9,35.9825436,34.1232141,SqEuclidean,blended,892,3.0199039041460007e6,insample,1986
per,k_means,1991051616,50,3.67289e9,4.43098e9,33.4884493,36.9065196,SqEuclidean,blended,438,743171.221815,insample,1990
per,k_means,1991051616,50,3.67289e9,5.86352e9,34.5275352,36.606773,SqEuclidean,blended,653,2.1386242070490005e6,insample,1994
per,k_means,1991051616,50,3.67289e9,5.11103e9,36.3976094,32.9628782,SqEuclidean,blended,660,1.366821163213e6,insample,1998
per,k_means,1991051616,50,3.67289e9,5.34344e9,35.8660624,33.4820021,SqEuclidean,blended,808,1.6078935121910002e6,insample,2004
per,k_means,1991051616,50,3.67289e9,4.92951e9,35.5823671,34.7029471,SqEuclidean,blended,528,1.2048029849770004e6,insample,2008
per,k_means,1991051616,50,3.67289e9,5.66124e9,34.0226148,34.6756328,SqEuclidean,blended,832,1.954135538219e6,insample,2011
per,k_means,1991051616,50,3.67289e9,4.98577e9,33.876053,34.8362493,SqEuclidean,blended,731,1.2136222137069998e6,insample,2012
per,k_means,1991051616,50,3.67289e9,5.33523e9,35.4433076,34.1796047,SqEuclidean,blended,745,1.5895980455680003e6,insample,2016
per,k_means,2678701235,50,3.67656e9,1.42592e11,13.9242865,67.7532994,SqEuclidean,blended,3594,3.921508826517e7,initial,initial
per,k_means,2678701235,50,3.67656e9,5.9613e9,33.8552634,37.0812807,SqEuclidean,blended,797,2.233631416793e6,insample,1982
per,k_means,2678701235,50,3.67656e9,6.65511e9,36.999174,35.1087514,SqEuclidean,blended,758,2.8805186687789997e6,insample,1986
per,k_means,2678701235,50,3.67656e9,4.39099e9,35.1234643,33.636866899999994,SqEuclidean,blended,371,704328.427149,insample,1990
per,k_means,2678701235,50,3.67656e9,5.77753e9,34.8774088,37.7030183,SqEuclidean,blended,535,2.053466661774e6,insample,1994
per,k_means,2678701235,50,3.67656e9,5.00923e9,35.0557405,38.7965035,SqEuclidean,blended,547,1.265863782264e6,insample,1998
per,k_means,2678701235,50,3.67656e9,5.22252e9,35.9423772,34.1772532,SqEuclidean,blended,687,1.4875860432440008e6,insample,2004
per,k_means,2678701235,50,3.67656e9,4.87088e9,34.4355443,33.964924700000005,SqEuclidean,blended,419,1.147231906545e6,insample,2008
per,k_means,2678701235,50,3.67656e9,5.54122e9,38.0107928,32.888024,SqEuclidean,blended,683,1.83467223242e6,insample,2011
per,k_means,2678701235,50,3.67656e9,4.84553e9,33.4296507,35.660552700000004,SqEuclidean,blended,584,1.0741186317800002e6,insample,2012
per,k_means,2678701235,50,3.67656e9,5.21287e9,37.0220641,36.638426900000006,SqEuclidean,blended,599,1.467876450113e6,insample,2016
per,k_means,3861234567,50,3.67771e9,1.46928e11,13.7103634,66.62020770000001,SqEuclidean,blended,3626,3.9214351766004995e7,initial,initial
per,k_means,3861234567,50,3.67771e9,5.96648e9,37.6204363,37.2445424,SqEuclidean,blended,794,2.237932047061001e6,insample,1982
per,k_means,3861234567,50,3.67771e9,6.65967e9,36.7601339,38.716307,SqEuclidean,blended,755,2.884089716398e6,insample,1986
per,k_means,3861234567,50,3.67771e9,4.39158e9,32.5501369,34.6223365,SqEuclidean,blended,372,704127.184961,insample,1990
per,k_means,3861234567,50,3.67771e9,5.78163e9,36.377102,35.7342359,SqEuclidean,blended,551,2.056653569165e6,insample,1994
per,k_means,3861234567,50,3.67771e9,5.01513e9,35.2909829,36.1910892,SqEuclidean,blended,545,1.270790880167e6,insample,1998
