location,rep_period,time_step,scenario,loss_of_load
NOR,1,3,1987,2251.045464265955
NOR,1,4,1987,5940.774532840492
NOR,1,5,1987,8020.0100614356215
NOR,1,6,1987,9449.205348052483
NOR,1,7,1987,11418.161682373659
NOR,1,8,1987,11931.797497143636
NOR,1,9,1987,11105.952162091882
NOR,1,10,1987,9501.550962076242
NOR,1,72,1987,4115.007906861432
NOR,1,73,1987,8309.251618005075
NOR,1,74,1987,10987.038808117086
NOR,1,75,1987,12007.222302547014
NOR,1,76,1987,7715.036838832064
NOR,1,141,1987,2806.6022280695197
NOR,1,142,1987,3889.06212754637
NOR,1,143,1987,1924.625289510896
NOR,1,144,1987,788.9342353295374
NOR,1,159,1987,7169.168874802339
NOR,1,160,1987,11359.096188337637
NOR,1,161,1987,13051.908152795066
NOR,1,162,1987,13582.59391460005
NOR,1,163,1987,13499.09394529898
NOR,1,164,1987,12098.218599094558
NOR,1,165,1987,9954.092989571385
NOR,1,166,1987,4611.4423321853155
NOR,1,366,1987,49.36046159859052
NOR,1,367,1987,4496.3470041737355
NOR,1,368,1987,5556.759361536623
NOR,1,369,1987,3440.2356752191126
NOR,1,380,1987,830.4004184151108
NED,1,401,1987,4973.265367115087
NED,1,402,1987,6223.537244175715
NED,1,403,1987,5902.295701388571
NED,1,404,1987,5406.079217548742
NED,1,405,1987,3341.3962620331454
NED,1,406,1987,1436.8632857279263
NED,1,407,1987,2420.735532863309
NED,1,408,1987,2357.4093452339425
NED,1,409,1987,1624.1743857344186
NED,1,410,1987,58.427646791459665
NED,1,432,1987,979.9047038190511
NED,1,433,1987,1981.7600357563892
NED,1,434,1987,1867.221289755872
NED,1,435,1987,1675.8914239368833
NED,1,436,1987,2595.8512871021803
NED,1,437,1987,4217.618148853922
NED,1,438,1987,4352.163210534115
NED,1,439,1987,5216.652811429374
NED,1,440,1987,5434.670661176095
NED,1,441,1987,5504.199544405296
NED,1,442,1987,2488.1594610035
NED,1,446,1987,418.61727007441414
NED,1,447,1987,2130.727472517009
NED,1,448,1987,5716.758391328991
NED,1,449,1987,9077.707356939878
NED,1,450,1987,10075.688581589062
NED,1,451,1987,10592.181353915728
NED,1,452,1987,11202.5868980655
NED,1,453,1987,10622.921390058398
NED,1,454,1987,9860.909564773949
NED,1,455,1987,8881.719632919674
NED,1,456,1987,7509.091162729697
NED,1,457,1987,3171.689936750011
NED,1,458,1987,2744.5800058114082
NED,1,459,1987,2371.5831132052517
NED,1,460,1987,2108.778147181436
NED,1,461,1987,1207.180971303349
NED,1,462,1987,568.7674421088491
NED,1,463,1987,560.7748878132552
NOR,1,490,1987,1726.6171300473402
NOR,1,491,1987,5084.245897944362
NOR,1,492,1987,7659.890428779914
NOR,1,493,1987,9126.267156187158
NOR,1,494,1987,9950.036487780164
NED,1,495,1987,201.68109083256604
NOR,1,495,1987,10693.225979079985
NED,1,496,1987,1366.5107396087665
NOR,1,496,1987,9762.94111331505
NED,1,497,1987,4532.0463298304985
NOR,1,497,1987,3184.165874926739
NED,1,498,1987,3120.29280700776
NOR,1,498,1987,130.98304837177056
NED,1,499,1987,3210.2315411610707
NED,1,500,1987,2673.384540186533
NED,1,501,1987,2491.895672336389
NED,1,502,1987,1206.312166137027
NED,1,514,1987,1417.1861013504495
POL,1,515,1987,30.45565302330499
NED,1,517,1987,1226.7347516901254
NED,1,518,1987,1930.3181594672815
NED,1,519,1987,1979.2457882626413
NED,1,520,1987,2517.9865002417782
NED,1,521,1987,1973.1471370375284
NED,1,522,1987,1102.2243214671435
NED,1,568,1987,2729.959646036238
NED,1,569,1987,4121.7566113137345
NED,1,570,1987,1801.4283631580784
NED,1,624,1987,1455.0884185647792
NED,1,625,1987,1112.5145147886874
NED,1,626,1987,1901.821611065977
NED,1,627,1987,2452.0415149011933
NED,1,628,1987,920.7565454301088
NED,1,714,1987,312.9803711774757
NED,1,719,1987,820.2467906940119
NED,1,720,1987,1832.1143733834315
