location,rep_period,time_step,scenario,loss_of_load
NED,1,148,1982,13.680329637396426
NED,1,149,1982,954.637113712809
NED,1,150,1982,1883.044066499473
NED,1,151,1982,2700.010484201799
NED,1,152,1982,3315.1063189567067
NED,1,153,1982,2912.957778391019
NOR,1,187,1982,2860.3589460891008
NOR,1,188,1982,5107.382049305139
NOR,1,189,1982,5708.229230270332
NOR,1,190,1982,5789.176544357936
NOR,1,191,1982,13.57954440974811
NOR,1,192,1982,847.2160259230268
BLT,1,209,1982,3.6020434562133232
ITA,1,209,1982,3.743909798971572
BLT,1,210,1982,5.102100811656783
NED,1,281,1982,5019.6482348459085
NED,1,282,1982,4756.480285368333
NED,1,283,1982,5383.316457945472
NED,1,284,1982,6141.358038422123
NED,1,285,1982,5640.047534867538
NED,1,286,1982,5186.715516259948
NED,1,287,1982,5878.165955979493
NED,1,288,1982,5352.114121745509
NED,1,289,1982,1534.4595775420814
NED,1,290,1982,1025.2095187674
NED,1,291,1982,479.63979766216744
NOR,1,345,1982,4118.114558511252
NOR,1,346,1982,4654.258777929248
NOR,1,347,1982,1408.6997495290161
NED,1,425,1982,759.7822449055384
NED,1,532,1982,853.7521048786248
NED,1,533,1982,2249.793836830007
NOR,1,533,1982,3435.8116214336155
NED,1,534,1982,2654.3334987648414
NOR,1,534,1982,6781.669510177235
NED,1,535,1982,3493.601789176171
NOR,1,535,1982,9143.554280760787
NED,1,536,1982,3760.1319583730424
NOR,1,536,1982,7392.528099943864
NED,1,537,1982,4573.480695935067
NOR,1,537,1982,4030.6320556637693
POL,1,537,1982,5.035987079208553
NED,1,538,1982,3256.1468284294615
NED,1,539,1982,1219.8333929296432
NED,1,541,1982,2505.423643215253
NED,1,542,1982,3931.0024525100202
NED,1,543,1982,4905.36922766465
NED,1,544,1982,6741.761708515972
NED,1,545,1982,8387.40118746224
NED,1,546,1982,9368.206040679344
NED,1,547,1982,10209.143023796352
NED,1,548,1982,10481.22808163646
NED,1,549,1982,8939.786842561862
NED,1,550,1982,7308.506688447769
NED,1,551,1982,4165.803889120074
NED,1,552,1982,1749.458197782582
NED,1,553,1982,683.3554863178924
NOR,1,553,1982,2615.7868274586917
NOR,1,554,1982,1953.4111139949073
NOR,1,567,1982,3758.2131536569705
NOR,1,568,1982,10168.59631282949
NED,1,569,1982,631.7647731943214
NOR,1,569,1982,7959.364168758265
FRA,1,570,1982,2.5466847145407883
NOR,1,570,1982,4803.97967029835
IRE,1,571,1982,5.480741110651934
NOR,1,571,1982,4945.161044444569
NOR,1,572,1982,1518.101368319386
NOR,1,650,1982,267.3845276183547
NOR,1,651,1982,7384.917556632439
NOR,1,689,1982,6411.235138651638
NOR,1,690,1982,10287.934436209773
