location,time_step,scenario,loss_of_load
NOR,650,1995,3692.089458822631
NOR,671,1995,3026.4271741053644
NOR,672,1995,5920.97939515651
NOR,673,1995,6824.061270507849
NOR,674,1995,9049.093031924353
NOR,675,1995,10350.727951449811
NOR,676,1995,11362.354101540175
NOR,677,1995,11930.948555555555
NOR,678,1995,13131.534951745412
NOR,679,1995,14312.740234188794
NOR,680,1995,14166.750807659475
NOR,681,1995,13091.955825348072
NOR,682,1995,5338.460491370186
NED,716,1995,175.80450806901672
NOR,716,1995,9469.886858313668
NED,717,1995,4678.6843126885915
NOR,717,1995,7648.954848221501
NED,718,1995,7974.704659438685
NOR,718,1995,1645.487826855402
NED,719,1995,7133.29377868219
NED,720,1995,5669.312978944295
NED,26,1997,1236.9895905659619
NED,27,1997,3019.9872802266345
NED,28,1997,4016.1284336376207
NED,29,1997,4292.657078246408
NED,30,1997,2607.072821432138
NED,31,1997,1871.3316734417303
NED,32,1997,1275.2299983621333
NED,33,1997,1508.6191968771068
NOR,63,1997,8901.076783553106
NOR,64,1997,14037.258290482323
NOR,65,1997,16585.48937519815
NOR,66,1997,17057.48834736073
NOR,67,1997,17403.92111269724
NOR,68,1997,17757.54517213158
NOR,69,1997,17701.646665038817
NOR,70,1997,17149.25682732987
NOR,71,1997,15582.885178087754
NOR,72,1997,14861.523445389132
NOR,73,1997,14451.165629536617
NOR,74,1997,14453.172087931616
NOR,75,1997,13968.02863004311
NOR,76,1997,12375.181998074988
NOR,77,1997,12010.668444814546
NOR,78,1997,9476.145594187394
NOR,79,1997,3304.442249948452
NOR,102,1997,1130.8201377747
NOR,103,1997,3557.940457138308
NOR,104,1997,4151.111365963794
NOR,105,1997,3201.980870090284
NOR,106,1997,1817.3397491543278
NOR,112,1997,2672.0027824425506
NED,113,1997,1876.6935820139165
NOR,113,1997,3752.432704451247
BEL,114,1997,457.99571610125145
BLT,114,1997,77.30777105880861
CZE,114,1997,1284.848744229941
NED,114,1997,2366.725036376596
NOR,114,1997,4767.108648571543
NED,115,1997,3959.154184619295
NOR,115,1997,5898.515978007659
NED,116,1997,4598.995956609094
NOR,116,1997,6833.431805292991
NED,117,1997,3196.973822654655
NOR,117,1997,6052.314004117091
NED,118,1997,1711.1756193169908
NOR,118,1997,4284.538694713012
NED,119,1997,1858.6116654594653
NOR,119,1997,129.30928265627165
NED,120,1997,2625.1305008784548
NOR,120,1997,1895.356243966988
NED,121,1997,756.2469468147758
NOR,121,1997,3620.4172215074664
NED,122,1997,1702.8235586436222
NOR,122,1997,5477.176401546392
NED,123,1997,1099.4036457251723
NOR,123,1997,7691.574529442925
NED,124,1997,839.4289881603163
NOR,124,1997,10431.973791293807
NOR,125,1997,13036.750947173534
NOR,126,1997,13751.204175650671
NOR,127,1997,14759.87025839088
NOR,128,1997,15183.935757997553
NOR,129,1997,14255.087006928145
NOR,130,1997,12475.20345849831
NOR,131,1997,2006.379767401968
NOR,207,1997,6657.0088188470845
NOR,208,1997,8980.71525096524
NOR,209,1997,8999.170665455636
NOR,210,1997,8294.301789371633
NOR,211,1997,6201.965299753186
NOR,212,1997,3637.022893405281
NOR,213,1997,692.319227763779
NOR,224,1997,3287.1339104247427
NOR,225,1997,4388.119023513459
NOR,226,1997,8704.556284196186
NOR,227,1997,4867.3919273343045
NOR,228,1997,4575.397327388316
NOR,229,1997,4896.169538758187
NOR,230,1997,7004.567863650125
NED,231,1997,2331.574850280847
NOR,231,1997,9867.178583533167
NED,232,1997,4574.583509282211
NOR,232,1997,10616.828460609244
NED,233,1997,6606.405462050774
NOR,233,1997,11560.47639935579
FIN,234,1997,2.8341114804616154
FRA,234,1997,140.6069418991906
NED,234,1997,7423.41716752964
NOR,234,1997,11672.647299814142
UKI,234,1997,2089.600834323222
BEL,235,1997,647.0380226226807
NED,235,1997,7863.911667226057
NOR,235,1997,10441.776187919371
SWE,235,1997,554.1443545857292
UKI,235,1997,318.646822728173
NED,236,1997,8117.345078951308
NOR,236,1997,9971.494774289342
NED,237,1997,6891.631026117724
NOR,237,1997,9519.969406045868
NED,238,1997,6857.553628918258
NOR,238,1997,7578.578189385265
NED,239,1997,8778.169761730545
NOR,239,1997,8564.95583112449
NED,240,1997,8245.615493082963
NOR,240,1997,4046.426143382946
NED,241,1997,5325.418150149988
NED,242,1997,5230.236671569833
NED,243,1997,5833.815676793376
NED,244,1997,5623.1167343054085
NED,245,1997,7258.933647886114
NED,246,1997,6903.472684728522
NOR,246,1997,650.8269190101864
NED,247,1997,6934.38789746516
NOR,247,1997,1760.0734343587546
NED,248,1997,6343.038095238096
NOR,248,1997,681.3435726678899
NED,249,1997,4544.76410073423
NED,250,1997,1552.2846796435588
NOR,363,1997,601.277113731334
NOR,364,1997,3059.278482650333
NOR,365,1997,5569.628155124366
NOR,366,1997,7118.9043145218975
NOR,367,1997,5681.846781062437
NOR,368,1997,695.8486971032844
NED,446,1997,2313.0256413163584
NED,447,1997,2827.371662469407
NED,448,1997,2595.255642222026
NED,449,1997,2327.5913503865017
NED,450,1997,3110.9803740444772
NED,451,1997,3561.2921236350203
NED,452,1997,3322.056750877552
NED,481,1997,4.002986226551684
NED,482,1997,1893.7236208866307
NED,483,1997,1783.042152170833
NED,484,1997,2001.0511751337751
NED,485,1997,1270.221866825323
NED,486,1997,160.01672103192374
NED,546,1997,190.49488024239963
NED,547,1997,1243.2495968815344
NED,548,1997,2013.0564401725485
NED,549,1997,2481.7983738290122
NED,550,1997,2195.455138191861
NED,551,1997,509.3280278410725
NED,552,1997,1356.08949432695
NED,553,1997,2630.3964131144144
NED,554,1997,2367.7313829753325
NED,555,1997,3535.265004936614
NED,556,1997,3617.9321172540563
NED,557,1997,2412.9929392199183
NED,561,1997,1618.47698035768
NED,562,1997,406.4429685938344
NED,569,1997,1387.3253748226234
NED,570,1997,1696.7086951692709
NED,571,1997,962.0571448722621
NED,584,1997,433.5144531528513
NED,585,1997,2175.2933001668935
NED,586,1997,2125.5301835025107
NED,587,1997,1254.6845136491438
NED,588,1997,1347.541407397809
NED,589,1997,2091.2424706014863
NED,590,1997,1154.932189643242
NED,591,1997,1910.2698737959563
NED,592,1997,4809.3524757446285
NED,593,1997,7434.177927587061
NED,594,1997,6851.21369257607
NED,595,1997,5845.127874702794
NED,596,1997,5499.5699440123235
NED,597,1997,4896.5611338533945
NED,598,1997,4477.257149120985
NED,599,1997,4961.921951919415
NED,600,1997,3842.546674521174
NED,601,1997,2299.779286674734
NED,602,1997,304.6844067791578
NED,622,1997,1444.7499886031703
NED,623,1997,1788.4293191307606
NED,624,1997,1345.5326985068732
NED,631,1997,432.52421558095716
NED,632,1997,1777.66457864047
NED,633,1997,723.0740066346825
NED,641,1997,586.1130248523496
NED,674,1997,758.5016878026481
NED,675,1997,1155.9416721139473
NED,676,1997,1211.3420152356803
NED,677,1997,318.7030977170557
NED,682,1997,173.92081170167762
NED,685,1997,1379.352022091066
NED,686,1997,1776.002914093674
NED,687,1997,2700.1499868962783
NED,688,1997,4302.159201380154
NED,689,1997,5621.589852580255
NED,690,1997,6490.751116629205
NED,691,1997,7127.643326116363
NED,692,1997,7865.521122020228
NED,693,1997,7049.130187531702
NED,694,1997,6257.081383317822
NED,695,1997,6254.517425605115
NED,696,1997,5364.747265588069
NED,697,1997,4531.343176573419
NED,698,1997,4817.134365633193
NED,699,1997,4912.27497031059
NED,700,1997,5023.556982470723
NED,701,1997,5339.7908246384495
NED,702,1997,4647.382159422832
NED,703,1997,4877.189067869657
NED,704,1997,4896.9088011974945
NED,705,1997,5035.464361980312
NED,706,1997,3075.766185562362
NED,707,1997,640.1427425974944
NED,714,1997,1525.479406180974
NED,715,1997,2947.15141370871
NED,716,1997,3019.48350637445
NOR,32,2002,1.688372315136803
NED,40,2002,156.9844575680172
NED,137,2002,111.74439357148458
NED,138,2002,140.88759380953934
NED,143,2002,828.1900831118826
NOR,143,2002,2512.7245783500703
NED,144,2002,1680.548730715693
NOR,144,2002,2781.519384475364
NED,145,2002,2902.1627496237497
NOR,145,2002,1598.4871300590326
NED,146,2002,3923.4888597130102
NOR,146,2002,3582.2733804807035
NED,147,2002,4029.8136598597125
NOR,147,2002,5308.135858930633
NED,148,2002,3723.414741597169
NOR,148,2002,3125.6292878072068
NED,149,2002,3594.33129689325
NOR,149,2002,1762.6679283962444
NED,150,2002,3499.9092357220725
NOR,150,2002,1652.9148230804308
NED,151,2002,2651.7035296421463
NED,152,2002,3484.7602218402203
NED,153,2002,3840.196752261896
NED,154,2002,3389.717848488137
NED,155,2002,2720.9616988170055
NED,156,2002,1569.8754411963268
NED,157,2002,1308.6211178773406
NED,158,2002,2033.5471568971434
NED,159,2002,3375.736494180198
NED,160,2002,4634.598003923788
NED,161,2002,5068.535695088554
NED,162,2002,3881.141577462322
NED,163,2002,2665.7146561909935
NED,164,2002,1602.429244692797
NED,165,2002,1563.1000127515185
NED,166,2002,2600.9164311647096
NED,167,2002,1414.293829598974
NED,168,2002,681.4815490934823
NED,169,2002,1448.6536339287418
NED,170,2002,327.75860579866594
NED,171,2002,65.71417898074822
NED,172,2002,549.7216419870675
NED,173,2002,575.1063105425812
NED,184,2002,1996.296750649359
NED,185,2002,4329.796731408747
NED,186,2002,5551.958709845169
NED,187,2002,6884.821191519364
NED,188,2002,8079.46385634313
NED,189,2002,6933.226258615579
NED,190,2002,5360.340530681375
NED,191,2002,5713.377965757945
NED,192,2002,4562.975910829658
NED,193,2002,3346.9976358459758
NED,194,2002,3260.040454553864
NED,195,2002,2878.5115205408806
NED,196,2002,2186.477651255599
NED,197,2002,2448.6064183711596
NED,198,2002,2448.491660585736
NED,199,2002,2569.807603524379
NED,200,2002,1976.7282915168298
NED,201,2002,1771.5094530427612
NOR,498,2002,4468.703285616148
NOR,499,2002,6721.573417265681
NOR,542,2002,5844.442439596385
NOR,543,2002,4435.902151662609
NOR,640,2002,7795.994327017277
NOR,641,2002,11503.209424344455
NOR,642,2002,14752.73777875384
NOR,643,2002,16661.81062498923
NOR,644,2002,10551.443927511871
NOR,703,2002,4240.565214198352
NED,1,2008,2816.707136005085
NED,2,2008,3010.961800830708
NED,3,2008,2441.93198715649
NED,4,2008,744.6698426611727
NOR,185,2008,3132.513182633505
NOR,186,2008,1248.9729864426317
NOR,523,2008,2926.4940561577314
NOR,524,2008,8224.512487991871
NOR,525,2008,5326.55503521961
NOR,643,2008,538.1713526068179
NOR,690,2008,5402.996603577365
NOR,691,2008,6490.551618622929
NOR,692,2008,4460.310845891211
NOR,693,2008,1667.4915389442185
NED,1,2009,1346.0556215922827
NED,2,2009,1241.3731589529727
NED,3,2009,1520.3416610051331
NED,4,2009,1763.4459457931985
NED,5,2009,1058.537808399124
NED,6,2009,95.13629058908919
NED,7,2009,134.48626694733275
NED,8,2009,947.6876721174922
NED,9,2009,1872.2771827955705
NED,10,2009,1897.6685988078048
NED,11,2009,967.2825791131613
NED,16,2009,1410.6508938965976
NOR,16,2009,46.29530672023111
NED,17,2009,3035.406936386733
NOR,17,2009,1969.5065608330856
NED,18,2009,2185.8637312313554
NOR,18,2009,2805.905508702308
NED,19,2009,1833.3783466378236
NOR,19,2009,2596.9650242397724
NED,20,2009,1762.6277882644936
NOR,20,2009,1406.0363494042274
NED,46,2009,1150.0228746909208
NED,47,2009,3811.844539679863
NED,48,2009,3896.3139203745445
NED,49,2009,3204.720498749049
NED,50,2009,3517.0358142680197
NED,51,2009,3649.09358632147
NED,52,2009,3254.8720336582137
NED,53,2009,2576.5691343359076
NED,54,2009,327.8712594683443
NOR,76,2009,3512.5523284588144
NOR,77,2009,5801.6663048590335
NOR,78,2009,8148.2981490976
NOR,79,2009,9084.5105436765
NOR,80,2009,6483.418469208505
NOR,81,2009,2891.200538152894
NOR,103,2009,651.5360640434956
NOR,104,2009,2960.255782682627
NOR,105,2009,3269.408042353189
NOR,106,2009,1808.876587608894
NOR,164,2009,952.4259079258413
NOR,165,2009,5767.919370748283
NOR,166,2009,7088.099032355418
NED,167,2009,3671.3631740941887
NOR,167,2009,728.6117385494476
NED,168,2009,4038.2751324643714
NED,169,2009,6852.469450243747
NED,170,2009,6796.053929730551
NED,171,2009,6166.299063518355
NED,172,2009,4884.009009473032
NED,173,2009,2749.9149351365854
NED,208,2009,1336.4248559092275
NED,209,2009,6420.901847524165
NED,210,2009,6448.418877472616
NED,211,2009,6741.491832005066
POR,211,2009,43.94352669852877
NED,212,2009,7275.068826280683
NED,213,2009,6789.299232035154
NED,214,2009,6009.899792602909
NED,215,2009,5688.164513532174
NED,216,2009,4537.755527369994
NED,217,2009,1515.6758153475207
NED,329,2009,158.0133159214056
NOR,330,2009,3407.8527176594303
NOR,331,2009,6738.561847359433
NOR,332,2009,8470.80024072946
NOR,333,2009,9207.06685835322
NOR,334,2009,9302.247426783366
NOR,335,2009,6280.878340046324
NOR,336,2009,6002.591309459223
NOR,337,2009,1756.6946295022801
NED,640,2009,820.2941818499571
NED,641,2009,4207.9013321148705
NED,642,2009,3349.1489432043754
NOR,186,2012,4758.448521721326
NOR,187,2012,9277.457703387918
NOR,188,2012,2772.159445578606
NED,332,2012,485.70812283884703
NED,333,2012,1702.7651724112927
NED,334,2012,2569.9246013533907
NED,335,2012,2730.6029782646965
NOR,335,2012,169.95544269587572
NED,336,2012,1913.1903433848115
NED,337,2012,4241.160688898877
NED,338,2012,5373.802550111718
NOR,338,2012,256.2383262526953
NED,339,2012,4501.893822714366
NOR,339,2012,40.707703438114095
NED,340,2012,5198.2023119970145
NED,341,2012,5806.842405451459
NED,342,2012,5123.0680066563245
NED,343,2012,5223.476557647783
NED,344,2012,4942.674237343955
NED,345,2012,4802.35373001474
NED,353,2012,2645.6843216453285
NED,354,2012,306.41633991210915
NED,376,2012,265.12139737401503
NED,377,2012,5065.330134190456
NED,378,2012,5241.9144948916455
