location,time_step,scenario,loss_of_load
NED,148,1982,12.599906613643952
NED,149,1982,952.634522217838
NED,150,1982,1880.2719874905665
NED,151,1982,2699.3562839691053
NED,152,1982,3315.3801803069987
NED,153,1982,2914.716601898417
NOR,187,1982,2860.3589460891008
NOR,188,1982,5107.382049305139
NOR,189,1982,5708.229230270332
NOR,190,1982,5789.176544357936
NOR,191,1982,13.57954440974811
NOR,192,1982,847.2160259230232
NED,281,1982,4984.964547020243
NED,282,1982,4714.908735719716
NED,283,1982,5339.477251820608
NED,284,1982,6097.3884120720895
NED,285,1982,5597.053967183427
NED,286,1982,5144.386136984246
NED,287,1982,5846.084348723692
NED,288,1982,5321.132175797232
NED,289,1982,1501.10336790262
NED,290,1982,988.8484632383552
NED,291,1982,440.455957922175
NOR,345,1982,4118.114558511252
NOR,346,1982,4654.258777929248
NOR,347,1982,1408.6997495290161
NED,425,1982,741.0280398135646
NED,532,1982,792.2985745456972
NED,533,1982,2196.031727650221
NOR,533,1982,3435.8116214336155
NED,534,1982,2608.7853309402635
NOR,534,1982,6781.669510177238
NED,535,1982,3450.9146976784914
NOR,535,1982,9143.554280760784
NED,536,1982,3720.842591532263
NOR,536,1982,7392.528099943864
NED,537,1982,4538.767032259636
NOR,537,1982,4030.6320556637693
NED,538,1982,3232.2006556747606
NED,539,1982,1207.394784938997
NED,541,1982,2512.035670327914
NED,542,1982,3934.35028940055
NED,543,1982,4906.117727505287
NED,544,1982,6740.572072520187
NED,545,1982,8383.866545089257
NED,546,1982,9364.397932609218
NED,547,1982,10207.777435989507
NED,548,1982,10478.684131136299
NED,549,1982,8941.480120532842
NED,550,1982,7312.9368185609355
NED,551,1982,4174.663645621679
NED,552,1982,1761.6883045418085
NED,553,1982,692.8164644499811
NOR,553,1982,2615.7868274586954
NOR,554,1982,1953.4111139949073
NOR,567,1982,3758.2131536569705
NOR,568,1982,10168.59631282949
NED,569,1982,559.3103224608737
NOR,569,1982,7959.364168758265
NOR,570,1982,4803.97967029835
NOR,571,1982,4945.161044444569
NOR,572,1982,1518.101368319386
NOR,650,1982,267.3845276183547
NOR,651,1982,7384.917556632436
NOR,689,1982,6411.235138651638
NOR,690,1982,10287.934436209773
